index,pos,driver,gap,time remaining
15,16,Kevin,- -,00:09:10
15,17,Romain,- -,00:09:10
15,18,George,- -,00:09:10
15,19,Nicholas,- -,00:09:10
15,20,Antonio,- -,00:09:10
16,1,Valtteri,- -,00:09:06
16,2,Lance,- -,00:09:06
16,3,Carlos,- -,00:09:06
16,4,Sergio,- -,00:09:06
16,5,Alexander,- -,00:09:06
16,6,Lewis,- -,00:09:06
16,7,Max,- -,00:09:06
16,,Pierre,- -,00:09:06
16,9,Charles,- -,00:09:06
16,10,Lando,- -,00:09:06
16,11,Sebastian,- -,00:09:06
16,12,Daniil,- -,00:09:06
16,13,Daniel,- -,00:09:06
16,14,Kimi,- -,00:09:06
16,15,Esteban,- -,00:09:06
16,16,Kevin,- -,00:09:06
16,17,Romain,- -,00:09:06
16,18,George,- -,00:09:06
16,19,Nicholas,- -,00:09:06
16,20,Antonio,- -,00:09:06
17,1,Valtteri,- -,00:09:03
17,2,Lance,- -,00:09:03
17,3,Carlos,- -,00:09:03
17,4,Sergio,- -,00:09:03
17,5,Charles,- -,00:09:03
17,6,Alexander,- -,00:09:03
17,7,Lewis,- -,00:09:03
17,8,Max,- -,00:09:03
17,9,Pierre,- -,00:09:03
17,10,Lando,- -,00:09:03
17,11,Sebastian,- -,00:09:03
17,12,Daniil,- -,00:09:03
17,13,Daniel,- -,00:09:03
17,14,Kimi,- -,00:09:03
17,15,Esteban,- -,00:09:03
17,16,Kevin,- -,00:09:03
17,17,Romain,- -,00:09:03
17,18,George,- -,00:09:03
17,19,Nicholas,- -,00:09:03
17,20,Antonio,- -,00:09:03
18,1,Valtteri,- -,00:09:00
18,2,Lance,- -,00:09:00
18,3,Carlos,- -,00:09:00
18,4,Sergio,- -,00:09:00
18,5,Charles,- -,00:09:00
18,6,Alexander,- -,00:09:00
18,7,Lewis,- -,00:09:00
18,8,Max,- -,00:09:00
18,9,Pierre,- -,00:09:00
18,10,Lando,- -,00:09:00
18,11,Sebastian,- -,00:09:00
18,12,Daniil,- -,00:09:00
18,13,Daniel,- -,00:09:00
18,14,Kimi,- -,00:09:00
18,15,Esteban,- -,00:09:00
18,16,Kevin,- -,00:09:00
18,17,Romain,- -,00:09:00
18,18,George,- -,00:09:00
18,19,Nicholas,- -,00:09:00
18,20,Antonio,- -,00:09:00
19,1,Valtteri,- -,00:08:56
19,2,Lance,- -,00:08:56
19,3,Carlos,- -,00:08:56
19,4,Sergio,- -,00:08:56
19,5,Charles,- -,00:08:56
19,6,Alexander,- -,00:08:56
19,7,Lewis,- -,00:08:56
19,8,Max,- -,00:08:56
19,9,Pierre,- -,00:08:56
19,10,Lando,- -,00:08:56
19,11,Sebastian,- -,00:08:56
19,12,Daniil,- -,00:08:56
19,13,Daniel,- -,00:08:56
19,14,Kimi,- -,00:08:56
19,15,Esteban,- -,00:08:56
19,16,Kevin,- -,00:08:56
19,17,Romain,- -,00:08:56
19,18,George,- -,00:08:56
19,19,Nicholas,- -,00:08:56
19,20,Antonio,- -,00:08:56
20,1,Lewis,- -,00:08:53
20,2,Valtteri,- -,00:08:53
20,3,Lance,- -,00:08:53
20,4,Carlos,- -,00:08:53
20,5,Sergio,- -,00:08:53
20,6,Charles,- -,00:08:53
20,7,Alexander,- -,00:08:53
20,8,Max,- -,00:08:53
20,9,Pierre,- -,00:08:53
20,10,Lando,- -,00:08:53
20,11,Sebastian,- -,00:08:53
20,12,Daniil,- -,00:08:53
20,13,Daniel,- -,00:08:53
20,14,Kimi,- -,00:08:53
20,15,Esteban,- -,00:08:53
20,16,Kevin,- -,00:08:53
20,17,Romain,- -,00:08:53
20,18,George,- -,00:08:53
20,19,Nicholas,- -,00:08:53
20,20,Antonio,- -,00:08:53
21,1,Lewis,- -,00:08:50
21,2,Valtteri,- -,00:08:50
21,3,Max,- -,00:08:50
21,4,Lance,- -,00:08:50
21,5,Carlos,- -,00:08:50
21,6,Sergio,- -,00:08:50
21,7,Charles,- -,00:08:50
21,8,,- -,00:08:50
22,1,Lewis,1:16.589,00:08:25
22,2,Valtteri,- -,00:08:25
22,3,Max,- -,00:08:25
22,4,Lance,- -,00:08:25
22,5,Pierre,- -,00:08:25
22,6,Carlos,- -,00:08:25
22,7,Sergio,- -,00:08:25
22,8,Charles,- -,00:08:25
22,9,Alexander,- -,00:08:25
22,10,Lando,- -,00:08:25
22,11,Sebastian,- -,00:08:25
22,12,Daniil,- -,00:08:25
22,13,Daniel,- -,00:08:25
22,14,Kimi,- -,00:08:25
22,15,Esteban,- -,00:08:25
22,16,Kevin,- -,00:08:25
22,17,Romain,- -,00:08:25
22,18,George,- -,00:08:25
22,19,Nicholas,- -,00:08:25
22,20,Antonio,- -,00:08:25
23,1,Lance,1:16.589,00:08:22
23,2,Lewis,- -,00:08:22
23,3,Valtteri,- -,00:08:22
23,4,Max,- -,00:08:22
23,5,Pierre,- -,00:08:22
23,6,Carlos,- -,00:08:22
23,7,Sergio,- -,00:08:22
23,8,Charles,- -,00:08:22
23,9,Alexander,- -,00:08:22
23,10,Lando,- -,00:08:22
23,11,Sebastian,- -,00:08:22
23,12,Daniil,- -,00:08:22
23,13,Daniel,- -,00:08:22
23,14,Kimi,- -,00:08:22
23,15,Esteban,- -,00:08:22
23,16,Kevin,- -,00:08:22
23,17,Romain,- -,00:08:22
23,18,George,- -,00:08:22
23,19,Nicholas,- -,00:08:22
23,20,Antonio,- -,00:08:22
24,1,Lance,1:16.589,00:08:19
24,2,Lewis,- -,00:08:19
24,3,Valtteri,- -,00:08:19
24,4,Max,- -,00:08:19
24,5,Pierre,- -,00:08:19
24,6,Carlos,- -,00:08:19
24,7,Sergio,- -,00:08:19
24,8,Charles,- -,00:08:19
24,9,Alexander,- -,00:08:19
24,10,Lando,- -,00:08:19
24,11,Sebastian,- -,00:08:19
24,12,Daniil,- -,00:08:19
24,13,Daniel,- -,00:08:19
24,14,Kimi,- -,00:08:19
24,15,Esteban,- -,00:08:19
24,16,Kevin,- -,00:08:19
24,17,Romain,- -,00:08:19
24,18,George,- -,00:08:19
24,19,Nicholas,- -,00:08:19
24,20,Antonio,- -,00:08:19
25,1,Lance,1:16.589,00:08:15
25,2,Lewis,+0.021,00:08:15
25,3,Valtteri,- -,00:08:15
25,4,Max,- -,00:08:15
25,5,Pierre,- -,00:08:15
25,6,Carlos,- -,00:08:15
25,7,Sergio,- -,00:08:15
25,8,Charles,- -,00:08:15
25,9,Alexander,- -,00:08:15
25,10,Lando,- -,00:08:15
25,11,Sebastian,- -,00:08:15
25,12,Daniil,- -,00:08:15
25,13,Daniel,- -,00:08:15
25,14,Kimi,- -,00:08:15
25,15,Esteban,- -,00:08:15
25,16,Kevin,- -,00:08:15
25,17,Romain,- -,00:08:15
25,18,George,- -,00:08:15
25,19,Nicholas,- -,00:08:15
25,20,Antonio,- -,00:08:15
26,1,Sergio,1:16.568,00:08:12
26,2,Lance,+0.021,00:08:12
26,3,Lewis,- -,00:08:12
26,4,Valtteri,- -,00:08:12
26,5,Max,- -,00:08:12
26,6,Pierre,- -,00:08:12
26,7,Carlos,- -,00:08:12
26,8,Charles,- -,00:08:12
26,9,Alexander,- -,00:08:12
26,10,Lando,- -,00:08:12
26,11,Sebastian,- -,00:08:12
26,12,Daniil,- -,00:08:12
26,13,Daniel,- -,00:08:12
26,14,Kimi,- -,00:08:12
26,15,Esteban,- -,00:08:12
26,16,Kevin,- -,00:08:12
26,17,Romain,- -,00:08:12
26,18,George,- -,00:08:12
26,19,Nicholas,- -,00:08:12
26,20,Antonio,- -,00:08:12
27,1,Sergio,1:16.568,00:08:09
27,2,Lance,+0.021,00:08:09
27,3,Lewis,- -,00:08:09
27,4,Valtteri,- -,00:08:09
27,5,Max,- -,00:08:09
27,6,Pierre,- -,00:08:09
27,7,Carlos,- -,00:08:09
27,8,Charles,- -,00:08:09
27,9,Alexander,- -,00:08:09
27,10,Lando,- -,00:08:09
27,11,Sebastian,- -,00:08:09
27,12,Daniil,- -,00:08:09
27,13,Daniel,- -,00:08:09
27,14,Kimi,- -,00:08:09
27,15,Esteban,- -,00:08:09
27,16,Kevin,- -,00:08:09
27,17,Romain,- -,00:08:09
27,18,George,- -,00:08:09
27,19,Nicholas,- -,00:08:09
27,20,Antonio,- -,00:08:09
28,1,Sergio,1:16.568,00:08:06
28,2,Lance,+0.021,00:08:06
28,3,Carlos,+0.898,00:08:06
28,4,Lewis,- -,00:08:06
28,5,Valtteri,- -,00:08:06
28,6,Max,- -,00:08:06
28,7,Pierre,- -,00:08:06
28,8,Charles,- -,00:08:06
28,9,Alexander,- -,00:08:06
28,10,Lando,- -,00:08:06
28,11,Sebastian,- -,00:08:06
28,12,Daniil,- -,00:08:06
28,13,Daniel,- -,00:08:06
28,14,Kimi,- -,00:08:06
28,15,Esteban,- -,00:08:06
28,16,Kevin,- -,00:08:06
28,17,Romain,- -,00:08:06
28,18,George,- -,00:08:06
28,19,Nicholas,- -,00:08:06
28,20,Antonio,- -,00:08:06
29,1,Sergio,1:16.568,00:08:03
29,2,Lance,+0.021,00:08:03
29,3,Carlos,+0.898,00:08:03
29,4,Lewis,- -,00:08:03
29,5,Valtteri,- -,00:08:03
29,6,Max,- -,00:08:03
29,7,Pierre,- -,00:08:03
29,8,Charles,- -,00:08:03
29,9,Alexander,- -,00:08:03
29,10,Lando,- -,00:08:03
29,11,Sebastian,- -,00:08:03
29,12,Daniil,- -,00:08:03
29,13,Daniel,- -,00:08:03
29,14,Kimi,- -,00:08:03
29,15,Esteban,- -,00:08:03
29,16,Kevin,- -,00:08:03
29,17,Romain,- -,00:08:03
29,18,George,- -,00:08:03
29,19,Nicholas,- -,00:08:03
29,20,Antonio,- -,00:08:03
30,1,Valtteri,1:15.643,00:07:59
30,2,,+0.925,00:07:59
31,1,Valtteri,1:15.643,00:07:41
31,2,Sergio,+0.925,00:07:41
31,3,Lance,+0.946,00:07:41
31,4,Charles,+1.654,00:07:41
31,5,Alexander,+1.668,00:07:41
31,6,Carlos,+1.823,00:07:41
31,7,Lewis,- -,00:07:41
31,8,Max,- -,00:07:41
31,9,Pierre,- -,00:07:41
31,10,Lando,- -,00:07:41
31,11,Sebastian,- -,00:07:41
31,12,Daniil,- -,00:07:41
31,13,Daniel,- -,00:07:41
31,14,Kimi,- -,00:07:41
31,15,Esteban,- -,00:07:41
31,16,Kevin,- -,00:07:41
31,17,Romain,- -,00:07:41
31,18,George,- -,00:07:41
31,19,Nicholas,- -,00:07:41
31,20,Antonio,- -,00:07:41
32,1,Lewis,1:15.584,00:07:38
32,2,Valtteri,+0.059,00:07:38
32,3,Sergio,+0.984,00:07:38
32,4,Lance,+1.005,00:07:38
32,5,Charles,+1.713,00:07:38
32,6,Alexander,+1.727,00:07:38
32,7,Carlos,+1.882,00:07:38
32,8,Max,- -,00:07:38
32,9,Pierre,- -,00:07:38
32,10,Lando,- -,00:07:38
32,11,Sebastian,- -,00:07:38
32,12,Daniil,- -,00:07:38
32,13,Daniel,- -,00:07:38
32,14,Kimi,- -,00:07:38
32,15,Esteban,- -,00:07:38
32,16,Kevin,- -,00:07:38
32,17,Romain,- -,00:07:38
32,18,George,- -,00:07:38
32,19,Nicholas,- -,00:07:38
32,20,Antonio,- -,00:07:38
34,1,Lewis,1:15.584,00:07:12
34,2,Valtteri,+0.059,00:07:12
34,3,Max,+0.708,00:07:12
34,4,Sergio,+0.984,00:07:12
34,5,Lance,+1.005,00:07:12
34,6,Lando,+1.654,00:07:12
34,7,Charles,+1.713,00:07:12
34,8,Alexander,+1.727,00:07:12
34,9,Carlos,+1.882,00:07:12
34,10,Pierre,+2.070,00:07:12
34,11,Sebastian,- -,00:07:12
34,12,Daniil,- -,00:07:12
34,13,Daniel,- -,00:07:12
34,14,Kimi,- -,00:07:12
34,15,Esteban,- -,00:07:12
34,16,Kevin,- -,00:07:12
34,17,Romain,- -,00:07:12
34,18,George,- -,00:07:12
34,19,Nicholas,- -,00:07:12
34,20,Antonio,- -,00:07:12
35,1,Lewis,1:15.584,00:07:09
35,2,Valtteri,+0.059,00:07:09
35,3,Max,+0.708,00:07:09
35,4,Sergio,+0.984,00:07:09
35,5,Lance,+1.005,00:07:09
35,6,Lando,+1.654,00:07:09
35,7,Charles,+1.713,00:07:09
35,8,Alexander,+1.727,00:07:09
35,9,Carlos,+1.882,00:07:09
35,10,Pierre,+2.070,00:07:09
35,11,Sebastian,- -,00:07:09
35,12,Daniil,- -,00:07:09
35,13,Daniel,- -,00:07:09
35,14,Kimi,- -,00:07:09
35,15,Esteban,- -,00:07:09
35,16,Kevin,- -,00:07:09
35,17,Romain,- -,00:07:09
35,18,George,- -,00:07:09
35,19,Nicholas,- -,00:07:09
35,20,Antonio,- -,00:07:09
36,1,Lewis,1:15.584,00:07:05
36,2,Valtteri,+0.059,00:07:05
36,3,Max,+0.708,00:07:05
36,4,Sergio,+0.984,00:07:05
36,5,Lance,+1.005,00:07:05
36,6,Lando,+1.654,00:07:05
36,7,Charles,+1.713,00:07:05
36,8,Alexander,+1.727,00:07:05
36,9,Carlos,+1.882,00:07:05
36,10,Pierre,+2.070,00:07:05
36,11,Sebastian,- -,00:07:05
36,12,Daniil,- -,00:07:05
36,13,Daniel,- -,00:07:05
36,14,Kimi,- -,00:07:05
36,15,Esteban,- -,00:07:05
36,16,Kevin,- -,00:07:05
36,17,Romain,- -,00:07:05
36,18,George,- -,00:07:05
36,19,Nicholas,- -,00:07:05
36,20,Antonio,- -,00:07:05
37,1,Lewis,1:15.584,00:07:01
37,2,Valtteri,+0.059,00:07:01
37,3,Max,+0.708,00:07:01
37,4,Sergio,+0.984,00:07:01
37,5,Lance,+1.005,00:07:01
37,6,Lando,+1.654,00:07:01
37,7,Charles,+1.713,00:07:01
37,8,Alexander,+1.727,00:07:01
37,9,Carlos,+1.882,00:07:01
37,10,Pierre,+2.070,00:07:01
37,11,Sebastian,- -,00:07:01
37,12,Daniil,- -,00:07:01
37,13,Daniel,- -,00:07:01
37,14,Kimi,- -,00:07:01
37,15,Esteban,- -,00:07:01
37,16,Kevin,- -,00:07:01
37,17,Romain,- -,00:07:01
37,18,George,- -,00:07:01
37,19,Nicholas,- -,00:07:01
37,20,Antonio,- -,00:07:01
38,1,Lewis,1:15.584,00:06:57
38,2,Valtteri,+0.059,00:06:57
38,3,Max,+0.708,00:06:57
38,4,Sergio,+0.984,00:06:57
38,5,Lance,+1.005,00:06:57
38,6,Lando,+1.654,00:06:57
38,7,Charles,+1.713,00:06:57
38,8,Alexander,+1.727,00:06:57
38,9,Carlos,+1.882,00:06:57
38,10,Pierre,+2.070,00:06:57
38,11,Sebastian,- -,00:06:57
38,12,Daniil,- -,00:06:57
38,13,Daniel,- -,00:06:57
38,14,Kimi,- -,00:06:57
38,15,Esteban,- -,00:06:57
38,16,Kevin,- -,00:06:57
38,17,Romain,- -,00:06:57
38,18,George,- -,00:06:57
38,19,Nicholas,- -,00:06:57
38,20,Antonio,- -,00:06:57
39,1,Lewis,1:15.584,00:06:55
39,2,Valtteri,+0.059,00:06:55
39,3,Max,+0.708,00:06:55
39,4,Sergio,+0.984,00:06:55
39,5,Lance,+1.005,00:06:55
39,6,Lando,+1.654,00:06:55
39,7,Charles,+1.713,00:06:55
39,8,Alexander,+1.727,00:06:55
39,9,Carlos,+1.882,00:06:55
39,10,Pierre,+2.070,00:06:55
39,11,Sebastian,- -,00:06:55
39,12,Daniil,- -,00:06:55
39,13,Daniel,- -,00:06:55
39,14,Kimi,- -,00:06:55
39,15,Esteban,- -,00:06:55
39,16,Kevin,- -,00:06:55
39,17,Romain,- -,00:06:55
39,18,George,- -,00:06:55
39,19,Nicholas,- -,00:06:55
39,20,Antonio,- -,00:06:55
40,1,Lewis,1:15.584,00:06:52
40,2,Valtteri,+0.059,00:06:52
40,3,Max,+0.708,00:06:52
40,4,Sergio,+0.984,00:06:52
40,5,Lance,+1.005,00:06:52
40,6,Lando,+1.654,00:06:52
40,7,Charles,+1.713,00:06:52
40,8,Alexander,+1.727,00:06:52
40,9,Carlos,+1.882,00:06:52
40,10,Pierre,+2.070,00:06:52
40,11,Sebastian,- -,00:06:52
40,12,Daniil,- -,00:06:52
40,13,Daniel,- -,00:06:52
40,14,Kimi,- -,00:06:52
40,15,Esteban,- -,00:06:52
40,16,Kevin,- -,00:06:52
40,17,Romain,- -,00:06:52
40,18,George,- -,00:06:52
40,19,Nicholas,- -,00:06:52
40,20,Antonio,- -,00:06:52
41,1,Lewis,1:15.584,00:06:51
41,2,Valtteri,+0.059,00:06:51
41,3,Max,+0.708,00:06:51
41,4,Sergio,+0.984,00:06:51
41,5,Lance,+1.005,00:06:51
41,6,Lando,+1.654,00:06:51
41,7,Charles,+1.713,00:06:51
41,8,Alexander,+1.727,00:06:51
41,9,Carlos,+1.882,00:06:51
41,10,Pierre,+2.070,00:06:51
41,11,Sebastian,- -,00:06:51
41,12,Daniil,- -,00:06:51
41,13,Daniel,- -,00:06:51
41,14,Kimi,- -,00:06:51
41,15,Esteban,- -,00:06:51
41,16,Kevin,- -,00:06:51
41,17,Romain,- -,00:06:51
41,18,George,- -,00:06:51
41,19,Nicholas,- -,00:06:51
41,20,Antonio,- -,00:06:51
42,1,Lewis,1:15.584,00:06:49
42,2,Valtteri,+0.059,00:06:49
42,3,Max,+0.708,00:06:49
42,4,Sergio,+0.984,00:06:49
42,5,Lance,+1.005,00:06:49
