index,pos,driver,gap,lap no
111,14,George,+32.400,10
111,15,Sebastian,+33.871,10
111,16,Kimi,+34.569,10
111,17,Nicholas,+34.990,10
111,18,Pierre,+35.693,10
111,19,Alexander,+48.106,10
111,20,Antonio,+49.933,10
112,1,Valtteri,LEADER,10
112,2,Lewis,+1.354,10
112,3,Max,+2.502,10
112,4,Nico,+10.424,10
112,5,Lance,+12.759,10
112,6,Daniel,+14.677,10
112,7,Lando,+17.675,10
112,8,Charles,+18.718,10
112,9,Carlos,+22.453,10
112,10,Esteban,+26.315,10
112,11,Daniil,+28.204,10
112,12,Kevin,+31.418,10
112,13,Romain,+31.849,10
112,14,George,+32.400,10
112,15,Sebastian,+33.871,10
112,16,Kimi,+34.569,10
112,17,Nicholas,+34.990,10
112,18,Pierre,+35.693,10
112,19,Alexander,+48.106,10
112,20,Antonio,+49.933,10
113,1,Valtteri,LEADER,10
113,2,Lewis,+1.311,10
113,3,Max,+2.374,10
113,4,Nico,+10.514,10
113,5,Lance,+12.783,10
113,6,Daniel,+14.605,10
113,7,Lando,+17.648,10
113,8,Charles,+18.614,10
113,9,Carlos,+22.485,10
113,10,Esteban,+26.256,10
113,11,Daniil,+28.204,10
113,12,Kevin,+31.418,10
113,13,Romain,+31.870,10
113,14,George,+32.727,10
113,15,Sebastian,+34.172,10
113,16,Kimi,+34.772,10
113,17,Nicholas,+35.442,10
113,18,Pierre,+35.836,10
113,19,Alexander,+48.213,10
113,20,Antonio,+50.032,10
114,1,Valtteri,LEADER,10
114,2,Lewis,+1.291,10
114,3,Max,+2.333,10
114,4,Nico,+10.501,10
114,5,Lance,+12.783,10
114,6,Daniel,+14.579,10
114,7,Lando,+17.474,10
114,8,Charles,+18.374,10
114,9,Carlos,+22.485,10
114,10,Esteban,+26.311,10
114,11,Daniil,+28.253,10
114,12,Kevin,+31.418,10
114,13,Romain,+31.870,10
114,14,George,+32.727,10
114,15,Sebastian,+34.172,10
114,16,Kimi,+34.772,10
114,17,Nicholas,+35.499,10
114,18,Pierre,+35.891,10
114,19,Alexander,+48.230,10
114,20,Antonio,+50.039,10
115,1,Valtteri,LEADER,10
115,2,Lewis,+1.291,10
115,3,Max,+2.333,10
115,4,Nico,+10.501,10
115,5,Lance,+12.919,10
115,6,Daniel,+14.579,10
115,7,Lando,+17.410,10
115,8,Charles,+18.374,10
115,9,Carlos,+22.494,10
115,10,Esteban,+26.311,10
115,11,Daniil,+28.249,10
115,12,Kevin,+31.418,10
115,13,Romain,+31.959,10
115,14,George,+32.727,10
115,15,Sebastian,+34.172,10
115,16,Kimi,+34.772,10
115,17,Nicholas,+35.499,10
115,18,Pierre,+35.891,10
115,19,Alexander,+48.230,10
115,20,Antonio,+50.039,10
116,1,Valtteri,LEADER,10
116,2,Lewis,+1.222,10
116,3,Max,+2.311,10
116,4,Nico,+10.522,10
116,5,Lance,+12.919,10
116,6,Daniel,+14.568,10
116,7,Lando,+17.410,10
116,8,Charles,+18.357,10
116,9,Carlos,+22.341,10
116,10,Esteban,+26.332,10
116,11,Daniil,+28.249,10
116,12,Kevin,+31.418,10
116,13,Romain,+32.021,10
116,14,George,+32.947,10
116,15,Sebastian,+34.315,10
116,16,Kimi,+34.772,10
116,17,Nicholas,+35.499,10
116,18,Pierre,+35.891,10
116,19,Alexander,+48.345,10
116,20,Antonio,+50.038,10
117,1,Valtteri,LEADER,10
117,2,Lewis,+1.222,10
117,3,Max,+2.292,10
117,4,Nico,+10.522,10
117,5,Lance,+12.996,10
117,6,Daniel,+14.568,10
117,7,Lando,+17.518,10
117,8,Charles,+18.309,10
117,9,Carlos,+22.308,10
117,10,Esteban,+26.336,10
117,11,Daniil,+28.215,10
117,12,Kevin,+31.418,10
117,13,Romain,+32.021,10
117,14,Sebastian,+33.000,10
117,15,George,+34.772,10
117,16,Kimi,+34.350,10
117,17,Nicholas,+35.601,10
117,18,Pierre,+36.148,10
117,19,Alexander,+48.345,10
117,20,Antonio,+50.062,10
118,1,Valtteri,LEADER,10
118,2,Lewis,+1.343,10
118,3,Max,+2.292,10
118,4,Nico,+10.501,10
118,5,Lance,+12.996,10
118,6,Daniel,+14.637,10
118,7,Lando,+17.518,10
118,8,Charles,+18.309,10
118,9,Carlos,+22.308,10
118,10,Esteban,+26.336,10
118,11,Daniil,+28.095,10
118,12,Kevin,+32.044,10
118,13,Romain,+31.418,10
118,14,Sebastian,+33.000,10
118,15,Nicholas,+34.772,10
118,16,Kimi,+34.350,10
118,17,Pierre,+35.601,10
118,18,Alexander,+36.157,10
118,19,George,+48.345,10
118,20,Antonio,+50.062,10
119,1,Valtteri,LEADER,10
119,2,Lewis,+1.343,10
119,3,Max,+2.289,10
119,4,Nico,+10.501,10
119,5,Lance,+12.985,10
119,6,Daniel,+14.654,10
119,7,Lando,+17.625,10
119,8,Charles,+18.473,10
119,9,Carlos,+22.349,10
119,10,Esteban,+26.429,10
119,11,Daniil,+28.126,10
119,12,Kevin,+32.044,10
119,13,Romain,+32.941,10
119,14,Sebastian,+34.355,10
119,15,Nicholas,+31.418,10
119,16,Kimi,+34.772,10
119,17,Pierre,+35.601,10
119,18,Alexander,+36.157,10
119,19,George,+48.450,10
119,20,Antonio,+49.997,10
120,1,Valtteri,LEADER,10
120,2,Lewis,+1.343,10
120,3,Max,+2.289,10
120,4,Nico,+10.536,10
120,5,Lance,+12.985,10
120,6,Daniel,+14.654,10
120,7,Lando,+17.625,10
120,8,Charles,+18.473,10
120,9,Carlos,+22.349,10
120,10,Esteban,+26.429,10
120,11,Daniil,+28.126,10
120,12,Kevin,+31.977,10
120,13,Romain,+32.821,10
120,14,Sebastian,+34.355,10
120,15,Nicholas,+35.538,10
120,16,Kimi,+36.049,10
120,17,Pierre,+31.418,10
120,18,Alexander,+34.772,10
120,19,George,+48.450,10
120,20,Antonio,+49.975,10
121,1,Valtteri,LEADER,10
121,2,Lewis,+1.366,10
121,3,Max,+2.360,10
121,4,Nico,+10.536,10
121,5,Lance,+12.963,10
121,6,Daniel,+14.634,10
121,7,Lando,+17.616,10
121,8,Charles,+18.457,10
121,9,Carlos,+22.416,10
121,10,Esteban,+26.466,10
121,11,Daniil,+28.150,10
121,12,Kevin,+31.975,10
121,13,Romain,+32.815,10
121,14,Sebastian,+34.188,10
121,15,Nicholas,+35.360,10
121,16,Kimi,+35.776,10
121,17,Pierre,+31.418,10
121,18,Alexander,+34.772,10
121,19,George,+48.450,10
121,20,Antonio,+49.975,10
122,1,Valtteri,LEADER,10
122,2,Lewis,+1.366,10
122,3,Max,+2.360,10
122,4,Nico,+10.523,10
122,5,Lance,+12.963,10
122,6,Daniel,+14.632,10
122,7,Lando,+17.616,10
122,8,Charles,+18.457,10
122,9,Carlos,+22.416,10
122,10,Esteban,+26.466,10
122,11,Daniil,+28.150,10
122,12,Kevin,+31.975,10
122,13,Romain,+32.815,10
122,14,Sebastian,+34.218,10
122,15,Nicholas,+35.360,10
122,16,Kimi,+35.776,10
122,17,Pierre,+31.418,10
122,18,Alexander,+34.772,10
122,19,George,+48.438,10
122,20,Antonio,+49.975,10
123,1,Valtteri,LEADER,10
123,2,Lewis,+1.345,10
123,3,Max,+2.291,10
123,4,Nico,+10.523,10
123,5,Lance,+12.966,10
123,6,Daniel,+14.632,10
123,7,Lando,+17.732,10
123,8,Charles,+18.245,10
123,9,Carlos,+22.448,10
123,10,Esteban,+26.565,10
123,11,Daniil,+28.150,10
123,12,Kevin,+32.029,10
123,13,Romain,+32.881,10
123,14,Sebastian,+34.218,10
123,15,Nicholas,+35.311,10
123,16,Kimi,+35.756,10
123,17,Pierre,+31.418,10
123,18,Alexander,+34.772,10
123,19,George,+48.439,10
123,20,Antonio,+49.843,10
124,1,Valtteri,LEADER,10
124,2,Lewis,+1.345,10
124,3,Max,+2.291,10
124,4,Nico,+10.662,10
124,5,Lance,+12.966,10
124,6,Daniel,+14.623,10
124,7,Lando,+17.732,10
124,8,Charles,+18.205,10
124,9,Carlos,+22.448,10
124,10,Esteban,+26.565,10
124,11,Daniil,+28.252,10
124,12,Kevin,+32.029,10
124,13,Romain,+32.881,10
124,14,Sebastian,+34.393,10
124,15,Nicholas,+35.331,10
124,16,Kimi,+35.756,10
124,17,Pierre,+31.418,10
124,18,Alexander,+34.772,10
124,19,Antonio,+48.439,10
124,20,George,+49.828,10
125,1,Valtteri,LEADER,10
125,2,Lewis,+1.284,10
125,3,Max,+2.314,10
125,4,Nico,+10.662,10
125,5,Lance,+13.094,10
125,6,Daniel,+14.623,10
125,7,Lando,+17.757,10
125,8,Charles,+18.205,10
125,9,Carlos,+22.535,10
125,10,Esteban,+26.602,10
125,11,Daniil,+28.262,10
125,12,Kevin,+32.095,10
125,13,Romain,+32.881,10
125,14,Sebastian,+34.393,10
125,15,Nicholas,+35.331,10
125,16,Kimi,+36.078,10
125,17,Pierre,+48.453,10
125,18,Alexander,+31.418,10
125,19,Antonio,+34.772,10
125,20,George,+49.828,10
126,1,Valtteri,LEADER,10
126,2,Lewis,+1.244,10
126,3,Max,+2.314,10
126,4,Nico,+10.662,10
126,5,Lance,+13.094,10
126,6,Daniel,+14.760,10
126,7,Lando,+17.757,10
126,8,Charles,+18.529,10
126,9,Carlos,+22.535,10
126,10,Esteban,+26.602,10
126,11,Daniil,+28.262,10
126,12,Kevin,+32.095,10
126,13,Romain,+33.114,10
126,14,Sebastian,+34.505,10
126,15,Nicholas,+35.331,10
126,16,Kimi,+36.078,10
126,17,Pierre,+48.453,10
126,18,Alexander,+31.418,10
126,19,Antonio,+49.780,10
126,20,George,+34.772,10
127,1,Valtteri,LEADER,10
127,2,Lewis,+1.203,10
127,3,Max,+2.253,10
127,4,Nico,+10.582,10
127,5,Lance,+13.094,10
127,6,Daniel,+14.760,10
127,7,Lando,+17.815,10
127,8,Charles,+18.529,10
127,9,Carlos,+22.532,10
127,10,Esteban,+26.653,10
127,11,Daniil,+28.287,10
127,12,Kevin,+32.152,10
127,13,Romain,+33.082,10
127,14,Sebastian,+34.505,10
127,15,Nicholas,+35.509,10
127,16,Kimi,+36.038,10
127,17,Pierre,+48.356,10
127,18,Alexander,+49.596,10
127,19,Antonio,+31.418,10
127,20,George,+34.772,10
128,1,Valtteri,LEADER,10
128,2,Lewis,+1.159,10
128,3,Max,+2.205,10
128,4,Nico,+10.524,10
128,5,Lance,+13.014,10
128,6,Daniel,+14.739,10
128,7,Lando,+17.815,10
128,8,Charles,+18.676,10
128,9,Carlos,+22.532,10
128,10,Esteban,+26.653,10
128,11,Daniil,+28.319,10
128,12,Kevin,+32.154,10
128,13,Romain,+33.082,10
128,14,Sebastian,+34.538,10
128,15,Nicholas,+35.475,10
128,16,Kimi,+35.954,10
128,17,Pierre,+48.341,10
128,18,Alexander,+49.545,10
128,19,Antonio,+50.766,10
128,20,George,+34.772,10
129,1,Valtteri,LEADER,10
129,2,Lewis,+1.152,10
129,3,Max,+2.205,10
129,4,Nico,+10.524,10
129,5,Lance,+12.942,10
129,6,Daniel,+14.739,10
129,7,Lando,+17.815,10
129,8,Charles,+18.676,10
129,9,Carlos,+22.761,10
129,10,Esteban,+26.714,10
129,11,Daniil,+28.319,10
129,12,Kevin,+32.135,10
129,13,Romain,+32.869,10
129,14,Sebastian,+34.500,10
129,15,Nicholas,+35.475,10
129,16,Kimi,+35.954,10
129,17,Pierre,+48.373,10
129,18,Alexander,+49.545,10
129,19,Antonio,+51.168,10
129,20,George,+53.755,10
130,1,Valtteri,LEADER,10
130,2,Lewis,+1.152,10
130,3,Max,+2.241,10
130,4,Nico,+10.514,10
130,5,Lance,+12.942,10
130,6,Daniel,+14.715,10
130,7,Lando,+17.786,10
130,8,Charles,+18.563,10
130,9,Carlos,+22.761,10
130,10,Esteban,+26.714,10
130,11,Daniil,+28.443,10
130,12,Kevin,+32.135,10
130,13,Romain,+32.869,10
130,14,Sebastian,+34.500,10
130,15,Nicholas,+35.385,10
130,16,Kimi,+35.954,10
130,17,Pierre,+48.373,10
130,18,Alexander,+49.594,10
130,19,Antonio,+51.168,10
130,20,George,+54.132,10
131,1,Valtteri,LEADER,10
131,2,Lewis,+1.152,10
131,3,Max,+2.241,10
131,4,Nico,+10.488,10
131,5,Lance,+12.868,10
131,6,Daniel,+14.715,10
131,7,Lando,+17.786,10
131,8,Charles,+18.563,10
131,9,Carlos,+22.761,10
131,10,Esteban,+26.792,10
131,11,Daniil,+28.443,10
131,12,Kevin,+32.177,10
131,13,Romain,+32.869,10
131,14,Sebastian,+34.493,10
131,15,Nicholas,+35.387,10
131,16,Kimi,+35.702,10
131,17,Pierre,+48.373,10
131,18,Alexander,+49.594,10
131,19,Antonio,+51.311,10
131,20,George,+54.132,10
132,1,Valtteri,LEADER,10
132,2,Lewis,+1.265,10
132,3,Max,+2.289,10
132,4,Nico,+10.445,10
132,5,Lance,+12.827,10
132,6,Daniel,+14.771,10
132,7,Lando,+17.817,10
132,8,Charles,+18.514,10
132,9,Carlos,+22.731,10
132,10,Esteban,+26.792,10
132,11,Daniil,+28.553,10
132,12,Kevin,+32.177,10
132,13,Romain,+33.046,10
132,14,Sebastian,+34.493,10
132,15,Nicholas,+35.387,10
132,16,Kimi,+35.702,10
132,17,Pierre,+48.276,10
132,18,Alexander,+49.594,10
132,19,Antonio,+51.311,10
132,20,George,+54.099,10
133,1,Valtteri,LEADER,10
133,2,Lewis,+1.262,10
133,3,Max,+2.272,10
133,4,Nico,+10.445,10
133,5,Lance,+12.772,10
133,6,Daniel,+14.755,10
133,7,Lando,+17.759,10
133,8,Charles,+18.729,10
133,9,Carlos,+22.731,10
133,10,Esteban,+26.792,10
133,11,Daniil,+28.553,10
133,12,Kevin,+32.177,10
133,13,Romain,+33.046,10
133,14,Sebastian,+34.662,10
133,15,Nicholas,+35.593,10
133,16,Kimi,+36.028,10
133,17,Pierre,+48.276,10
133,18,Alexander,+49.505,10
133,19,Antonio,+51.412,10
133,20,George,+54.099,10
134,1,Valtteri,LEADER,10
134,2,Lewis,+1.207,10
134,3,Max,+2.238,10
134,4,Nico,+10.451,10
134,5,Lance,+12.772,10
134,6,Daniel,+14.739,10
134,7,Lando,+17.718,10
134,8,Charles,+18.729,10
134,9,Carlos,+22.786,10
134,10,Esteban,+26.802,10
134,11,Daniil,+28.518,10
134,12,Kevin,+32.326,10
134,13,Romain,+33.270,10
134,14,Sebastian,+34.662,10
134,15,Nicholas,+35.593,10
134,16,Kimi,+36.028,10
134,17,Pierre,+48.290,10
134,18,Alexander,+49.482,10
134,19,Antonio,+51.412,10
134,20,George,+53.950,10
135,1,Valtteri,LEADER,10
135,2,Lewis,+1.207,10
135,3,Max,+2.217,10
135,4,Nico,+10.451,10
135,5,Lance,+12.799,10
135,6,Daniel,+14.770,10
135,7,Lando,+17.708,10
135,8,Charles,+18.704,10
135,9,Carlos,+22.732,10
135,10,Esteban,+26.847,10
135,11,Daniil,+28.518,10
135,12,Kevin,+32.326,10
135,13,Romain,+33.270,10
135,14,Sebastian,+34.837,10
135,15,Nicholas,+35.662,10
135,16,Kimi,+36.207,10
135,17,Pierre,+48.290,10
135,18,Alexander,+49.482,10
135,19,Antonio,+51.435,10
135,20,George,+53.950,10
136,1,Valtteri,LEADER,10
136,2,Lewis,+1.212,10
136,3,Max,+2.296,10
136,4,Nico,+10.537,10
136,5,Lance,+12.871,10
136,6,Daniel,+14.770,10
136,7,Lando,+17.708,10
136,8,Charles,+18.644,10
136,9,Carlos,+22.720,10
136,10,Esteban,+26.847,10
136,11,Daniil,+28.556,10
136,12,Kevin,+32.323,10
136,13,Romain,+33.179,10
136,14,Sebastian,+34.837,10
136,15,Nicholas,+35.662,10
136,16,Kimi,+36.207,10
136,17,Pierre,+48.276,10
136,18,Alexander,+49.554,10
136,19,Antonio,+51.435,10
136,20,George,+53.936,10
137,1,Valtteri,LEADER,10
137,2,Lewis,+1.212,10
137,3,Max,+2.296,10
137,4,Nico,+10.537,10
137,5,Lance,+12.871,10
137,6,Daniel,+14.908,10
137,7,Lando,+17.693,10
137,8,Charles,+18.701,10
137,9,Carlos,+22.723,10
137,10,Esteban,+26.983,10
137,11,Daniil,+28.708,10
137,12,Kevin,+32.336,10
137,13,Romain,+33.179,10
137,14,Sebastian,+34.842,10
137,15,Nicholas,+35.593,10
137,16,Kimi,+36.081,10
137,17,Pierre,+48.276,10
137,18,Alexander,+49.605,10
137,19,Antonio,+51.475,10
137,20,George,+53.936,10
138,1,Valtteri,LEADER,10
138,2,Lewis,+1.309,10
138,3,Max,+2.322,10
138,4,Nico,+10.546,10
138,5,Lance,+12.865,10
138,6,Daniel,+14.937,10
138,7,Lando,+17.672,10
138,8,Charles,+18.701,10
138,9,Carlos,+22.723,10
138,10,Esteban,+26.995,10
138,11,Daniil,+28.708,10
138,12,Kevin,+32.336,10
138,13,Romain,+33.143,10
138,14,Sebastian,+34.848,10
138,15,Nicholas,+35.593,10
138,16,Kimi,+36.081,10
138,17,Pierre,+48.216,10
138,18,Alexander,+49.611,10
138,19,Antonio,+51.475,10
138,20,George,+53.990,10
139,1,Valtteri,LEADER,10
139,2,Lewis,+1.309,10
139,3,Max,+2.355,10
139,4,Nico,+10.546,10
139,5,Lance,+12.841,10
139,6,Daniel,+14.930,10
139,7,Lando,+17.678,10
139,8,Charles,+18.889,10
139,9,Carlos,+22.707,10
139,10,Esteban,+27.001,10
139,11,Daniil,+28.691,10
139,12,Kevin,+32.455,10
139,13,Romain,+33.298,10
139,14,Sebastian,+34.848,10
139,15,Nicholas,+35.559,10
139,16,Kimi,+35.985,10
139,17,Pierre,+48.216,10
139,18,Alexander,+49.611,10
139,19,Antonio,+51.538,10
139,20,George,+53.990,10
140,1,Valtteri,LEADER,10
140,2,Lewis,+1.309,10
140,3,Max,+2.355,10
140,4,Nico,+10.636,10
140,5,Lance,+12.896,10
140,6,Daniel,+14.918,10
140,7,Lando,+17.701,10
140,8,Charles,+18.876,10
140,9,Carlos,+22.683,10
140,10,Esteban,+27.119,10
140,11,Daniil,+28.691,10
140,12,Kevin,+32.490,10
140,13,Romain,+33.296,10
140,14,Sebastian,+34.853,10
140,15,Nicholas,+35.588,10
140,16,Kimi,+35.985,10
140,17,Pierre,+48.351,10
140,18,Alexander,+49.611,10
140,19,Antonio,+51.538,10
140,20,George,+53.929,10
141,1,Valtteri,LEADER,11
141,2,Lewis,+1.391,11
141,3,Max,+2.379,11
141,4,Nico,+10.758,11
141,5,Lance,+12.896,11
141,6,Daniel,+14.945,11
141,7,Lando,+17.761,11
141,8,Charles,+18.677,11
141,9,Carlos,+22.712,11
141,10,Esteban,+27.119,11
141,11,Daniil,+28.779,11
141,12,Kevin,+32.475,11
141,13,Romain,+33.239,11
141,14,Sebastian,+34.864,11
141,15,Nicholas,+35.555,11
141,16,Kimi,+36.130,11
141,17,Pierre,+48.351,11
141,18,Alexander,+49.692,11
141,19,Antonio,+51.634,11
141,20,George,+53.929,11
142,1,Valtteri,LEADER,11
142,2,Lewis,+1.405,11
142,3,Max,+2.376,11
142,4,Nico,+10.794,11
142,5,Lance,+12.969,11
142,6,Daniel,+14.945,11
142,7,Lando,+17.886,11
142,8,Charles,+18.787,11
142,9,Carlos,+22.748,11
142,10,Esteban,+27.197,11
142,11,Daniil,+28.856,11
142,12,Kevin,+32.544,11
142,13,Romain,+33.304,11
142,14,Sebastian,+34.833,11
142,15,Nicholas,+35.513,11
142,16,Kimi,+36.129,11
142,17,Pierre,+48.314,11
142,18,Alexander,+49.571,11
142,19,Antonio,+51.634,11
142,20,George,+53.999,11
143,1,Valtteri,LEADER,11
143,2,Lewis,+1.405,11
143,3,Max,+2.376,11
143,4,Nico,+10.794,11
143,5,Lance,+12.987,11
143,6,Daniel,+14.998,11
143,7,Lando,+17.886,11
143,8,Charles,+18.787,11
143,9,Carlos,+22.815,11
143,10,Esteban,+27.234,11
143,11,Daniil,+28.856,11
143,12,Kevin,+32.544,11
143,13,Romain,+33.304,11
143,14,Sebastian,+34.873,11
143,15,Nicholas,+35.470,11
143,16,Kimi,+36.129,11
143,17,Pierre,+48.314,11
143,18,Alexander,+49.571,11
143,19,Antonio,+51.603,11
143,20,George,+53.999,11
144,1,Valtteri,LEADER,11
144,2,Lewis,+1.341,11
144,3,Max,+2.299,11
144,4,Nico,+10.794,11
144,5,Lance,+12.987,11
144,6,Daniel,+14.998,11
144,7,Lando,+18.029,11
144,8,Charles,+18.787,11
144,9,Carlos,+22.916,11
144,10,Esteban,+27.255,11
144,11,Daniil,+28.872,11
144,12,Kevin,+32.730,11
144,13,Romain,+33.595,11
144,14,Sebastian,+34.873,11
144,15,Nicholas,+35.470,11
144,16,Kimi,+36.215,11
144,17,Pierre,+48.329,11
144,18,Alexander,+49.525,11
144,19,Antonio,+51.603,11
144,20,George,+53.910,11
145,1,Valtteri,LEADER,11
145,2,Lewis,+1.267,11
145,3,Max,+2.215,11
145,4,Nico,+10.808,11
145,5,Lance,+13.046,11
145,6,Daniel,+14.998,11
145,7,Lando,+18.071,11
145,8,Charles,+19.003,11
145,9,Carlos,+22.916,11
145,10,Esteban,+27.268,11
145,11,Daniil,+28.873,11
145,12,Kevin,+32.776,11
145,13,Romain,+33.586,11
145,14,Sebastian,+35.176,11
145,15,Nicholas,+35.612,11
145,16,Kimi,+36.312,11
145,17,Pierre,+48.311,11
145,18,Alexander,+49.473,11
145,19,Antonio,+51.603,11
145,20,George,+53.871,11
146,1,Valtteri,LEADER,11
146,2,Lewis,+1.168,11
146,3,Max,+2.107,11
146,4,Nico,+10.782,11
146,5,Lance,+13.028,11
146,6,Daniel,+14.853,11
146,7,Lando,+18.071,11
146,8,Charles,+19.003,11
146,9,Carlos,+23.003,11
146,10,Esteban,+27.454,11
146,11,Daniil,+29.153,11
146,12,Kevin,+32.802,11
146,13,Romain,+33.500,11
146,14,Sebastian,+35.233,11
146,15,Nicholas,+35.564,11
146,16,Kimi,+36.265,11
146,17,Pierre,+48.297,11
146,18,Alexander,+49.430,11
146,19,Antonio,+51.781,11
146,20,George,+53.871,11
147,1,Valtteri,LEADER,11
147,2,Lewis,+1.168,11
147,3,Max,+2.107,11
147,4,Nico,+10.728,11
147,5,Lance,+13.028,11
147,6,Daniel,+14.893,11
147,7,Lando,+18.201,11
147,8,Charles,+19.003,11
147,9,Carlos,+23.003,11
147,10,Esteban,+27.454,11
147,11,Daniil,+29.153,11
147,12,Kevin,+32.797,11
147,13,Romain,+33.372,11
147,14,Sebastian,+35.241,11
147,15,Nicholas,+35.433,11
147,16,Kimi,+36.147,11
147,17,Pierre,+48.262,11
147,18,Alexander,+49.392,11
147,19,Antonio,+51.830,11
147,20,George,+53.846,11
148,1,Valtteri,LEADER,11
148,2,Lewis,+1.229,11
148,3,Max,+2.107,11
148,4,Nico,+10.728,11
148,5,Lance,+13.028,11
148,6,Daniel,+14.893,11
148,7,Lando,+18.201,11
148,8,Charles,+19.262,11
148,9,Carlos,+23.003,11
148,10,Esteban,+27.573,11
148,11,Daniil,+29.153,11
148,12,Kevin,+32.759,11
148,13,Romain,+33.372,11
148,14,Sebastian,+35.203,11
148,15,Nicholas,+35.258,11
148,16,Kimi,+36.032,11
148,17,Pierre,+48.262,11
148,18,Alexander,+49.392,11
148,19,Antonio,+51.830,11
148,20,George,+53.846,11
149,1,Valtteri,LEADER,11
149,2,Lewis,+1.229,11
149,3,Max,+2.140,11
149,4,Nico,+10.609,11
149,5,Lance,+12.959,11
149,6,Daniel,+14.858,11
149,7,Lando,+18.220,11
149,8,Charles,+19.267,11
149,9,Carlos,+23.017,11
149,10,Esteban,+27.602,11
149,11,Daniil,+29.328,11
149,12,Kevin,+32.759,11
149,13,Romain,+33.517,11
149,14,Sebastian,+35.102,11
149,15,Nicholas,+35.311,11
149,16,Kimi,+36.010,11
149,17,Pierre,+48.335,11
149,18,Alexander,+49.426,11
149,19,Antonio,+51.825,11
149,20,George,+53.764,11
150,1,Valtteri,LEADER,11
150,2,Lewis,+1.227,11
150,3,Max,+2.140,11
150,4,Nico,+10.537,11
150,5,Lance,+12.774,11
150,6,Daniel,+14.858,11
150,7,Lando,+18.220,11
150,8,Charles,+19.267,11
150,9,Carlos,+23.065,11
150,10,Esteban,+27.602,11
150,11,Daniil,+29.328,11
150,12,Kevin,+33.036,11
150,13,Romain,+33.599,11
150,14,Sebastian,+35.102,11
150,15,Nicholas,+35.311,11
150,16,Kimi,+36.010,11
150,17,Pierre,+48.407,11
150,18,Alexander,+49.426,11
150,19,Antonio,+51.989,11
150,20,George,+53.764,11
151,1,Valtteri,LEADER,11
151,2,Lewis,+1.227,11
151,3,Max,+2.251,11
151,4,Nico,+10.537,11
151,5,Lance,+12.703,11
151,6,Daniel,+14.778,11
151,7,Lando,+18.217,11
151,8,Charles,+19.169,11
151,9,Carlos,+23.065,11
151,10,Esteban,+27.571,11
151,11,Daniil,+29.328,11
151,12,Kevin,+33.036,11
151,13,Romain,+33.591,11
151,14,Sebastian,+35.590,11
151,15,Nicholas,+35.694,11
151,16,Kimi,+36.010,11
151,17,Pierre,+48.444,11
151,18,Alexander,+49.560,11
151,19,Antonio,+51.989,11
151,20,George,+53.777,11
152,1,Valtteri,LEADER,11
152,2,Lewis,+1.220,11
152,3,Max,+2.186,11
152,4,Nico,+10.558,11
152,5,Lance,+12.819,11
152,6,Daniel,+14.657,11
152,7,Lando,+18.038,11
152,8,Charles,+18.958,11
152,9,Carlos,+23.084,11
152,10,Esteban,+27.620,11
152,11,Daniil,+29.388,11
152,12,Kevin,+33.036,11
152,13,Romain,+33.591,11
152,14,Sebastian,+35.624,11
152,15,Nicholas,+35.694,11
152,16,Kimi,+37.190,11
152,17,Pierre,+48.470,11
152,18,Alexander,+49.565,11
152,19,Antonio,+52.145,11
152,20,George,+53.843,11
153,1,Valtteri,LEADER,11
153,2,Lewis,+1.153,11
153,3,Max,+2.186,11
153,4,Nico,+10.558,11
153,5,Lance,+12.819,11
153,6,Daniel,+14.643,11
153,7,Lando,+17.872,11
153,8,Charles,+18.870,11
153,9,Carlos,+23.084,11
153,10,Esteban,+27.620,11
153,11,Daniil,+29.396,11
153,12,Kevin,+33.164,11
153,13,Romain,+33.591,11
153,14,Sebastian,+35.624,11
153,15,Nicholas,+35.694,11
153,16,Kimi,+37.190,11
153,17,Pierre,+48.461,11
153,18,Alexander,+49.602,11
153,19,Antonio,+52.151,11
153,20,George,+53.858,11
154,1,Valtteri,LEADER,11
154,2,Lewis,+1.112,11
154,3,Max,+1.958,11
154,4,Nico,+10.548,11
154,5,Lance,+12.819,11
154,6,Daniel,+14.643,11
154,7,Lando,+17.872,11
154,8,Charles,+18.870,11
154,9,Carlos,+22.905,11
154,10,Esteban,+27.651,11
154,11,Daniil,+29.396,11
154,12,Kevin,+33.240,11
154,13,Romain,+34.005,11
154,14,Sebastian,+36.167,11
154,15,Nicholas,+36.457,11
154,16,Kimi,+37.190,11
154,17,Pierre,+48.522,11
154,18,Alexander,+49.697,11
154,19,Antonio,+52.128,11
154,20,George,+53.863,11
155,1,Valtteri,LEADER,11
155,2,Lewis,+1.112,11
155,3,Max,+1.958,11
155,4,Nico,+10.517,11
155,5,Lance,+12.896,11
155,6,Daniel,+14.623,11
155,7,Lando,+17.984,11
155,8,Charles,+18.902,11
155,9,Carlos,+22.774,11
155,10,Esteban,+27.612,11
155,11,Daniil,+29.373,11
155,12,Romain,+33.240,11
155,13,Sebastian,+34.005,11
155,14,Kevin,+36.206,11
155,15,Nicholas,+36.525,11
155,16,Kimi,+37.632,11
155,17,Pierre,+48.522,11
155,18,Alexander,+49.697,11
155,19,Antonio,+52.137,11
155,20,George,+53.866,11
156,1,Valtteri,LEADER,11
156,2,Lewis,+1.079,11
156,3,Max,+2.204,11
156,4,Nico,+10.517,11
156,5,Lance,+12.886,11
156,6,Daniel,+14.623,11
