index,pos,driver,gap,lap no
855,7,Daniil,+43.041,34
855,8,Esteban,+45.628,34
855,9,Carlos,+46.231,34
855,10,Sebastian,+47.281,34
855,11,Alexander,+53.102,34
855,12,Daniel,+55.142,34
855,13,Lando,+46.488,34
855,14,Pierre,+62.561,34
855,15,Antonio,+67.905,34
855,16,Romain,+68.434,34
855,17,Kimi,+71.967,34
855,18,George,+72.925,34
855,19,Nicholas,+73.586,34
855,20,Kevin,1 L,34
856,1,Lewis,LEADER,34
856,2,Max,+11.092,34
856,3,Valtteri,+13.402,34
856,4,Charles,+15.303,34
856,5,Nico,+28.182,34
856,6,Lance,+30.290,34
856,7,Daniil,+43.041,34
856,8,Esteban,+45.666,34
856,9,Carlos,+46.311,34
856,10,Sebastian,+47.281,34
856,11,Alexander,+53.102,34
856,12,Daniel,+55.226,34
856,13,Lando,+46.488,34
856,14,Pierre,+62.561,34
856,15,Antonio,+67.905,34
856,16,Romain,+68.434,34
856,17,Kimi,+71.967,34
856,18,George,+72.925,34
856,19,Nicholas,+73.586,34
856,20,Kevin,1 L,34
857,1,Lewis,LEADER,34
857,2,Max,+11.167,34
857,3,Valtteri,+13.420,34
857,4,Charles,+15.333,34
857,5,Nico,+28.118,34
857,6,Lance,+30.288,34
857,7,Daniil,+42.998,34
857,8,Esteban,+45.673,34
857,9,Carlos,+46.311,34
857,10,Sebastian,+47.339,34
857,11,Alexander,+53.263,34
857,12,Daniel,+55.226,34
857,13,Lando,+62.582,34
857,14,Pierre,+46.488,34
857,15,Antonio,+67.905,34
857,16,Romain,+68.494,34
857,17,Kimi,+72.121,34
857,18,George,+72.925,34
857,19,Nicholas,+73.586,34
857,20,Kevin,1 L,34
858,1,Lewis,LEADER,34
858,2,Max,+11.167,34
858,3,Valtteri,+13.487,34
858,4,Charles,+15.306,34
858,5,Nico,+28.118,34
858,6,Lance,+30.288,34
858,7,Daniil,+43.154,34
858,8,Esteban,+45.673,34
858,9,Carlos,+46.310,34
858,10,Sebastian,+47.267,34
858,11,Alexander,+53.263,34
858,12,Daniel,+55.386,34
858,13,Lando,+62.630,34
858,14,Pierre,+46.488,34
858,15,Antonio,+67.905,34
858,16,Romain,+68.494,34
858,17,Kimi,+72.121,34
858,18,George,+73.192,34
858,19,Nicholas,+74.069,34
858,20,Kevin,1 L,34
859,1,Lewis,LEADER,34
859,2,Max,+11.311,34
859,3,Valtteri,+13.487,34
859,4,Charles,+15.306,34
859,5,Nico,+28.118,34
859,6,Lance,+30.288,34
859,7,Daniil,+43.154,34
859,8,Esteban,+45.673,34
859,9,Carlos,+46.310,34
859,10,Sebastian,+47.267,34
859,11,Alexander,+53.263,34
859,12,Daniel,+55.386,34
859,13,Lando,+62.630,34
859,14,Pierre,+46.488,34
859,15,Antonio,+67.905,34
859,16,Romain,+68.494,34
859,17,Kimi,+72.174,34
859,18,George,+73.192,34
859,19,Nicholas,+74.069,34
859,20,Kevin,1 L,34
860,1,Lewis,LEADER,34
860,2,Max,+11.311,34
860,3,Valtteri,+13.723,34
860,4,Charles,+15.310,34
860,5,Nico,+28.055,34
860,6,Lance,+30.218,34
860,7,Daniil,+43.213,34
860,8,Esteban,+45.777,34
860,9,Carlos,+46.217,34
860,10,Sebastian,+47.096,34
860,11,Alexander,+53.414,34
860,12,Daniel,+55.396,34
860,13,Lando,+62.725,34
860,14,Pierre,+65.482,34
860,15,Antonio,+68.525,34
860,16,Romain,+67.905,34
860,17,Kimi,+72.174,34
860,18,George,+73.193,34
860,19,Nicholas,+74.155,34
860,20,Kevin,1 L,34
861,1,Lewis,LEADER,34
861,2,Max,+11.324,34
861,3,Valtteri,+13.769,34
861,4,Charles,+15.525,34
861,5,Nico,+27.965,34
861,6,Lance,+30.187,34
861,7,Daniil,+43.240,34
861,8,Esteban,+46.042,34
861,9,Carlos,+46.645,34
861,10,Sebastian,+47.425,34
861,11,Alexander,+53.429,34
861,12,Daniel,+55.365,34
861,13,Lando,+62.834,34
861,14,Pierre,+65.862,34
861,15,Antonio,+68.567,34
861,16,Romain,+72.208,34
861,17,Kimi,+73.138,34
861,18,George,+73.997,34
861,19,Nicholas,+67.905,34
861,20,Kevin,1 L,34
862,1,Lewis,LEADER,35
862,2,Max,+11.600,35
862,3,Valtteri,+13.812,35
862,4,Charles,+15.485,35
862,5,Nico,+28.082,35
862,6,Lance,+30.075,35
862,7,Daniil,+43.419,35
862,8,Esteban,+46.041,35
862,9,Carlos,+46.640,35
862,10,Sebastian,+47.435,35
862,11,Alexander,+53.832,35
862,12,Daniel,+55.577,35
862,13,Lando,+62.905,35
862,14,Pierre,+65.902,35
862,15,Antonio,+68.940,35
862,16,Romain,+72.670,35
862,17,Kimi,+73.524,35
862,18,George,+74.359,35
862,19,Nicholas,+67.905,35
862,20,Kevin,1 L,35
863,1,Lewis,LEADER,35
863,2,Max,+11.494,35
863,3,Valtteri,+13.745,35
863,4,Charles,+15.730,35
863,5,Nico,+28.385,35
863,6,Lance,+30.307,35
863,7,Daniil,+43.472,35
863,8,Esteban,+46.457,35
863,9,Carlos,+47.151,35
863,10,Sebastian,+47.581,35
863,11,Alexander,+54.197,35
863,12,Daniel,+55.643,35
863,13,Lando,+63.102,35
863,14,Pierre,+66.007,35
863,15,Antonio,+69.304,35
863,16,Romain,+73.216,35
863,17,Kimi,+73.830,35
863,18,George,+74.602,35
863,19,Nicholas,+88.101,35
863,20,Kevin,1 L,35
864,1,Lewis,LEADER,36
864,2,Max,+11.297,36
864,3,Valtteri,+13.767,36
864,4,Charles,+15.722,36
864,5,Nico,+28.132,36
864,6,Lance,+30.243,36
864,7,Daniil,+43.959,36
864,8,Esteban,+47.953,36
864,9,Carlos,+48.324,36
864,10,Sebastian,+56.186,36
864,11,Alexander,+57.106,36
864,12,Daniel,+64.107,36
864,13,Lando,+65.946,36
864,14,Pierre,+67.052,36
864,15,Antonio,+70.500,36
864,16,Romain,+74.210,36
864,17,Kimi,+74.914,36
864,18,George,+75.589,36
864,19,Nicholas,+89.718,36
864,20,Kevin,1 L,36
865,1,Lewis,LEADER,37
865,2,Max,+11.008,37
865,3,Valtteri,+13.493,37
865,4,Charles,+15.464,37
865,5,Nico,+28.136,37
865,6,Lance,+30.191,37
865,7,Daniil,+48.205,37
865,8,Esteban,+49.795,37
865,9,Carlos,+57.415,37
865,10,Alexander,+63.582,37
865,11,Daniel,+65.175,37
865,12,Lando,+66.160,37
865,13,Pierre,+66.880,37
865,14,Sebastian,+72.141,37
865,15,Romain,+75.138,37
865,16,Kimi,+76.137,37
865,17,George,+76.213,37
865,18,Nicholas,+77.102,37
865,19,Antonio,1 L,37
865,20,Kevin,1 L,37
866,1,Lewis,LEADER,37
866,2,Max,+10.986,37
866,3,Valtteri,+13.238,37
866,4,Charles,+15.217,37
866,5,Nico,+28.059,37
866,6,Lance,+30.188,37
866,7,Daniil,+47.943,37
866,8,Alexander,+51.151,37
866,9,Esteban,+57.594,37
866,10,Daniel,+64.180,37
866,11,Lando,+65.723,37
866,12,Pierre,+66.200,37
866,13,Sebastian,+66.977,37
866,14,Carlos,+72.973,37
866,15,Romain,+76.214,37
866,16,Kimi,+77.102,37
866,17,George,+77.265,37
866,18,Nicholas,+78.071,37
866,19,Antonio,1 L,37
866,20,Kevin,1 L,37
867,1,Lewis,LEADER,38
867,2,Max,+10.952,38
867,3,Valtteri,+13.105,38
867,4,Charles,+15.233,38
867,5,Nico,+28.867,38
867,6,Lance,+30.465,38
867,7,Alexander,+46.979,38
867,8,Esteban,+52.312,38
867,9,Lando,+57.520,38
867,10,Daniil,+64.017,38
867,11,Pierre,+65.981,38
867,12,Sebastian,+66.403,38
867,13,Carlos,+66.717,38
867,14,Romain,+74.158,38
867,15,Kimi,+77.487,38
867,16,Daniel,+78.031,38
867,17,George,+79.415,38
867,18,Nicholas,+80.106,38
867,19,Antonio,1 L,38
867,20,Kevin,1 L,38
868,1,Lewis,LEADER,38
868,2,Max,+10.614,38
868,3,Valtteri,+13.100,38
868,4,Charles,+15.155,38
868,5,Nico,+28.946,38
868,6,Lance,+30.781,38
868,7,Alexander,+46.580,38
868,8,Esteban,+53.258,38
868,9,Lando,+57.762,38
868,10,Daniil,+64.109,38
868,11,Pierre,+66.957,38
868,12,Sebastian,+67.389,38
868,13,Carlos,+68.026,38
868,14,Romain,+75.120,38
868,15,Kimi,+78.141,38
868,16,Daniel,+78.607,38
868,17,George,+80.413,38
868,18,Nicholas,+81.273,38
868,19,Antonio,1 L,38
868,20,Kevin,1 L,38
869,1,Lewis,LEADER,39
869,2,Max,+10.614,39
869,3,Valtteri,+13.100,39
869,4,Charles,+15.155,39
869,5,Nico,+28.946,39
869,6,Lance,+30.781,39
869,7,Alexander,+46.580,39
869,8,Esteban,+53.258,39
869,9,Lando,+57.762,39
869,10,Daniil,+64.109,39
869,11,Pierre,+66.957,39
869,12,Sebastian,+67.389,39
869,13,Carlos,+68.026,39
869,14,Romain,+75.120,39
869,15,Kimi,+78.141,39
869,16,Daniel,+78.607,39
869,17,George,+80.413,39
869,18,Nicholas,+81.273,39
869,19,Antonio,1 L,39
869,20,Kevin,1 L,39
870,1,Lewis,LEADER,40
870,2,Max,+10.296,40
870,3,Valtteri,+13.175,40
870,4,Charles,+14.621,40
870,5,Nico,+29.425,40
870,6,Lance,+31.392,40
870,7,Alexander,+45.991,40
870,8,Esteban,+54.906,40
870,9,Lando,+58.513,40
870,10,Daniil,+64.722,40
870,11,Pierre,+67.519,40
870,12,Sebastian,+68.240,40
870,13,Carlos,+69.016,40
870,14,Romain,+80.120,40
870,15,Kimi,+80.484,40
870,16,Daniel,+82.954,40
870,17,George,+83.658,40
870,18,Nicholas,+76.797,40
870,19,Antonio,1 L,40
870,20,Kevin,1 L,40
871,1,Lewis,LEADER,40
871,2,Max,+10.063,40
871,3,Valtteri,+13.074,40
871,4,Charles,+14.335,40
871,5,Nico,+29.651,40
871,6,Lance,+31.527,40
871,7,Alexander,+45.669,40
871,8,Esteban,+55.385,40
871,9,Lando,+58.420,40
871,10,Daniil,+64.895,40
871,11,Pierre,+67.762,40
871,12,Sebastian,+68.241,40
871,13,Carlos,+69.134,40
871,14,Romain,+80.488,40
871,15,Kimi,+81.232,40
871,16,Daniel,+83.558,40
871,17,George,+84.409,40
871,18,Nicholas,1 L,40
871,19,Antonio,1 L,40
871,20,Kevin,1 L,40
872,1,Lewis,LEADER,40
872,2,Max,+9.715,40
872,3,Valtteri,+12.903,40
872,4,Charles,+14.376,40
872,5,Nico,+29.436,40
872,6,Lance,+31.510,40
872,7,Alexander,+45.521,40
872,8,Esteban,+55.739,40
872,9,Lando,+58.406,40
872,10,Daniil,+64.954,40
872,11,Pierre,+67.796,40
872,12,Sebastian,+68.317,40
872,13,Carlos,+69.160,40
872,14,Romain,+80.388,40
872,15,Kimi,+81.356,40
872,16,Daniel,+84.323,40
872,17,George,+84.460,40
872,18,Nicholas,1 L,40
872,19,Antonio,1 L,40
872,20,Kevin,1 L,40
873,1,Lewis,LEADER,40
873,2,Max,+9.715,40
873,3,Valtteri,+12.837,40
873,4,Charles,+14.376,40
873,5,Nico,+29.436,40
873,6,Lance,+31.492,40
873,7,Alexander,+45.521,40
873,8,Esteban,+55.796,40
873,9,Lando,+58.406,40
873,10,Daniil,+64.954,40
873,11,Pierre,+67.867,40
873,12,Sebastian,+68.349,40
873,13,Carlos,+69.160,40
873,14,Romain,+80.388,40
873,15,Kimi,+81.401,40
873,16,Daniel,+84.323,40
873,17,George,+84.460,40
873,18,Nicholas,1 L,40
873,19,Antonio,1 L,40
873,20,Kevin,1 L,40
874,1,Lewis,LEADER,40
874,2,Max,+9.614,40
874,3,Valtteri,+12.837,40
874,4,Charles,+14.366,40
874,5,Nico,+29.401,40
874,6,Lance,+31.492,40
874,7,Alexander,+45.374,40
874,8,Esteban,+55.796,40
874,9,Lando,+58.406,40
874,10,Daniil,+65.004,40
874,11,Pierre,+67.867,40
874,12,Sebastian,+68.349,40
874,13,Carlos,+69.190,40
874,14,Romain,+80.445,40
874,15,Kimi,+81.401,40
874,16,Daniel,+84.689,40
874,17,George,+85.051,40
874,18,Nicholas,1 L,40
874,19,Antonio,1 L,40
874,20,Kevin,1 L,40
875,1,Lewis,LEADER,40
875,2,Max,+9.614,40
875,3,Valtteri,+12.837,40
875,4,Charles,+14.366,40
875,5,Nico,+29.401,40
875,6,Lance,+31.466,40
875,7,Alexander,+45.407,40
875,8,Esteban,+55.799,40
875,9,Lando,+58.428,40
875,10,Daniil,+65.004,40
875,11,Pierre,+67.903,40
875,12,Sebastian,+68.349,40
875,13,Carlos,+69.190,40
875,14,Romain,+80.457,40
875,15,Kimi,+81.608,40
875,16,Daniel,+84.689,40
875,17,George,+85.051,40
875,18,Nicholas,1 L,40
875,19,Antonio,1 L,40
875,20,Kevin,1 L,40
876,1,Lewis,LEADER,40
876,2,Max,+9.550,40
876,3,Valtteri,+12.787,40
876,4,Charles,+14.366,40
876,5,Nico,+29.409,40
876,6,Lance,+31.466,40
876,7,Alexander,+45.407,40
876,8,Esteban,+55.799,40
876,9,Lando,+58.390,40
876,10,Daniil,+65.004,40
876,11,Pierre,+67.924,40
876,12,Sebastian,+68.750,40
876,13,Carlos,+69.379,40
876,14,Romain,+80.457,40
876,15,Kimi,+81.601,40
876,16,Daniel,+85.037,40
876,17,George,+85.051,40
876,18,Nicholas,1 L,40
876,19,Antonio,1 L,40
876,20,Kevin,1 L,40
877,1,Lewis,LEADER,40
877,2,Max,+9.550,40
877,3,Valtteri,+12.787,40
877,4,Charles,+14.287,40
877,5,Nico,+29.433,40
877,6,Lance,+31.470,40
877,7,Alexander,+45.240,40
877,8,Esteban,+55.832,40
877,9,Lando,+58.390,40
877,10,Daniil,+65.004,40
877,11,Pierre,+67.924,40
877,12,Sebastian,+68.750,40
877,13,Carlos,+69.379,40
877,14,Romain,+80.469,40
877,15,Kimi,+81.531,40
877,16,Daniel,+85.037,40
877,17,George,+85.662,40
877,18,Nicholas,1 L,40
877,19,Antonio,1 L,40
877,20,Kevin,1 L,40
878,1,Lewis,LEADER,40
878,2,Max,+9.438,40
878,3,Valtteri,+12.760,40
878,4,Charles,+14.216,40
878,5,Nico,+29.433,40
878,6,Lance,+31.470,40
878,7,Alexander,+45.240,40
878,8,Esteban,+55.832,40
878,9,Lando,+58.368,40
878,10,Daniil,+65.044,40
878,11,Pierre,+67.924,40
878,12,Sebastian,+68.750,40
878,13,Carlos,+69.379,40
878,14,Romain,+80.469,40
878,15,Kimi,+81.444,40
878,16,Daniel,+85.077,40
878,17,George,+85.678,40
878,18,Nicholas,1 L,40
878,19,Antonio,1 L,40
878,20,Kevin,1 L,40
879,1,Lewis,LEADER,40
879,2,Max,+9.382,40
879,3,Valtteri,+12.752,40
879,4,Charles,+14.216,40
879,5,Nico,+29.468,40
879,6,Lance,+31.470,40
879,7,Alexander,+45.264,40
879,8,Esteban,+55.716,40
879,9,Lando,+58.368,40
879,10,Daniil,+64.985,40
879,11,Pierre,+68.012,40
879,12,Sebastian,+68.750,40
879,13,Carlos,+69.379,40
879,14,Romain,+80.425,40
879,15,Kimi,+81.551,40
879,16,Daniel,+85.094,40
879,17,George,+85.597,40
879,18,Nicholas,1 L,40
879,19,Antonio,1 L,40
879,20,Kevin,1 L,40
880,1,Lewis,LEADER,40
880,2,Max,+9.382,40
880,3,Valtteri,+12.752,40
880,4,Charles,+14.216,40
880,5,Nico,+29.468,40
880,6,Lance,+31.453,40
880,7,Alexander,+45.264,40
880,8,Esteban,+55.716,40
880,9,Lando,+58.191,40
880,10,Daniil,+64.985,40
880,11,Pierre,+68.012,40
880,12,Sebastian,+68.947,40
880,13,Carlos,+69.686,40
880,14,Romain,+80.425,40
880,15,Kimi,+81.551,40
880,16,Daniel,+85.102,40
880,17,George,+85.485,40
880,18,Nicholas,1 L,40
880,19,Antonio,1 L,40
880,20,Kevin,1 L,40
881,1,Lewis,LEADER,40
881,2,Max,+9.382,40
881,3,Valtteri,+12.746,40
881,4,Charles,+14.095,40
881,5,Nico,+29.494,40
881,6,Lance,+31.453,40
881,7,Alexander,+45.200,40
881,8,Esteban,+55.794,40
881,9,Lando,+58.221,40
881,10,Daniil,+64.994,40
881,11,Pierre,+67.994,40
881,12,Sebastian,+68.934,40
881,13,Carlos,+69.653,40
881,14,Romain,+80.388,40
881,15,Kimi,+81.551,40
881,16,Daniel,+85.171,40
881,17,George,+85.699,40
881,18,Nicholas,1 L,40
881,19,Antonio,1 L,40
881,20,Kevin,1 L,40
882,1,Lewis,LEADER,40
882,2,Max,+9.399,40
882,3,Valtteri,+12.763,40
882,4,Charles,+14.044,40
882,5,Nico,+29.494,40
882,6,Lance,+31.527,40
882,7,Alexander,+45.200,40
882,8,Esteban,+55.811,40
882,9,Lando,+58.221,40
882,10,Daniil,+64.994,40
882,11,Pierre,+67.994,40
882,12,Sebastian,+68.934,40
882,13,Carlos,+69.653,40
882,14,Romain,+80.409,40
882,15,Kimi,+81.819,40
882,16,Daniel,+85.171,40
882,17,George,+85.699,40
882,18,Nicholas,1 L,40
882,19,Antonio,1 L,40
882,20,Kevin,1 L,40
883,1,Lewis,LEADER,40
883,2,Max,+9.399,40
883,3,Valtteri,+12.735,40
883,4,Charles,+14.044,40
883,5,Nico,+29.494,40
883,6,Lance,+31.527,40
883,7,Alexander,+45.296,40
883,8,Esteban,+55.811,40
883,9,Lando,+58.306,40
883,10,Daniil,+64.919,40
883,11,Pierre,+67.994,40
883,12,Sebastian,+68.847,40
883,13,Carlos,+69.653,40
883,14,Romain,+80.409,40
883,15,Kimi,+81.819,40
883,16,Daniel,+85.171,40
883,17,George,+85.699,40
883,18,Nicholas,1 L,40
883,19,Antonio,1 L,40
883,20,Kevin,1 L,40
884,1,Lewis,LEADER,40
884,2,Max,+9.318,40
884,3,Valtteri,+12.735,40
884,4,Charles,+14.023,40
884,5,Nico,+29.456,40
884,6,Lance,+31.527,40
884,7,Alexander,+45.323,40
884,8,Esteban,+55.796,40
884,9,Lando,+58.306,40
884,10,Daniil,+65.033,40
884,11,Pierre,+67.920,40
884,12,Sebastian,+68.847,40
884,13,Carlos,+69.578,40
884,14,Romain,+80.409,40
884,15,Kimi,+81.819,40
884,16,Daniel,+85.490,40
884,17,George,+85.988,40
884,18,Nicholas,1 L,40
884,19,Antonio,1 L,40
884,20,Kevin,1 L,40
885,1,Lewis,LEADER,40
885,2,Max,+9.263,40
885,3,Valtteri,+12.702,40
885,4,Charles,+14.023,40
885,5,Nico,+29.432,40
885,6,Lance,+31.495,40
885,7,Alexander,+45.323,40
885,8,Esteban,+55.796,40
885,9,Lando,+58.306,40
885,10,Daniil,+65.033,40
885,11,Pierre,+67.920,40
885,12,Sebastian,+68.613,40
885,13,Carlos,+69.345,40
885,14,Romain,+80.329,40
885,15,Kimi,+81.819,40
885,16,Daniel,+85.490,40
885,17,George,+85.988,40
885,18,Nicholas,1 L,40
885,19,Antonio,1 L,40
885,20,Kevin,1 L,40
886,1,Lewis,LEADER,40
886,2,Max,+9.207,40
886,3,Valtteri,+12.702,40
886,4,Charles,+14.188,40
886,5,Nico,+29.432,40
886,6,Lance,+31.495,40
886,7,Alexander,+45.174,40
886,8,Esteban,+55.779,40
886,9,Lando,+58.232,40
886,10,Daniil,+64.959,40
886,11,Pierre,+67.945,40
886,12,Sebastian,+68.516,40
886,13,Carlos,+69.325,40
886,14,Romain,+80.332,40
886,15,Kimi,+82.096,40
886,16,Daniel,+85.490,40
886,17,George,+85.988,40
886,18,Nicholas,1 L,40
886,19,Antonio,1 L,40
886,20,Kevin,1 L,40
887,1,Lewis,LEADER,40
887,2,Max,+9.207,40
887,3,Valtteri,+12.671,40
887,4,Charles,+14.174,40
887,5,Nico,+29.251,40
887,6,Lance,+31.448,40
887,7,Alexander,+45.174,40
887,8,Esteban,+55.779,40
887,9,Lando,+58.164,40
887,10,Daniil,+64.959,40
887,11,Pierre,+67.980,40
887,12,Sebastian,+68.516,40
887,13,Carlos,+69.325,40
887,14,Daniel,+80.332,40
887,15,Kimi,+82.121,40
887,16,Romain,+85.490,40
887,17,George,+85.988,40
887,18,Nicholas,1 L,40
887,19,Antonio,1 L,40
887,20,Kevin,1 L,40
888,1,Lewis,LEADER,40
888,2,Max,+9.263,40
888,3,Valtteri,+12.671,40
888,4,Charles,+14.126,40
888,5,Nico,+29.202,40
888,6,Lance,+31.405,40
888,7,Alexander,+45.059,40
888,8,Esteban,+55.813,40
888,9,Lando,+58.164,40
888,10,Daniil,+64.959,40
888,11,Pierre,+67.980,40
888,12,Sebastian,+68.487,40
888,13,Carlos,+69.369,40
888,14,Daniel,+80.328,40
888,15,Kimi,+82.121,40
888,16,Romain,+85.490,40
888,17,George,,40
888,18,Nicholas,1 L,40
888,19,Antonio,1 L,40
888,20,Kevin,1 L,40
889,1,Lewis,LEADER,40
889,2,Max,+9.263,40
889,3,Valtteri,+12.660,40
889,4,Charles,+14.080,40
889,5,Nico,+29.202,40
889,6,Lance,+31.386,40
889,7,Alexander,+45.059,40
889,8,Esteban,+55.836,40
889,9,Lando,+58.252,40
889,10,Daniil,+64.916,40
889,11,Pierre,+67.980,40
889,12,Sebastian,+68.487,40
889,13,Carlos,+69.369,40
889,14,Daniel,+80.328,40
889,15,Kimi,+82.159,40
889,16,George,+85.490,40
889,17,Nicholas,+86.395,40
889,18,Romain,1 L,40
889,19,Antonio,1 L,40
889,20,Kevin,1 L,40
890,1,Lewis,LEADER,40
890,2,Max,+9.263,40
890,3,Valtteri,+12.653,40
890,4,Charles,+14.080,40
890,5,Nico,+29.161,40
890,6,Lance,+31.386,40
890,7,Alexander,+45.059,40
890,8,Esteban,+55.836,40
890,9,Lando,+58.279,40
890,10,Daniil,+64.873,40
890,11,Pierre,+67.939,40
890,12,Sebastian,+68.608,40
890,13,Carlos,+69.369,40
890,14,Daniel,+80.206,40
890,15,Kimi,+82.159,40
890,16,George,+85.490,40
890,17,Nicholas,+86.395,40
890,18,Romain,1 L,40
890,19,Antonio,1 L,40
890,20,Kevin,1 L,40
891,1,Lewis,LEADER,41
891,2,Max,+9.233,41
891,3,Valtteri,+12.653,41
891,4,Charles,+14.103,41
891,5,Nico,+29.190,41
891,6,Lance,+31.359,41
891,7,Alexander,+45.001,41
891,8,Esteban,+55.875,41
891,9,Lando,+58.279,41
891,10,Daniil,+64.873,41
891,11,Pierre,+67.887,41
891,12,Sebastian,+68.608,41
891,13,Carlos,+69.416,41
891,14,Daniel,+80.175,41
891,15,Kimi,+82.050,41
891,16,George,+86.405,41
891,17,Nicholas,+85.490,41
891,18,Romain,1 L,41
891,19,Antonio,1 L,41
891,20,Kevin,1 L,41
892,1,Lewis,LEADER,41
892,2,Max,+9.233,41
892,3,Valtteri,+12.584,41
892,4,Charles,+14.103,41
892,5,Nico,+29.190,41
892,6,Lance,+31.374,41
892,7,Alexander,+45.006,41
892,8,Esteban,+55.875,41
892,9,Lando,+58.257,41
892,10,Daniil,+64.960,41
892,11,Pierre,+67.887,41
892,12,Sebastian,+68.531,41
892,13,Carlos,+69.382,41
892,14,Daniel,+80.175,41
892,15,Kimi,+82.140,41
892,16,George,+86.405,41
892,17,Nicholas,+85.490,41
892,18,Romain,1 L,41
892,19,Antonio,1 L,41
892,20,Kevin,1 L,41
893,1,Lewis,LEADER,41
893,2,Max,+9.233,41
893,3,Valtteri,+12.584,41
893,4,Charles,+14.163,41
893,5,Nico,+29.200,41
893,6,Lance,+31.374,41
893,7,Alexander,+45.006,41
893,8,Esteban,+55.856,41
893,9,Lando,+58.257,41
893,10,Daniil,+64.997,41
893,11,Pierre,+67.887,41
893,12,Sebastian,+68.531,41
893,13,Carlos,+69.382,41
893,14,Daniel,+80.142,41
893,15,Kimi,+82.140,41
893,16,George,+86.379,41
893,17,Nicholas,+85.490,41
893,18,Romain,1 L,41
893,19,Antonio,1 L,41
893,20,Kevin,1 L,41
894,1,Lewis,LEADER,41
894,2,Max,+9.074,41
894,3,Valtteri,+12.584,41
894,4,Charles,+14.163,41
894,5,Nico,+29.199,41
894,6,Lance,+31.488,41
894,7,Alexander,+44.815,41
894,8,Esteban,+55.856,41
894,9,Lando,+58.359,41
894,10,Daniil,+64.997,41
894,11,Pierre,+67.910,41
894,12,Sebastian,+68.322,41
894,13,Carlos,+69.227,41
894,14,Daniel,+80.142,41
894,15,Kimi,+82.294,41
894,16,George,+86.597,41
894,17,Nicholas,+85.490,41
894,18,Antonio,1 L,41
894,19,Romain,1 L,41
894,20,Kevin,1 L,41
895,1,Lewis,LEADER,41
895,2,Max,+8.973,41
895,3,Valtteri,+12.584,41
895,4,Charles,+14.163,41
895,5,Nico,+29.191,41
895,6,Lance,+31.491,41
895,7,Alexander,+44.781,41
895,8,Esteban,+55.856,41
895,9,Lando,+58.359,41
895,10,Daniil,+64.981,41
895,11,Pierre,+67.910,41
895,12,Sebastian,+68.339,41
895,13,Carlos,+69.220,41
895,14,Daniel,+80.155,41
895,15,Kimi,+82.294,41
895,16,George,+86.597,41
895,17,Nicholas,+85.490,41
895,18,Antonio,1 L,41
895,19,Romain,1 L,41
895,20,Kevin,1 L,41
896,1,Lewis,LEADER,41
896,2,Max,+8.973,41
896,3,Valtteri,+12.516,41
896,4,Charles,+14.192,41
896,5,Nico,+29.194,41
896,6,Lance,+31.480,41
896,7,Alexander,+44.828,41
896,8,Esteban,+55.885,41
896,9,Lando,+58.359,41
896,10,Daniil,+64.981,41
896,11,Pierre,+67.989,41
896,12,Sebastian,+68.339,41
896,13,Carlos,+69.220,41
896,14,Daniel,+80.155,41
896,15,Kimi,+82.467,41
896,16,George,+86.661,41
896,17,Nicholas,1 L,41
896,18,Antonio,+85.490,41
896,19,Romain,1 L,41
896,20,Kevin,1 L,41
897,1,Lewis,LEADER,41
897,2,Max,+8.973,41
897,3,Valtteri,+12.435,41
897,4,Charles,+14.192,41
897,5,Nico,+29.194,41
897,6,Lance,+31.466,41
897,7,Alexander,+44.828,41
897,8,Esteban,+55.885,41
897,9,Lando,+58.336,41
897,10,Daniil,+64.981,41
897,11,Pierre,+67.989,41
897,12,Sebastian,+68.645,41
897,13,Carlos,+69.357,41
897,14,Daniel,+80.130,41
897,15,Kimi,+82.467,41
897,16,George,+86.661,41
897,17,Nicholas,1 L,41
897,18,Antonio,+85.490,41
897,19,Romain,1 L,41
897,20,Kevin,1 L,41
898,1,Lewis,LEADER,41
898,2,Max,+8.926,41
898,3,Valtteri,+12.435,41
898,4,Charles,+14.130,41
898,5,Nico,+29.219,41
898,6,Lance,+31.461,41
898,7,Alexander,+44.700,41
898,8,Esteban,+55.943,41
898,9,Lando,+58.336,41
898,10,Daniil,+64.956,41
898,11,Pierre,+67.989,41
898,12,Sebastian,+68.645,41
898,13,Carlos,+69.357,41
898,14,Daniel,+80.130,41
898,15,Kimi,+82.511,41
898,16,George,+86.602,41
898,17,Nicholas,1 L,41
898,18,Antonio,1 L,41
898,19,Romain,+85.490,41
898,20,Kevin,1 L,41
899,1,Lewis,LEADER,41
899,2,Max,+8.804,41
899,3,Valtteri,+12.397,41
899,4,Charles,+14.130,41
899,5,Nico,+29.219,41
899,6,Lance,+31.461,41
899,7,Alexander,+44.700,41
899,8,Esteban,+56.011,41
899,9,Lando,+58.339,41
899,10,Daniil,+64.956,41
899,11,Pierre,+68.004,41
899,12,Sebastian,+68.811,41
899,13,Carlos,+69.357,41
899,14,Daniel,+80.170,41
899,15,Kimi,+82.511,41
899,16,George,+86.602,41
899,17,Nicholas,1 L,41
899,18,Antonio,1 L,41
899,19,Romain,+85.490,41
899,20,Kevin,1 L,41
900,1,Lewis,LEADER,41
900,2,Max,+8.804,41
900,3,Valtteri,+12.397,41
900,4,Charles,+14.044,41
900,5,Nico,+29.213,41
900,6,Lance,+31.461,41
