index,pos,driver,gap,time remaining
8,16,Kevin,- -,00:11:58
8,17,Romain,- -,00:11:58
8,18,George,- -,00:11:58
8,19,Nicholas,- -,00:11:58
8,20,Antonio,- -,00:11:58
9,1,Lewis,- -,00:11:55
9,2,Valtteri,- -,00:11:55
9,3,Sergio,- -,00:11:55
9,4,Max,- -,00:11:55
9,5,Lance,- -,00:11:55
9,6,Alexander,- -,00:11:55
9,7,Carlos,- -,00:11:55
9,8,Lando,- -,00:11:55
9,9,Daniel,- -,00:11:55
9,10,Daniil,- -,00:11:55
9,11,Esteban,- -,00:11:55
9,12,Charles,- -,00:11:55
9,13,Pierre,- -,00:11:55
9,14,Sebastian,- -,00:11:55
9,15,Kimi,- -,00:11:55
9,16,Kevin,- -,00:11:55
9,17,Romain,- -,00:11:55
9,18,George,- -,00:11:55
9,19,Nicholas,- -,00:11:55
9,20,Antonio,- -,00:11:55
10,1,Lewis,- -,00:11:52
10,2,Valtteri,- -,00:11:52
10,3,Sergio,- -,00:11:52
10,4,Max,- -,00:11:52
10,5,Lance,- -,00:11:52
10,6,Pierre,- -,00:11:52
10,7,Alexander,- -,00:11:52
10,8,Carlos,- -,00:11:52
10,9,Lando,- -,00:11:52
10,10,Daniel,- -,00:11:52
10,11,Daniil,- -,00:11:52
10,12,Esteban,- -,00:11:52
10,13,Charles,- -,00:11:52
10,14,Sebastian,- -,00:11:52
10,15,Kimi,- -,00:11:52
10,16,Kevin,- -,00:11:52
10,17,Romain,- -,00:11:52
10,18,George,- -,00:11:52
10,19,Nicholas,- -,00:11:52
10,20,Antonio,- -,00:11:52
11,1,Lewis,- -,00:11:49
11,2,Valtteri,- -,00:11:49
11,3,Sergio,- -,00:11:49
11,4,Max,- -,00:11:49
11,5,Lance,- -,00:11:49
11,6,Pierre,- -,00:11:49
11,7,Alexander,- -,00:11:49
11,8,Carlos,- -,00:11:49
11,9,Lando,- -,00:11:49
11,10,Daniel,- -,00:11:49
11,11,Daniil,- -,00:11:49
11,12,Esteban,- -,00:11:49
11,13,Charles,- -,00:11:49
11,14,Sebastian,- -,00:11:49
11,15,Kimi,- -,00:11:49
11,16,Kevin,- -,00:11:49
11,17,Romain,- -,00:11:49
11,18,George,- -,00:11:49
11,19,Nicholas,- -,00:11:49
11,20,Antonio,- -,00:11:49
12,1,Lewis,- -,00:11:46
12,2,Valtteri,- -,00:11:46
12,3,Sergio,- -,00:11:46
12,4,Max,- -,00:11:46
12,5,Lance,- -,00:11:46
12,6,Pierre,- -,00:11:46
12,7,Alexander,- -,00:11:46
12,8,Carlos,- -,00:11:46
12,9,Lando,- -,00:11:46
12,10,Daniel,- -,00:11:46
12,11,Daniil,- -,00:11:46
12,12,Esteban,- -,00:11:46
12,13,Charles,- -,00:11:46
12,14,Sebastian,- -,00:11:46
12,15,Kimi,- -,00:11:46
12,16,Kevin,- -,00:11:46
12,17,Romain,- -,00:11:46
12,18,George,- -,00:11:46
12,19,Nicholas,- -,00:11:46
12,20,Antonio,- -,00:11:46
13,1,Lewis,- -,00:11:43
13,2,Valtteri,- -,00:11:43
13,3,Sergio,- -,00:11:43
13,4,Max,- -,00:11:43
13,5,Lance,- -,00:11:43
13,6,Pierre,- -,00:11:43
13,7,Alexander,- -,00:11:43
13,8,Carlos,- -,00:11:43
13,9,Lando,- -,00:11:43
13,10,Daniel,- -,00:11:43
13,11,Daniil,- -,00:11:43
13,12,Esteban,- -,00:11:43
13,13,Charles,- -,00:11:43
13,14,Sebastian,- -,00:11:43
13,15,Kimi,- -,00:11:43
13,16,Kevin,- -,00:11:43
13,17,Romain,- -,00:11:43
13,18,George,- -,00:11:43
13,19,Nicholas,- -,00:11:43
13,20,Antonio,- -,00:11:43
14,1,Lewis,- -,00:11:40
14,2,Valtteri,- -,00:11:40
14,3,Sergio,- -,00:11:40
14,4,Max,- -,00:11:40
14,5,Lance,- -,00:11:40
14,6,Pierre,- -,00:11:40
14,7,Alexander,- -,00:11:40
14,8,Carlos,- -,00:11:40
14,9,Lando,- -,00:11:40
14,10,Daniel,- -,00:11:40
14,11,Daniil,- -,00:11:40
14,12,Esteban,- -,00:11:40
14,13,Charles,- -,00:11:40
14,14,Sebastian,- -,00:11:40
14,15,Kimi,- -,00:11:40
14,16,Kevin,- -,00:11:40
14,17,Romain,- -,00:11:40
14,18,George,- -,00:11:40
14,19,Nicholas,- -,00:11:40
14,20,Antonio,- -,00:11:40
15,1,Lewis,- -,00:11:37
15,2,Valtteri,- -,00:11:37
15,3,Sergio,- -,00:11:37
15,4,Max,- -,00:11:37
15,5,Lance,- -,00:11:37
15,6,Pierre,- -,00:11:37
15,7,Alexander,- -,00:11:37
15,8,Carlos,- -,00:11:37
15,9,Lando,- -,00:11:37
15,10,Daniel,- -,00:11:37
15,11,Daniil,- -,00:11:37
15,12,Esteban,- -,00:11:37
15,13,Charles,- -,00:11:37
15,14,Sebastian,- -,00:11:37
15,15,Kimi,- -,00:11:37
15,16,Kevin,- -,00:11:37
15,17,Romain,- -,00:11:37
15,18,George,- -,00:11:37
15,19,Nicholas,- -,00:11:37
15,20,Antonio,- -,00:11:37
16,1,Lewis,- -,00:11:35
16,2,Valtteri,- -,00:11:35
16,3,Sergio,- -,00:11:35
16,4,Max,- -,00:11:35
16,5,Lance,- -,00:11:35
16,6,Pierre,- -,00:11:35
16,7,Alexander,- -,00:11:35
16,8,Carlos,- -,00:11:35
16,9,Lando,- -,00:11:35
16,10,Daniel,- -,00:11:35
16,11,Daniil,- -,00:11:35
16,12,Esteban,- -,00:11:35
16,13,Charles,- -,00:11:35
16,14,Sebastian,- -,00:11:35
16,15,Kimi,- -,00:11:35
16,16,Kevin,- -,00:11:35
16,17,Romain,- -,00:11:35
16,18,George,- -,00:11:35
16,19,Nicholas,- -,00:11:35
16,20,Antonio,- -,00:11:35
17,1,Lewis,- -,00:11:32
17,2,Valtteri,- -,00:11:32
17,3,Sergio,- -,00:11:32
17,4,Max,- -,00:11:32
17,5,Lance,- -,00:11:32
17,6,Pierre,- -,00:11:32
17,7,Alexander,- -,00:11:32
17,8,Carlos,- -,00:11:32
17,9,Lando,- -,00:11:32
17,10,Daniel,- -,00:11:32
17,11,Daniil,- -,00:11:32
17,12,Esteban,- -,00:11:32
17,13,Charles,- -,00:11:32
17,14,Sebastian,- -,00:11:32
17,15,Kimi,- -,00:11:32
17,16,Kevin,- -,00:11:32
17,17,Romain,- -,00:11:32
17,18,George,- -,00:11:32
17,19,Nicholas,- -,00:11:32
17,20,Antonio,- -,00:11:32
18,1,Lewis,- -,00:11:29
18,2,Valtteri,- -,00:11:29
18,3,Sergio,- -,00:11:29
18,4,Max,- -,00:11:29
18,5,Lance,- -,00:11:29
18,6,Pierre,- -,00:11:29
18,7,Alexander,- -,00:11:29
18,8,Carlos,- -,00:11:29
18,9,Lando,- -,00:11:29
18,10,Daniel,- -,00:11:29
18,11,Daniil,- -,00:11:29
18,12,Esteban,- -,00:11:29
18,13,Charles,- -,00:11:29
18,14,Sebastian,- -,00:11:29
18,15,Kimi,- -,00:11:29
18,16,Kevin,- -,00:11:29
18,17,Romain,- -,00:11:29
18,18,George,- -,00:11:29
18,19,Nicholas,- -,00:11:29
18,20,Antonio,- -,00:11:29
19,1,Lewis,- -,00:11:26
19,2,Valtteri,- -,00:11:26
19,3,Sergio,- -,00:11:26
19,4,Max,- -,00:11:26
19,5,Lance,- -,00:11:26
19,6,Pierre,- -,00:11:26
19,7,Alexander,- -,00:11:26
19,8,Carlos,- -,00:11:26
19,9,Lando,- -,00:11:26
19,10,Daniel,- -,00:11:26
19,11,Daniil,- -,00:11:26
19,12,Esteban,- -,00:11:26
19,13,Charles,- -,00:11:26
19,14,Sebastian,- -,00:11:26
19,15,Kimi,- -,00:11:26
19,16,Kevin,- -,00:11:26
19,17,Romain,- -,00:11:26
19,18,George,- -,00:11:26
19,19,Nicholas,- -,00:11:26
19,20,Antonio,- -,00:11:26
20,1,Lewis,- -,00:11:23
20,2,Valtteri,- -,00:11:23
20,3,Sergio,- -,00:11:23
20,4,Max,- -,00:11:23
20,5,Lance,- -,00:11:23
20,6,Pierre,- -,00:11:23
20,7,Alexander,- -,00:11:23
20,8,Carlos,- -,00:11:23
20,9,Lando,- -,00:11:23
20,10,Daniel,- -,00:11:23
20,11,Daniil,- -,00:11:23
20,12,Esteban,- -,00:11:23
20,13,Charles,- -,00:11:23
20,14,Sebastian,- -,00:11:23
20,15,Kimi,- -,00:11:23
20,16,Kevin,- -,00:11:23
20,17,Romain,- -,00:11:23
20,18,George,- -,00:11:23
20,19,Nicholas,- -,00:11:23
20,20,Antonio,- -,00:11:23
21,1,Lewis,- -,00:11:20
21,2,Valtteri,- -,00:11:20
21,3,Sergio,- -,00:11:20
21,4,Max,- -,00:11:20
21,5,Lance,- -,00:11:20
21,6,Pierre,- -,00:11:20
21,7,Alexander,- -,00:11:20
21,8,Carlos,- -,00:11:20
21,9,Lando,- -,00:11:20
21,10,Daniel,- -,00:11:20
21,11,Daniil,- -,00:11:20
21,12,Esteban,- -,00:11:20
21,13,Charles,- -,00:11:20
21,14,Sebastian,- -,00:11:20
21,15,Kimi,- -,00:11:20
21,16,Kevin,- -,00:11:20
21,17,Romain,- -,00:11:20
21,18,George,- -,00:11:20
21,19,Nicholas,- -,00:11:20
21,20,Antonio,- -,00:11:20
22,1,Lewis,- -,00:11:17
22,2,Valtteri,- -,00:11:17
22,3,Alexander,- -,00:11:17
22,4,Sergio,- -,00:11:17
22,5,Max,- -,00:11:17
22,6,Lance,- -,00:11:17
22,7,Pierre,- -,00:11:17
22,8,Carlos,- -,00:11:17
22,9,Lando,- -,00:11:17
22,10,Daniel,- -,00:11:17
22,11,Daniil,- -,00:11:17
22,12,Esteban,- -,00:11:17
22,13,Charles,- -,00:11:17
22,14,Sebastian,- -,00:11:17
22,15,Kimi,- -,00:11:17
22,16,Kevin,- -,00:11:17
22,17,Romain,- -,00:11:17
22,18,George,- -,00:11:17
22,19,Nicholas,- -,00:11:17
22,20,Antonio,- -,00:11:17
23,1,Lewis,- -,00:11:14
23,2,Valtteri,- -,00:11:14
23,3,Alexander,- -,00:11:14
23,4,Sergio,- -,00:11:14
23,5,Max,- -,00:11:14
23,6,Lance,- -,00:11:14
23,7,Pierre,- -,00:11:14
23,8,Carlos,- -,00:11:14
23,9,Lando,- -,00:11:14
23,10,Daniel,- -,00:11:14
23,11,Daniil,- -,00:11:14
23,12,Esteban,- -,00:11:14
23,13,Charles,- -,00:11:14
23,14,Sebastian,- -,00:11:14
23,15,Kimi,- -,00:11:14
23,16,Kevin,- -,00:11:14
23,17,Romain,- -,00:11:14
23,18,George,- -,00:11:14
23,19,Nicholas,- -,00:11:14
23,20,Antonio,- -,00:11:14
24,1,Lewis,- -,00:11:11
24,2,Max,- -,00:11:11
24,3,Valtteri,- -,00:11:11
24,4,Alexander,- -,00:11:11
24,5,Sergio,- -,00:11:11
24,6,Lance,- -,00:11:11
24,7,Pierre,- -,00:11:11
24,8,Carlos,- -,00:11:11
24,9,Lando,- -,00:11:11
24,10,Daniel,- -,00:11:11
24,11,Daniil,- -,00:11:11
24,12,Esteban,- -,00:11:11
24,13,Charles,- -,00:11:11
24,14,Sebastian,- -,00:11:11
24,15,Kimi,- -,00:11:11
24,16,Kevin,- -,00:11:11
24,17,Romain,- -,00:11:11
24,18,George,- -,00:11:11
24,19,Nicholas,- -,00:11:11
24,20,Antonio,- -,00:11:11
25,1,Lewis,- -,00:11:08
25,2,Max,- -,00:11:08
25,3,Valtteri,- -,00:11:08
25,4,Alexander,- -,00:11:08
25,5,Sergio,- -,00:11:08
25,6,Lance,- -,00:11:08
25,7,Pierre,- -,00:11:08
25,8,Carlos,- -,00:11:08
25,9,Lando,- -,00:11:08
25,10,Daniel,- -,00:11:08
25,11,Daniil,- -,00:11:08
25,12,Esteban,- -,00:11:08
25,13,Charles,- -,00:11:08
25,14,Sebastian,- -,00:11:08
25,15,Kimi,- -,00:11:08
25,16,Kevin,- -,00:11:08
25,17,Romain,- -,00:11:08
25,18,George,- -,00:11:08
25,19,Nicholas,- -,00:11:08
25,20,Antonio,- -,00:11:08
26,1,Lewis,- -,00:11:05
26,2,Max,- -,00:11:05
26,3,Valtteri,- -,00:11:05
26,4,Alexander,- -,00:11:05
26,5,Esteban,- -,00:11:05
26,6,Sergio,- -,00:11:05
26,7,Lance,- -,00:11:05
26,8,Pierre,- -,00:11:05
26,9,Carlos,- -,00:11:05
26,10,Lando,- -,00:11:05
26,11,Daniel,- -,00:11:05
26,12,Daniil,- -,00:11:05
26,13,Charles,- -,00:11:05
26,14,Sebastian,- -,00:11:05
26,15,Kimi,- -,00:11:05
26,16,Kevin,- -,00:11:05
26,17,Romain,- -,00:11:05
26,18,George,- -,00:11:05
26,19,Nicholas,- -,00:11:05
26,20,Antonio,- -,00:11:05
27,1,Valtteri,1:16.152,00:11:02
27,2,Lewis,- -,00:11:02
27,3,Max,- -,00:11:02
27,4,Alexander,- -,00:11:02
27,5,Esteban,- -,00:11:02
27,6,Sergio,- -,00:11:02
27,7,Lance,- -,00:11:02
27,8,Pierre,- -,00:11:02
27,9,Carlos,- -,00:11:02
27,10,Lando,- -,00:11:02
27,11,Daniel,- -,00:11:02
27,12,Daniil,- -,00:11:02
27,13,Charles,- -,00:11:02
27,14,Sebastian,- -,00:11:02
27,15,Kimi,- -,00:11:02
27,16,Kevin,- -,00:11:02
27,17,Romain,- -,00:11:02
27,18,George,- -,00:11:02
27,19,Nicholas,- -,00:11:02
27,20,Antonio,- -,00:11:02
28,1,Valtteri,1:16.152,00:10:59
28,2,Lewis,- -,00:10:59
28,3,Max,- -,00:10:59
28,4,Alexander,- -,00:10:59
28,5,Lando,- -,00:10:59
28,6,Esteban,- -,00:10:59
28,7,Sergio,- -,00:10:59
28,8,Charles,- -,00:10:59
28,9,Lance,- -,00:10:59
28,10,Pierre,- -,00:10:59
28,11,Carlos,- -,00:10:59
28,12,Daniel,- -,00:10:59
28,13,Daniil,- -,00:10:59
28,14,Sebastian,- -,00:10:59
28,15,Kimi,- -,00:10:59
28,16,Kevin,- -,00:10:59
28,17,Romain,- -,00:10:59
28,18,George,- -,00:10:59
28,19,Nicholas,- -,00:10:59
28,20,Antonio,- -,00:10:59
29,1,Valtteri,1:16.152,00:10:56
29,2,Lewis,- -,00:10:56
29,3,Max,- -,00:10:56
29,4,Alexander,- -,00:10:56
29,5,Lando,- -,00:10:56
29,6,Esteban,- -,00:10:56
29,7,Sergio,- -,00:10:56
29,8,Charles,- -,00:10:56
29,9,Lance,- -,00:10:56
29,10,Pierre,- -,00:10:56
29,11,Carlos,- -,00:10:56
29,12,Sebastian,- -,00:10:56
29,13,Daniel,- -,00:10:56
29,14,Daniil,- -,00:10:56
29,15,Kimi,- -,00:10:56
29,16,Kevin,- -,00:10:56
29,17,Romain,- -,00:10:56
29,18,George,- -,00:10:56
29,19,Nicholas,- -,00:10:56
29,20,Antonio,- -,00:10:56
30,1,Valtteri,1:16.013,00:10:53
30,2,Lewis,+0.139,00:10:53
30,3,Max,- -,00:10:53
30,4,Alexander,- -,00:10:53
30,5,Lando,- -,00:10:53
30,6,Daniel,- -,00:10:53
30,7,Esteban,- -,00:10:53
30,8,Sergio,- -,00:10:53
30,9,Charles,- -,00:10:53
30,10,Lance,- -,00:10:53
30,11,Pierre,- -,00:10:53
30,12,Carlos,- -,00:10:53
30,13,Sebastian,- -,00:10:53
30,14,Daniil,- -,00:10:53
30,15,Kimi,- -,00:10:53
30,16,Kevin,- -,00:10:53
30,17,Romain,- -,00:10:53
30,18,George,- -,00:10:53
30,19,Nicholas,- -,00:10:53
30,20,Antonio,- -,00:10:53
31,1,Lewis,1:16.013,00:10:50
31,2,Valtteri,+0.139,00:10:50
31,3,Max,- -,00:10:50
31,4,Alexander,- -,00:10:50
31,5,Lando,- -,00:10:50
31,6,Daniel,- -,00:10:50
31,7,Esteban,- -,00:10:50
31,8,Sergio,- -,00:10:50
31,9,Charles,- -,00:10:50
31,10,Lance,- -,00:10:50
31,11,Pierre,- -,00:10:50
31,12,Carlos,- -,00:10:50
31,13,Sebastian,- -,00:10:50
31,14,Daniil,- -,00:10:50
31,15,Kimi,- -,00:10:50
31,16,Kevin,- -,00:10:50
31,17,Romain,- -,00:10:50
31,18,George,- -,00:10:50
31,19,Nicholas,- -,00:10:50
31,20,Antonio,- -,00:10:50
32,1,Lewis,1:16.013,00:10:46
32,2,Valtteri,+0.139,00:10:46
32,3,Max,- -,00:10:46
32,4,Alexander,- -,00:10:46
32,5,Lando,- -,00:10:46
32,6,Daniel,- -,00:10:46
32,7,Esteban,- -,00:10:46
32,8,Sergio,- -,00:10:46
32,9,Charles,- -,00:10:46
32,10,Lance,- -,00:10:46
32,11,Pierre,- -,00:10:46
32,12,Carlos,- -,00:10:46
32,13,Sebastian,- -,00:10:46
32,14,Daniil,- -,00:10:46
32,15,Kimi,- -,00:10:46
32,16,Kevin,- -,00:10:46
32,17,Romain,- -,00:10:46
32,18,George,- -,00:10:46
32,19,Nicholas,- -,00:10:46
32,20,Antonio,- -,00:10:46
33,1,Lewis,1:16.013,00:10:43
33,2,Valtteri,+0.139,00:10:43
33,3,Max,- -,00:10:43
33,4,Alexander,- -,00:10:43
33,5,Lando,- -,00:10:43
33,6,Daniel,- -,00:10:43
33,7,Esteban,- -,00:10:43
33,8,Sergio,- -,00:10:43
33,9,Charles,- -,00:10:43
33,10,Lance,- -,00:10:43
33,11,Pierre,- -,00:10:43
33,12,Carlos,- -,00:10:43
33,13,Sebastian,- -,00:10:43
33,14,Daniil,- -,00:10:43
33,15,Kimi,- -,00:10:43
33,16,Kevin,- -,00:10:43
33,17,Romain,- -,00:10:43
33,18,George,- -,00:10:43
33,19,Nicholas,- -,00:10:43
33,20,Antonio,- -,00:10:43
34,1,Lewis,1:16.013,00:10:40
34,2,Valtteri,+0.139,00:10:40
34,3,Max,- -,00:10:40
34,4,Alexander,- -,00:10:40
34,5,Lando,- -,00:10:40
34,6,Daniel,- -,00:10:40
34,7,Esteban,- -,00:10:40
34,8,Sergio,- -,00:10:40
34,9,Charles,- -,00:10:40
34,10,Lance,- -,00:10:40
34,11,Pierre,- -,00:10:40
34,12,Carlos,- -,00:10:40
34,13,Sebastian,- -,00:10:40
34,14,Daniil,- -,00:10:40
34,15,Kimi,- -,00:10:40
34,16,Kevin,- -,00:10:40
34,17,Romain,- -,00:10:40
34,18,George,- -,00:10:40
34,19,Nicholas,- -,00:10:40
34,20,Antonio,- -,00:10:40
35,1,Lewis,1:16.013,00:10:37
35,2,Valtteri,+0.139,00:10:37
35,3,Max,- -,00:10:37
35,4,Alexander,- -,00:10:37
35,5,Lando,- -,00:10:37
35,6,Daniel,- -,00:10:37
35,7,Esteban,- -,00:10:37
35,8,Sergio,- -,00:10:37
35,9,Charles,- -,00:10:37
35,10,Lance,- -,00:10:37
35,11,Pierre,- -,00:10:37
35,12,Carlos,- -,00:10:37
35,13,Sebastian,- -,00:10:37
35,14,Daniil,- -,00:10:37
35,15,Kimi,- -,00:10:37
35,16,Kevin,- -,00:10:37
35,17,Romain,- -,00:10:37
35,18,George,- -,00:10:37
35,19,Nicholas,- -,00:10:37
35,20,Antonio,- -,00:10:37
36,1,Lewis,1:16.013,00:10:35
36,2,Valtteri,+0.139,00:10:35
36,3,Max,- -,00:10:35
36,4,Alexander,- -,00:10:35
36,5,Lando,- -,00:10:35
36,6,Daniel,- -,00:10:35
36,7,Esteban,- -,00:10:35
36,8,Sergio,- -,00:10:35
36,9,Charles,- -,00:10:35
36,10,Lance,- -,00:10:35
36,11,Pierre,- -,00:10:35
36,12,Carlos,- -,00:10:35
36,13,Sebastian,- -,00:10:35
36,14,Daniil,- -,00:10:35
36,15,Kimi,- -,00:10:35
36,16,Kevin,- -,00:10:35
36,17,Romain,- -,00:10:35
36,18,George,- -,00:10:35
36,19,Nicholas,- -,00:10:35
36,20,Antonio,- -,00:10:35
37,1,Lewis,1:16.013,00:10:32
37,2,Valtteri,+0.139,00:10:32
37,3,Max,- -,00:10:32
37,4,Alexander,- -,00:10:32
37,5,Lando,- -,00:10:32
37,6,Daniel,- -,00:10:32
37,7,Esteban,- -,00:10:32
37,8,Sergio,- -,00:10:32
37,9,Charles,- -,00:10:32
37,10,Lance,- -,00:10:32
37,11,Pierre,- -,00:10:32
37,12,Carlos,- -,00:10:32
37,13,Sebastian,- -,00:10:32
37,14,Daniil,- -,00:10:32
37,15,Kimi,- -,00:10:32
37,16,Kevin,- -,00:10:32
37,17,Romain,- -,00:10:32
37,18,George,- -,00:10:32
37,19,Nicholas,- -,00:10:32
37,20,Antonio,- -,00:10:32
38,1,Lewis,1:16.013,00:10:28
38,2,Valtteri,+0.139,00:10:28
38,3,Max,- -,00:10:28
38,4,Alexander,- -,00:10:28
38,5,Lando,- -,00:10:28
38,6,Daniel,- -,00:10:28
38,7,Esteban,- -,00:10:28
38,8,Sergio,- -,00:10:28
38,9,Charles,- -,00:10:28
38,10,Lance,- -,00:10:28
38,11,Pierre,- -,00:10:28
38,12,Carlos,- -,00:10:28
38,13,Sebastian,- -,00:10:28
38,14,Daniil,- -,00:10:28
38,15,Kimi,- -,00:10:28
38,16,Kevin,- -,00:10:28
38,17,Romain,- -,00:10:28
38,18,George,- -,00:10:28
38,19,Nicholas,- -,00:10:28
38,20,Antonio,- -,00:10:28
39,1,Lewis,1:16.013,00:10:25
39,2,Valtteri,+0.139,00:10:25
39,3,Max,- -,00:10:25
39,4,Alexander,- -,00:10:25
39,5,Lando,- -,00:10:25
39,6,Daniel,- -,00:10:25
39,7,Esteban,- -,00:10:25
39,8,Sergio,- -,00:10:25
39,9,Charles,- -,00:10:25
39,10,Lance,- -,00:10:25
39,11,Pierre,- -,00:10:25
39,12,Carlos,- -,00:10:25
39,13,Sebastian,- -,00:10:25
39,14,Daniil,- -,00:10:25
39,15,Kimi,- -,00:10:25
39,16,Kevin,- -,00:10:25
39,17,Romain,- -,00:10:25
39,18,George,- -,00:10:25
39,19,Nicholas,- -,00:10:25
39,20,Antonio,- -,00:10:25
40,1,Lewis,1:16.013,00:10:22
40,2,Valtteri,+0.139,00:10:22
40,3,Max,- -,00:10:22
40,4,Alexander,- -,00:10:22
40,5,Lando,- -,00:10:22
40,6,Daniel,- -,00:10:22
40,7,Esteban,- -,00:10:22
40,8,Sergio,- -,00:10:22
40,9,Charles,- -,00:10:22
40,10,Lance,- -,00:10:22
40,11,Pierre,- -,00:10:22
40,12,Carlos,- -,00:10:22
40,13,Sebastian,- -,00:10:22
40,14,Daniil,- -,00:10:22
40,15,Kimi,- -,00:10:22
40,16,Kevin,- -,00:10:22
40,17,Romain,- -,00:10:22
40,18,George,- -,00:10:22
40,19,Nicholas,- -,00:10:22
40,20,Antonio,- -,00:10:22
41,1,Lewis,1:16.013,00:10:19
41,2,Valtteri,+0.139,00:10:19
41,3,Max,- -,00:10:19
41,4,Lance,- -,00:10:19
41,5,Alexander,- -,00:10:19
