Source,Target,Weight,Date,EndDate
ricciardo,button,3,2015,2016
ricciardo,hamilton,2,2015,2016
ricciardo,massa,1,2015,2016
ricciardo,rosberg,1,2015,2016
ricciardo,kvyat,2,2015,2016
ricciardo,alonso,4,2015,2016
ricciardo,sainz,4,2015,2016
ricciardo,vettel,1,2015,2016
ricciardo,stevens,2,2015,2016
ricciardo,hulkenberg,3,2015,2016
ricciardo,merhi,1,2015,2016
ricciardo,rossi,3,2015,2016
ericsson,nasr,1,2015,2016
ericsson,ricciardo,1,2015,2016
ericsson,perez,1,2015,2016
ericsson,verstappen,1,2015,2016
ericsson,button,2,2015,2016
ericsson,massa,1,2015,2016
ericsson,maldonado,2,2015,2016
ericsson,alonso,5,2015,2016
ericsson,sainz,3,2015,2016
ericsson,stevens,2,2015,2016
ericsson,hulkenberg,1,2015,2016
ericsson,merhi,3,2015,2016
ericsson,rossi,2,2015,2016
raikkonen,nasr,3,2015,2016
raikkonen,ricciardo,1,2015,2016
raikkonen,ericsson,6,2015,2016
raikkonen,perez,4,2015,2016
raikkonen,grosjean,2,2015,2016
raikkonen,verstappen,2,2015,2016
raikkonen,button,4,2015,2016
raikkonen,massa,1,2015,2016
raikkonen,rosberg,1,2015,2016
raikkonen,maldonado,2,2015,2016
raikkonen,alonso,3,2015,2016
raikkonen,sainz,4,2015,2016
raikkonen,hulkenberg,2,2015,2016
raikkonen,merhi,1,2015,2016
raikkonen,rossi,1,2015,2016
perez,nasr,4,2015,2016
perez,ricciardo,3,2015,2016
perez,ericsson,2,2015,2016
perez,grosjean,3,2015,2016
perez,verstappen,2,2015,2016
perez,button,5,2015,2016
perez,massa,1,2015,2016
perez,kvyat,2,2015,2016
perez,maldonado,1,2015,2016
perez,alonso,4,2015,2016
perez,sainz,2,2015,2016
perez,vettel,1,2015,2016
perez,stevens,1,2015,2016
perez,rossi,1,2015,2016
grosjean,nasr,6,2015,2016
grosjean,ricciardo,1,2015,2016
grosjean,ericsson,1,2015,2016
grosjean,perez,4,2015,2016
grosjean,bottas,3,2015,2016
grosjean,verstappen,2,2015,2016
grosjean,button,4,2015,2016
grosjean,massa,1,2015,2016
grosjean,kvyat,4,2015,2016
grosjean,maldonado,3,2015,2016
grosjean,alonso,2,2015,2016
grosjean,sainz,3,2015,2016
grosjean,stevens,1,2015,2016
grosjean,hulkenberg,3,2015,2016
grosjean,merhi,1,2015,2016
bottas,nasr,2,2015,2016
bottas,ricciardo,2,2015,2016
bottas,ericsson,1,2015,2016
bottas,raikkonen,1,2015,2016
bottas,perez,2,2015,2016
bottas,grosjean,1,2015,2016
bottas,verstappen,3,2015,2016
bottas,button,1,2015,2016
bottas,hamilton,2,2015,2016
bottas,massa,1,2015,2016
bottas,kvyat,2,2015,2016
bottas,maldonado,4,2015,2016
bottas,sainz,2,2015,2016
bottas,stevens,1,2015,2016
bottas,hulkenberg,2,2015,2016
bottas,merhi,1,2015,2016
verstappen,nasr,7,2015,2016
verstappen,ricciardo,4,2015,2016
verstappen,ericsson,3,2015,2016
verstappen,perez,3,2015,2016
verstappen,grosjean,1,2015,2016
verstappen,bottas,2,2015,2016
verstappen,button,3,2015,2016
verstappen,kvyat,3,2015,2016
verstappen,maldonado,3,2015,2016
verstappen,alonso,6,2015,2016
verstappen,sainz,2,2015,2016
verstappen,vettel,1,2015,2016
verstappen,stevens,5,2015,2016
verstappen,hulkenberg,3,2015,2016
verstappen,merhi,4,2015,2016
verstappen,rossi,2,2015,2016
button,ricciardo,1,2015,2016
button,ericsson,1,2015,2016
button,perez,3,2015,2016
button,grosjean,1,2015,2016
button,maldonado,2,2015,2016
button,sainz,1,2015,2016
button,stevens,4,2015,2016
button,merhi,3,2015,2016
button,rossi,1,2015,2016
hamilton,nasr,1,2015,2016
hamilton,ricciardo,2,2015,2016
hamilton,ericsson,1,2015,2016
hamilton,raikkonen,3,2015,2016
hamilton,perez,2,2015,2016
hamilton,grosjean,2,2015,2016
hamilton,bottas,1,2015,2016
hamilton,button,1,2015,2016
hamilton,massa,2,2015,2016
hamilton,kvyat,1,2015,2016
hamilton,maldonado,1,2015,2016
hamilton,sainz,1,2015,2016
hamilton,vettel,1,2015,2016
hamilton,hulkenberg,1,2015,2016
massa,nasr,3,2015,2016
massa,ricciardo,2,2015,2016
massa,ericsson,3,2015,2016
massa,perez,2,2015,2016
massa,grosjean,1,2015,2016
massa,verstappen,2,2015,2016
massa,button,4,2015,2016
massa,kvyat,4,2015,2016
massa,maldonado,3,2015,2016
massa,alonso,4,2015,2016
massa,sainz,4,2015,2016
massa,stevens,2,2015,2016
massa,hulkenberg,1,2015,2016
massa,merhi,1,2015,2016
massa,rossi,1,2015,2016
rosberg,ricciardo,3,2015,2016
rosberg,ericsson,1,2015,2016
rosberg,raikkonen,3,2015,2016
rosberg,perez,2,2015,2016
rosberg,grosjean,1,2015,2016
rosberg,bottas,2,2015,2016
rosberg,verstappen,1,2015,2016
rosberg,button,1,2015,2016
rosberg,hamilton,1,2015,2016
rosberg,massa,2,2015,2016
rosberg,kvyat,1,2015,2016
rosberg,sainz,1,2015,2016
rosberg,vettel,4,2015,2016
rosberg,hulkenberg,1,2015,2016
kvyat,nasr,1,2015,2016
kvyat,ricciardo,2,2015,2016
kvyat,ericsson,4,2015,2016
kvyat,raikkonen,1,2015,2016
kvyat,perez,3,2015,2016
kvyat,bottas,1,2015,2016
kvyat,verstappen,2,2015,2016
kvyat,button,3,2015,2016
kvyat,massa,3,2015,2016
kvyat,maldonado,3,2015,2016
kvyat,alonso,3,2015,2016
kvyat,sainz,2,2015,2016
kvyat,stevens,4,2015,2016
kvyat,hulkenberg,1,2015,2016
kvyat,merhi,1,2015,2016
kvyat,rossi,1,2015,2016
maldonado,nasr,4,2015,2016
maldonado,ricciardo,3,2015,2016
maldonado,ericsson,4,2015,2016
maldonado,grosjean,1,2015,2016
maldonado,verstappen,2,2015,2016
maldonado,button,7,2015,2016
maldonado,kvyat,4,2015,2016
maldonado,alonso,3,2015,2016
maldonado,sainz,3,2015,2016
maldonado,stevens,2,2015,2016
maldonado,merhi,3,2015,2016
maldonado,rossi,1,2015,2016
alonso,nasr,1,2015,2016
alonso,ericsson,1,2015,2016
alonso,perez,2,2015,2016
alonso,bottas,1,2015,2016
alonso,button,1,2015,2016
alonso,maldonado,3,2015,2016
alonso,sainz,1,2015,2016
alonso,stevens,3,2015,2016
alonso,merhi,3,2015,2016
sainz,nasr,2,2015,2016
sainz,ricciardo,3,2015,2016
sainz,ericsson,2,2015,2016
sainz,raikkonen,1,2015,2016
sainz,perez,2,2015,2016
sainz,grosjean,1,2015,2016
sainz,verstappen,2,2015,2016
sainz,button,8,2015,2016
sainz,maldonado,4,2015,2016
sainz,alonso,5,2015,2016
sainz,stevens,7,2015,2016
sainz,hulkenberg,3,2015,2016
sainz,merhi,4,2015,2016
sainz,rossi,1,2015,2016
vettel,nasr,2,2015,2016
vettel,ricciardo,3,2015,2016
vettel,ericsson,2,2015,2016
vettel,raikkonen,2,2015,2016
vettel,perez,3,2015,2016
vettel,bottas,1,2015,2016
vettel,verstappen,3,2015,2016
vettel,button,3,2015,2016
vettel,hamilton,1,2015,2016
vettel,rosberg,1,2015,2016
vettel,kvyat,3,2015,2016
vettel,maldonado,2,2015,2016
vettel,alonso,2,2015,2016
vettel,sainz,3,2015,2016
vettel,stevens,2,2015,2016
vettel,hulkenberg,1,2015,2016
vettel,merhi,1,2015,2016
vettel,rossi,1,2015,2016
stevens,merhi,5,2015,2016
stevens,rossi,2,2015,2016
hulkenberg,nasr,1,2015,2016
hulkenberg,ericsson,3,2015,2016
hulkenberg,perez,1,2015,2016
hulkenberg,button,2,2015,2016
hulkenberg,kvyat,1,2015,2016
hulkenberg,maldonado,1,2015,2016
hulkenberg,alonso,1,2015,2016
hulkenberg,sainz,2,2015,2016
hulkenberg,stevens,2,2015,2016
hulkenberg,merhi,2,2015,2016
merhi,stevens,3,2015,2016
rossi,nasr,1,2015,2016
rossi,bottas,1,2015,2016
rossi,stevens,1,2015,2016
rosberg,raikkonen,2,2016,2017
rosberg,bottas,1,2016,2017
rosberg,ricciardo,1,2016,2017
rosberg,perez,2,2016,2017
rosberg,hulkenberg,3,2016,2017
rosberg,palmer,2,2016,2017
rosberg,verstappen,3,2016,2017
rosberg,sainz,2,2016,2017
rosberg,ericsson,3,2016,2017
rosberg,nasr,3,2016,2017
rosberg,alonso,2,2016,2017
rosberg,button,2,2016,2017
rosberg,haryanto,1,2016,2017
rosberg,wehrlein,1,2016,2017
rosberg,grosjean,1,2016,2017
rosberg,gutierrez,1,2016,2017
rosberg,ocon,1,2016,2017
hamilton,raikkonen,2,2016,2017
hamilton,massa,5,2016,2017
hamilton,bottas,6,2016,2017
hamilton,ricciardo,5,2016,2017
hamilton,kvyat,2,2016,2017
hamilton,perez,1,2016,2017
hamilton,hulkenberg,5,2016,2017
hamilton,magnussen,1,2016,2017
hamilton,palmer,1,2016,2017
hamilton,verstappen,2,2016,2017
hamilton,ericsson,2,2016,2017
hamilton,alonso,3,2016,2017
hamilton,button,2,2016,2017
hamilton,haryanto,1,2016,2017
hamilton,wehrlein,1,2016,2017
hamilton,grosjean,2,2016,2017
hamilton,gutierrez,2,2016,2017
hamilton,ocon,1,2016,2017
vettel,hamilton,1,2016,2017
vettel,raikkonen,2,2016,2017
vettel,massa,3,2016,2017
vettel,bottas,3,2016,2017
vettel,ricciardo,4,2016,2017
vettel,kvyat,4,2016,2017
vettel,perez,2,2016,2017
vettel,hulkenberg,3,2016,2017
vettel,magnussen,2,2016,2017
vettel,palmer,3,2016,2017
vettel,verstappen,5,2016,2017
vettel,sainz,5,2016,2017
vettel,ericsson,2,2016,2017
vettel,nasr,3,2016,2017
vettel,alonso,3,2016,2017
vettel,button,3,2016,2017
vettel,haryanto,1,2016,2017
vettel,wehrlein,3,2016,2017
vettel,grosjean,1,2016,2017
vettel,gutierrez,3,2016,2017
vettel,ocon,2,2016,2017
raikkonen,hamilton,2,2016,2017
raikkonen,massa,4,2016,2017
raikkonen,bottas,3,2016,2017
raikkonen,ricciardo,4,2016,2017
raikkonen,kvyat,2,2016,2017
raikkonen,perez,6,2016,2017
raikkonen,hulkenberg,3,2016,2017
raikkonen,magnussen,1,2016,2017
raikkonen,palmer,3,2016,2017
raikkonen,sainz,2,2016,2017
raikkonen,ericsson,3,2016,2017
raikkonen,nasr,2,2016,2017
raikkonen,alonso,3,2016,2017
raikkonen,button,4,2016,2017
raikkonen,haryanto,1,2016,2017
raikkonen,wehrlein,1,2016,2017
raikkonen,grosjean,3,2016,2017
raikkonen,gutierrez,4,2016,2017
raikkonen,ocon,1,2016,2017
massa,bottas,2,2016,2017
massa,kvyat,2,2016,2017
massa,perez,1,2016,2017
massa,magnussen,2,2016,2017
massa,palmer,2,2016,2017
massa,verstappen,1,2016,2017
massa,sainz,3,2016,2017
massa,ericsson,7,2016,2017
massa,nasr,7,2016,2017
massa,alonso,2,2016,2017
massa,button,3,2016,2017
massa,haryanto,3,2016,2017
massa,wehrlein,5,2016,2017
massa,grosjean,4,2016,2017
massa,gutierrez,7,2016,2017
massa,vandoorne,1,2016,2017
massa,ocon,1,2016,2017
bottas,raikkonen,1,2016,2017
bottas,massa,5,2016,2017
bottas,ricciardo,1,2016,2017
bottas,kvyat,2,2016,2017
bottas,perez,2,2016,2017
bottas,hulkenberg,3,2016,2017
bottas,palmer,5,2016,2017
bottas,verstappen,2,2016,2017
bottas,sainz,2,2016,2017
bottas,ericsson,3,2016,2017
bottas,nasr,4,2016,2017
bottas,alonso,2,2016,2017
bottas,button,2,2016,2017
bottas,haryanto,2,2016,2017
bottas,wehrlein,8,2016,2017
bottas,grosjean,4,2016,2017
bottas,gutierrez,4,2016,2017
bottas,ocon,1,2016,2017
ricciardo,hamilton,1,2016,2017
ricciardo,raikkonen,1,2016,2017
ricciardo,massa,6,2016,2017
ricciardo,bottas,6,2016,2017
ricciardo,kvyat,4,2016,2017
ricciardo,perez,5,2016,2017
ricciardo,hulkenberg,6,2016,2017
ricciardo,magnussen,3,2016,2017
ricciardo,palmer,3,2016,2017
ricciardo,sainz,4,2016,2017
ricciardo,ericsson,7,2016,2017
ricciardo,nasr,6,2016,2017
ricciardo,alonso,3,2016,2017
ricciardo,button,6,2016,2017
ricciardo,haryanto,2,2016,2017
ricciardo,wehrlein,3,2016,2017
ricciardo,grosjean,4,2016,2017
ricciardo,gutierrez,2,2016,2017
ricciardo,ocon,3,2016,2017
kvyat,massa,2,2016,2017
kvyat,bottas,2,2016,2017
kvyat,perez,2,2016,2017
kvyat,magnussen,4,2016,2017
kvyat,palmer,1,2016,2017
kvyat,verstappen,1,2016,2017
kvyat,ericsson,3,2016,2017
kvyat,nasr,3,2016,2017
kvyat,alonso,2,2016,2017
kvyat,button,1,2016,2017
kvyat,haryanto,1,2016,2017
kvyat,wehrlein,8,2016,2017
kvyat,gutierrez,7,2016,2017
kvyat,vandoorne,1,2016,2017
kvyat,ocon,3,2016,2017
perez,raikkonen,1,2016,2017
perez,massa,3,2016,2017
perez,bottas,1,2016,2017
perez,ricciardo,2,2016,2017
perez,kvyat,7,2016,2017
perez,hulkenberg,1,2016,2017
perez,magnussen,3,2016,2017
perez,palmer,5,2016,2017
perez,verstappen,1,2016,2017
perez,sainz,5,2016,2017
perez,ericsson,4,2016,2017
perez,nasr,2,2016,2017
perez,alonso,7,2016,2017
perez,button,3,2016,2017
perez,haryanto,6,2016,2017
perez,wehrlein,4,2016,2017
perez,grosjean,5,2016,2017
perez,gutierrez,6,2016,2017
hulkenberg,rosberg,1,2016,2017
hulkenberg,massa,1,2016,2017
hulkenberg,bottas,2,2016,2017
hulkenberg,perez,2,2016,2017
hulkenberg,magnussen,4,2016,2017
hulkenberg,palmer,4,2016,2017
hulkenberg,sainz,3,2016,2017
hulkenberg,ericsson,5,2016,2017
hulkenberg,nasr,6,2016,2017
hulkenberg,alonso,2,2016,2017
hulkenberg,button,4,2016,2017
hulkenberg,haryanto,4,2016,2017
hulkenberg,wehrlein,2,2016,2017
hulkenberg,grosjean,3,2016,2017
hulkenberg,gutierrez,4,2016,2017
hulkenberg,ocon,1,2016,2017
magnussen,massa,2,2016,2017
magnussen,ricciardo,1,2016,2017
magnussen,perez,2,2016,2017
magnussen,hulkenberg,2,2016,2017
magnussen,palmer,6,2016,2017
magnussen,ericsson,4,2016,2017
magnussen,nasr,4,2016,2017
magnussen,haryanto,4,2016,2017
magnussen,wehrlein,8,2016,2017
magnussen,gutierrez,1,2016,2017
magnussen,ocon,2,2016,2017
palmer,magnussen,1,2016,2017
palmer,ericsson,3,2016,2017
palmer,nasr,3,2016,2017
palmer,button,1,2016,2017
palmer,haryanto,1,2016,2017
palmer,gutierrez,2,2016,2017
verstappen,rosberg,2,2016,2017
verstappen,vettel,2,2016,2017
verstappen,raikkonen,3,2016,2017
verstappen,massa,4,2016,2017
verstappen,bottas,4,2016,2017
verstappen,ricciardo,2,2016,2017
verstappen,kvyat,5,2016,2017
verstappen,perez,9,2016,2017
verstappen,hulkenberg,6,2016,2017
verstappen,magnussen,5,2016,2017
verstappen,palmer,5,2016,2017
verstappen,sainz,3,2016,2017
verstappen,ericsson,7,2016,2017
verstappen,nasr,5,2016,2017
verstappen,alonso,5,2016,2017
verstappen,button,6,2016,2017
verstappen,haryanto,2,2016,2017
verstappen,wehrlein,7,2016,2017
verstappen,grosjean,6,2016,2017
verstappen,gutierrez,7,2016,2017
verstappen,ocon,4,2016,2017
sainz,massa,3,2016,2017
sainz,bottas,3,2016,2017
sainz,kvyat,1,2016,2017
sainz,perez,2,2016,2017
sainz,hulkenberg,1,2016,2017
sainz,magnussen,4,2016,2017
sainz,palmer,6,2016,2017
sainz,ericsson,7,2016,2017
sainz,nasr,2,2016,2017
sainz,alonso,3,2016,2017
sainz,button,5,2016,2017
sainz,haryanto,4,2016,2017
sainz,wehrlein,3,2016,2017
sainz,grosjean,1,2016,2017
sainz,gutierrez,4,2016,2017
sainz,ocon,3,2016,2017
ericsson,massa,1,2016,2017
ericsson,kvyat,2,2016,2017
ericsson,perez,1,2016,2017
ericsson,hulkenberg,2,2016,2017
ericsson,magnussen,3,2016,2017
ericsson,palmer,7,2016,2017
ericsson,nasr,5,2016,2017
ericsson,haryanto,5,2016,2017
ericsson,wehrlein,5,2016,2017
ericsson,grosjean,1,2016,2017
ericsson,gutierrez,1,2016,2017
ericsson,ocon,3,2016,2017
nasr,massa,1,2016,2017
nasr,bottas,2,2016,2017
nasr,perez,2,2016,2017
nasr,hulkenberg,1,2016,2017
nasr,magnussen,2,2016,2017
nasr,palmer,1,2016,2017
nasr,ericsson,5,2016,2017
nasr,button,1,2016,2017
nasr,haryanto,3,2016,2017
nasr,wehrlein,5,2016,2017
nasr,gutierrez,2,2016,2017
nasr,ocon,4,2016,2017
alonso,massa,2,2016,2017
alonso,bottas,2,2016,2017
alonso,kvyat,3,2016,2017
alonso,perez,2,2016,2017
alonso,hulkenberg,1,2016,2017
alonso,magnussen,6,2016,2017
alonso,palmer,5,2016,2017
alonso,sainz,6,2016,2017
alonso,ericsson,7,2016,2017
alonso,nasr,3,2016,2017
alonso,button,1,2016,2017
alonso,haryanto,2,2016,2017
alonso,wehrlein,5,2016,2017
alonso,grosjean,6,2016,2017
alonso,gutierrez,5,2016,2017
alonso,ocon,4,2016,2017
button,raikkonen,1,2016,2017
button,massa,1,2016,2017
button,bottas,1,2016,2017
button,kvyat,2,2016,2017
button,perez,1,2016,2017
button,magnussen,3,2016,2017
button,palmer,6,2016,2017
button,sainz,2,2016,2017
button,ericsson,4,2016,2017
button,nasr,7,2016,2017
button,alonso,1,2016,2017
button,haryanto,3,2016,2017
button,wehrlein,5,2016,2017
button,grosjean,1,2016,2017
button,gutierrez,8,2016,2017
button,ocon,3,2016,2017
haryanto,magnussen,1,2016,2017
haryanto,palmer,2,2016,2017
haryanto,ericsson,2,2016,2017
wehrlein,perez,2,2016,2017
wehrlein,hulkenberg,2,2016,2017
wehrlein,palmer,2,2016,2017
wehrlein,sainz,1,2016,2017
wehrlein,ericsson,2,2016,2017
wehrlein,nasr,6,2016,2017
wehrlein,haryanto,3,2016,2017
wehrlein,ocon,3,2016,2017
grosjean,massa,3,2016,2017
grosjean,bottas,1,2016,2017
grosjean,ricciardo,2,2016,2017
grosjean,kvyat,6,2016,2017
grosjean,hulkenberg,1,2016,2017
grosjean,magnussen,3,2016,2017
grosjean,palmer,8,2016,2017
grosjean,sainz,3,2016,2017
grosjean,ericsson,4,2016,2017
grosjean,nasr,7,2016,2017
grosjean,haryanto,5,2016,2017
grosjean,wehrlein,6,2016,2017
grosjean,gutierrez,3,2016,2017
grosjean,ocon,2,2016,2017
gutierrez,raikkonen,1,2016,2017
gutierrez,massa,1,2016,2017
gutierrez,kvyat,4,2016,2017
gutierrez,magnussen,8,2016,2017
gutierrez,palmer,6,2016,2017
gutierrez,sainz,1,2016,2017
gutierrez,ericsson,10,2016,2017
gutierrez,nasr,3,2016,2017
gutierrez,alonso,1,2016,2017
gutierrez,haryanto,3,2016,2017
gutierrez,wehrlein,4,2016,2017
gutierrez,grosjean,3,2016,2017
gutierrez,ocon,3,2016,2017
vandoorne,perez,2,2016,2017
vandoorne,hulkenberg,1,2016,2017
vandoorne,ericsson,1,2016,2017
vandoorne,nasr,2,2016,2017
vandoorne,wehrlein,1,2016,2017
ocon,wehrlein,2,2016,2017
hamilton,bottas,1,2017,2018
hamilton,ricciardo,1,2017,2018
hamilton,verstappen,2,2017,2018
hamilton,vettel,2,2017,2018
hamilton,raikkonen,1,2017,2018
hamilton,perez,2,2017,2018
hamilton,ocon,1,2017,2018
hamilton,stroll,1,2017,2018
hamilton,massa,2,2017,2018
hamilton,vandoorne,1,2017,2018
hamilton,alonso,3,2017,2018
hamilton,sainz,3,2017,2018
hamilton,grosjean,2,2017,2018
hamilton,magnussen,1,2017,2018
hamilton,hulkenberg,1,2017,2018
hamilton,ericsson,2,2017,2018
hamilton,wehrlein,2,2017,2018
hamilton,gasly,2,2017,2018
hamilton,hartley,1,2017,2018
bottas,ricciardo,1,2017,2018
bottas,vettel,1,2017,2018
bottas,raikkonen,1,2017,2018
bottas,perez,1,2017,2018
bottas,ocon,4,2017,2018
bottas,stroll,2,2017,2018
bottas,massa,2,2017,2018
bottas,vandoorne,1,2017,2018
bottas,alonso,2,2017,2018
bottas,kvyat,1,2017,2018
bottas,sainz,2,2017,2018
bottas,grosjean,1,2017,2018
bottas,magnussen,2,2017,2018
bottas,hulkenberg,1,2017,2018
bottas,ericsson,1,2017,2018
ricciardo,bottas,2,2017,2018
ricciardo,raikkonen,1,2017,2018
ricciardo,perez,3,2017,2018
ricciardo,ocon,2,2017,2018
ricciardo,stroll,5,2017,2018
ricciardo,massa,3,2017,2018
ricciardo,vandoorne,1,2017,2018
ricciardo,alonso,4,2017,2018
ricciardo,kvyat,2,2017,2018
ricciardo,sainz,4,2017,2018
ricciardo,grosjean,2,2017,2018
ricciardo,magnussen,5,2017,2018
ricciardo,hulkenberg,4,2017,2018
ricciardo,ericsson,4,2017,2018
ricciardo,wehrlein,3,2017,2018
ricciardo,gasly,1,2017,2018
ricciardo,hartley,1,2017,2018
verstappen,hamilton,1,2017,2018
verstappen,bottas,2,2017,2018
verstappen,ricciardo,1,2017,2018
verstappen,raikkonen,1,2017,2018
verstappen,perez,2,2017,2018
verstappen,ocon,2,2017,2018
verstappen,massa,1,2017,2018
verstappen,alonso,2,2017,2018
verstappen,kvyat,2,2017,2018
verstappen,sainz,2,2017,2018
verstappen,grosjean,3,2017,2018
verstappen,magnussen,1,2017,2018
verstappen,hulkenberg,2,2017,2018
vettel,bottas,2,2017,2018
vettel,ricciardo,2,2017,2018
vettel,raikkonen,3,2017,2018
vettel,perez,4,2017,2018
vettel,ocon,3,2017,2018
vettel,stroll,3,2017,2018
vettel,massa,1,2017,2018
vettel,vandoorne,2,2017,2018
vettel,alonso,4,2017,2018
vettel,kvyat,1,2017,2018
vettel,sainz,1,2017,2018
vettel,grosjean,2,2017,2018
vettel,magnussen,4,2017,2018
vettel,hulkenberg,3,2017,2018
vettel,wehrlein,1,2017,2018
vettel,gasly,1,2017,2018
vettel,hartley,1,2017,2018
raikkonen,bottas,2,2017,2018
raikkonen,ricciardo,1,2017,2018
raikkonen,perez,2,2017,2018
raikkonen,ocon,3,2017,2018
raikkonen,massa,3,2017,2018
raikkonen,vandoorne,1,2017,2018
raikkonen,alonso,1,2017,2018
raikkonen,sainz,1,2017,2018
raikkonen,grosjean,2,2017,2018
raikkonen,magnussen,1,2017,2018
raikkonen,palmer,1,2017,2018
raikkonen,hulkenberg,3,2017,2018
raikkonen,gasly,1,2017,2018
perez,raikkonen,1,2017,2018
perez,ocon,1,2017,2018
perez,stroll,1,2017,2018
perez,massa,1,2017,2018
perez,vandoorne,2,2017,2018
perez,alonso,3,2017,2018
perez,kvyat,4,2017,2018
perez,sainz,3,2017,2018
perez,grosjean,1,2017,2018
perez,magnussen,2,2017,2018
perez,palmer,3,2017,2018
perez,hulkenberg,1,2017,2018
perez,ericsson,3,2017,2018
perez,wehrlein,1,2017,2018
ocon,bottas,1,2017,2018
ocon,raikkonen,1,2017,2018
ocon,stroll,1,2017,2018
ocon,massa,4,2017,2018
ocon,vandoorne,4,2017,2018
ocon,alonso,4,2017,2018
ocon,kvyat,2,2017,2018
ocon,sainz,2,2017,2018
ocon,grosjean,1,2017,2018
ocon,magnussen,2,2017,2018
ocon,palmer,2,2017,2018
ocon,ericsson,4,2017,2018
ocon,wehrlein,4,2017,2018
stroll,vandoorne,4,2017,2018
stroll,alonso,2,2017,2018
stroll,kvyat,1,2017,2018
stroll,sainz,1,2017,2018
stroll,grosjean,4,2017,2018
stroll,palmer,3,2017,2018
stroll,ericsson,5,2017,2018
stroll,wehrlein,3,2017,2018
stroll,di resta,1,2017,2018
stroll,hartley,2,2017,2018
massa,ricciardo,1,2017,2018
massa,raikkonen,1,2017,2018
massa,perez,1,2017,2018
massa,vandoorne,2,2017,2018
massa,alonso,2,2017,2018
massa,kvyat,1,2017,2018
massa,sainz,1,2017,2018
massa,grosjean,2,2017,2018
massa,magnussen,2,2017,2018
massa,palmer,1,2017,2018
massa,ericsson,1,2017,2018
massa,wehrlein,3,2017,2018
vandoorne,stroll,4,2017,2018
vandoorne,sainz,2,2017,2018
vandoorne,grosjean,1,2017,2018
vandoorne,magnussen,1,2017,2018
vandoorne,palmer,2,2017,2018
vandoorne,ericsson,6,2017,2018
vandoorne,wehrlein,3,2017,2018
vandoorne,hartley,1,2017,2018
alonso,stroll,1,2017,2018
alonso,massa,2,2017,2018
alonso,vandoorne,3,2017,2018
alonso,kvyat,2,2017,2018
alonso,sainz,1,2017,2018
alonso,grosjean,1,2017,2018
alonso,magnussen,2,2017,2018
alonso,palmer,4,2017,2018
alonso,hulkenberg,1,2017,2018
alonso,ericsson,5,2017,2018
alonso,wehrlein,2,2017,2018
kvyat,stroll,1,2017,2018
kvyat,vandoorne,1,2017,2018
kvyat,alonso,1,2017,2018
kvyat,grosjean,1,2017,2018
kvyat,magnussen,2,2017,2018
kvyat,palmer,3,2017,2018
kvyat,hulkenberg,1,2017,2018
kvyat,ericsson,3,2017,2018
sainz,perez,1,2017,2018
sainz,ocon,1,2017,2018
sainz,stroll,2,2017,2018
sainz,vandoorne,1,2017,2018
sainz,alonso,3,2017,2018
sainz,kvyat,1,2017,2018
sainz,palmer,4,2017,2018
sainz,ericsson,3,2017,2018
sainz,wehrlein,3,2017,2018
sainz,gasly,1,2017,2018
grosjean,stroll,2,2017,2018
grosjean,massa,2,2017,2018
grosjean,vandoorne,2,2017,2018
grosjean,alonso,2,2017,2018
grosjean,kvyat,2,2017,2018
grosjean,magnussen,3,2017,2018
grosjean,palmer,3,2017,2018
grosjean,hulkenberg,1,2017,2018
grosjean,ericsson,7,2017,2018
grosjean,wehrlein,6,2017,2018
grosjean,gasly,2,2017,2018
magnussen,perez,1,2017,2018
magnussen,ocon,2,2017,2018
magnussen,stroll,1,2017,2018
magnussen,massa,3,2017,2018
magnussen,vandoorne,2,2017,2018
magnussen,kvyat,2,2017,2018
magnussen,sainz,1,2017,2018
magnussen,palmer,1,2017,2018
magnussen,hulkenberg,1,2017,2018
magnussen,ericsson,5,2017,2018
magnussen,wehrlein,4,2017,2018
magnussen,hartley,1,2017,2018
palmer,bottas,1,2017,2018
palmer,stroll,1,2017,2018
palmer,alonso,2,2017,2018
palmer,kvyat,1,2017,2018
palmer,sainz,1,2017,2018
palmer,magnussen,1,2017,2018
palmer,ericsson,4,2017,2018
palmer,wehrlein,4,2017,2018
hulkenberg,stroll,2,2017,2018
hulkenberg,massa,1,2017,2018
hulkenberg,vandoorne,2,2017,2018
hulkenberg,alonso,2,2017,2018
hulkenberg,sainz,2,2017,2018
hulkenberg,grosjean,1,2017,2018
hulkenberg,magnussen,2,2017,2018
hulkenberg,palmer,1,2017,2018
hulkenberg,ericsson,2,2017,2018
hulkenberg,wehrlein,5,2017,2018
hulkenberg,gasly,2,2017,2018
ericsson,stroll,3,2017,2018
ericsson,vandoorne,2,2017,2018
ericsson,alonso,1,2017,2018
ericsson,wehrlein,5,2017,2018
wehrlein,grosjean,1,2017,2018
wehrlein,magnussen,1,2017,2018
wehrlein,palmer,1,2017,2018
wehrlein,ericsson,7,2017,2018
gasly,stroll,1,2017,2018
gasly,grosjean,2,2017,2018
gasly,ericsson,1,2017,2018
gasly,wehrlein,2,2017,2018
hartley,grosjean,2,2017,2018
hartley,ericsson,2,2017,2018
hartley,wehrlein,1,2017,2018
hamilton,bottas,1,2018,2019
hamilton,verstappen,2,2018,2019
hamilton,vettel,1,2018,2019
hamilton,raikkonen,3,2018,2019
hamilton,perez,1,2018,2019
