overtaker,overtaken,overtaketimes,date
kovalainen,senna,1,2011
liuzzi,perez,1,2011
liuzzi,glock,1,2011
liuzzi,d'ambrosio,2,2011
liuzzi,karikeyan,4,2011
delarosa,glock,1,2011
delarosa,d'ambrosio,1,2011
delarosa,trulli,1,2011
delarosa,buemi,1,2011
karikeyan,glock,1,2011
karikeyan,d'ambrosio,1,2011
karikeyan,liuzzi,1,2011
ricciardo,d'ambrosio,4,2011
ricciardo,liuzzi,1,2011
ricciardo,karikeyan,1,2011
senna,kobayashi,2,2011
senna,petrov,1,2011
senna,sutil,1,2011
senna,barrichello,1,2011
senna,glock,5,2011
senna,d'ambrosio,3,2011
senna,trulli,1,2011
senna,maldonado,2,2011
senna,kovalainen,4,2011
senna,liuzzi,3,2011
senna,buemi,2,2011
senna,ricciardo,1,2011
Maldonado,Alonso,1,2012
Maldonado,Di Resta,2,2012
Maldonado,Petrov,5,2012
Maldonado,Vergne,2,2012
Maldonado,Perez,1,2012
Maldonado,Kovalainen,4,2012
Maldonado,Kobayashi,1,2012
Maldonado,Raikkonen,3,2012
Maldonado,Senna,3,2012
Maldonado,Ricciardo,2,2012
Maldonado,Massa,1,2012
Maldonado,Rosberg,1,2012
Maldonado,Webber,1,2012
Maldonado,Schumacher,2,2012
Maldonado,Grosjean,3,2012
Maldonado,Button,2,2012
Maldonado,Hulkenberg,2,2012
Maldonado,Pic,3,2012
Maldonado,Glock,3,2012
Maldonado,De La Rosa,1,2012
Maldonado,D'Ambrosio,1,2012
Maldonado,Karthikeyan,1,2012
Alonso,Maldonado,5,2012
Alonso,Di Resta,2,2012
Alonso,Petrov,2,2012
Alonso,Vergne,3,2012
Alonso,Perez,5,2012
Alonso,Kovalainen,1,2012
Alonso,Kobayashi,2,2012
Alonso,Raikkonen,3,2012
Alonso,Senna,2,2012
Alonso,Ricciardo,1,2012
Alonso,Vettel,1,2012
Alonso,Massa,1,2012
Alonso,Rosberg,1,2012
Alonso,Webber,4,2012
Alonso,Hamilton,2,2012
Alonso,Schumacher,2,2012
Alonso,Grosjean,1,2012
Alonso,Button,1,2012
Alonso,Hulkenberg,2,2012
Alonso,Pic,1,2012
Alonso,Glock,1,2012
Alonso,De La Rosa,1,2012
Alonso,Karthikeyan,2,2012
Di Resta,Maldonado,3,2012
Di Resta,Alonso,1,2012
Di Resta,Petrov,4,2012
Di Resta,Vergne,3,2012
Di Resta,Perez,3,2012
Di Resta,Kovalainen,4,2012
Di Resta,Raikkonen,3,2012
Di Resta,Senna,1,2012
Di Resta,Ricciardo,3,2012
Di Resta,Massa,1,2012
Di Resta,Rosberg,2,2012
Di Resta,Webber,1,2012
Di Resta,Schumacher,3,2012
Di Resta,Grosjean,1,2012
Di Resta,Hulkenberg,1,2012
Di Resta,Pic,1,2012
Di Resta,Glock,5,2012
Di Resta,De La Rosa,4,2012
Di Resta,D'Ambrosio,1,2012
Di Resta,Karthikeyan,2,2012
Petrov,Maldonado,1,2012
Petrov,Kovalainen,7,2012
Petrov,Ricciardo,1,2012
Petrov,Massa,1,2012
Petrov,Rosberg,1,2012
Petrov,Pic,8,2012
Petrov,Glock,7,2012
Petrov,De La Rosa,8,2012
Petrov,Karthikeyan,4,2012
Vergne,Maldonado,2,2012
Vergne,Di Resta,5,2012
Vergne,Petrov,6,2012
Vergne,Perez,2,2012
Vergne,Kovalainen,9,2012
Vergne,Senna,4,2012
Vergne,Ricciardo,8,2012
Vergne,Massa,2,2012
Vergne,Rosberg,3,2012
Vergne,Schumacher,1,2012
Vergne,Pic,8,2012
Vergne,Glock,7,2012
Vergne,De La Rosa,5,2012
Vergne,Karthikeyan,5,2012
Perez,Maldonado,3,2012
Perez,Alonso,3,2012
Perez,Di Resta,3,2012
Perez,Petrov,2,2012
Perez,Vergne,5,2012
Perez,Kovalainen,2,2012
Perez,Kobayashi,6,2012
Perez,Raikkonen,4,2012
Perez,Senna,3,2012
Perez,Ricciardo,2,2012
Perez,Massa,3,2012
Perez,Rosberg,3,2012
Perez,Hamilton,1,2012
Perez,Schumacher,2,2012
Perez,Grosjean,3,2012
Perez,Button,1,2012
Perez,Hulkenberg,1,2012
Perez,Pic,5,2012
Perez,Glock,3,2012
Perez,De La Rosa,3,2012
Perez,Karthikeyan,2,2012
Kovalainen,Petrov,3,2012
Kovalainen,Perez,1,2012
Kovalainen,Senna,1,2012
Kovalainen,Ricciardo,2,2012
Kovalainen,Rosberg,2,2012
Kovalainen,Pic,7,2012
Kovalainen,Glock,8,2012
Kovalainen,De La Rosa,14,2012
Kovalainen,Karthikeyan,6,2012
Kobayashi,Maldonado,1,2012
Kobayashi,Alonso,1,2012
Kobayashi,Di Resta,3,2012
Kobayashi,Petrov,2,2012
Kobayashi,Vergne,2,2012
Kobayashi,Perez,3,2012
Kobayashi,Kovalainen,6,2012
Kobayashi,Raikkonen,4,2012
Kobayashi,Senna,3,2012
Kobayashi,Ricciardo,5,2012
Kobayashi,Vettel,1,2012
Kobayashi,Massa,2,2012
Kobayashi,Rosberg,2,2012
Kobayashi,Webber,1,2012
Kobayashi,Schumacher,3,2012
Kobayashi,Grosjean,1,2012
Kobayashi,Button,3,2012
Kobayashi,Hulkenberg,2,2012
Kobayashi,Pic,6,2012
Kobayashi,Glock,4,2012
Kobayashi,De La Rosa,8,2012
Kobayashi,D'Ambrosio,1,2012
Kobayashi,Karthikeyan,5,2012
Raikkonen,Maldonado,2,2012
Raikkonen,Alonso,1,2012
Raikkonen,Di Resta,2,2012
Raikkonen,Petrov,2,2012
Raikkonen,Vergne,1,2012
Raikkonen,Perez,3,2012
Raikkonen,Kovalainen,4,2012
Raikkonen,Kobayashi,2,2012
Raikkonen,Senna,1,2012
Raikkonen,Ricciardo,3,2012
Raikkonen,Massa,4,2012
Raikkonen,Rosberg,3,2012
Raikkonen,Webber,2,2012
Raikkonen,Hamilton,2,2012
Raikkonen,Schumacher,7,2012
Raikkonen,Button,2,2012
Raikkonen,Hulkenberg,3,2012
Raikkonen,Pic,2,2012
Raikkonen,D'Ambrosio,1,2012
Raikkonen,Karthikeyan,1,2012
Senna,Maldonado,1,2012
Senna,Di Resta,3,2012
Senna,Petrov,2,2012
Senna,Vergne,1,2012
Senna,Perez,1,2012
Senna,Kovalainen,6,2012
Senna,Kobayashi,2,2012
Senna,Raikkonen,1,2012
Senna,Ricciardo,4,2012
Senna,Massa,1,2012
Senna,Rosberg,2,2012
Senna,Schumacher,2,2012
Senna,Grosjean,2,2012
Senna,Button,1,2012
Senna,Hulkenberg,2,2012
Senna,Pic,6,2012
Senna,Glock,4,2012
Senna,De La Rosa,4,2012
Senna,Karthikeyan,4,2012
Ricciardo,Maldonado,3,2012
Ricciardo,Di Resta,4,2012
Ricciardo,Petrov,4,2012
Ricciardo,Vergne,6,2012
Ricciardo,Perez,2,2012
Ricciardo,Kovalainen,5,2012
Ricciardo,Kobayashi,2,2012
Ricciardo,Raikkonen,2,2012
Ricciardo,Senna,8,2012
Ricciardo,Massa,2,2012
Ricciardo,Rosberg,5,2012
Ricciardo,Schumacher,3,2012
Ricciardo,Grosjean,1,2012
Ricciardo,Pic,3,2012
Ricciardo,Glock,5,2012
Ricciardo,De La Rosa,3,2012
Ricciardo,Karthikeyan,4,2012
Vettel,Alonso,1,2012
Vettel,Di Resta,3,2012
Vettel,Petrov,4,2012
Vettel,Vergne,4,2012
Vettel,Perez,3,2012
Vettel,Kovalainen,5,2012
Vettel,Kobayashi,4,2012
Vettel,Raikkonen,3,2012
Vettel,Senna,4,2012
Vettel,Ricciardo,6,2012
Vettel,Massa,3,2012
Vettel,Rosberg,6,2012
Vettel,Webber,4,2012
Vettel,Hamilton,2,2012
Vettel,Schumacher,2,2012
Vettel,Grosjean,1,2012
Vettel,Button,4,2012
Vettel,Hulkenberg,1,2012
Vettel,Pic,3,2012
Vettel,Glock,4,2012
Vettel,De La Rosa,3,2012
Vettel,Karthikeyan,3,2012
Massa,Maldonado,2,2012
Massa,Di Resta,5,2012
Massa,Petrov,6,2012
Massa,Vergne,4,2012
Massa,Perez,2,2012
Massa,Kovalainen,3,2012
Massa,Kobayashi,2,2012
Massa,Raikkonen,5,2012
Massa,Senna,4,2012
Massa,Ricciardo,5,2012
Massa,Vettel,1,2012
Massa,Rosberg,3,2012
Massa,Webber,2,2012
Massa,Hamilton,1,2012
Massa,Schumacher,3,2012
Massa,Button,1,2012
Massa,Hulkenberg,1,2012
Massa,Pic,4,2012
Massa,Glock,4,2012
Massa,De La Rosa,4,2012
Massa,Karthikeyan,3,2012
Rosberg,Maldonado,2,2012
Rosberg,Alonso,2,2012
Rosberg,Di Resta,5,2012
Rosberg,Petrov,4,2012
Rosberg,Vergne,3,2012
Rosberg,Perez,4,2012
Rosberg,Kovalainen,3,2012
Rosberg,Kobayashi,5,2012
Rosberg,Raikkonen,4,2012
Rosberg,Senna,3,2012
Rosberg,Ricciardo,3,2012
Rosberg,Massa,2,2012
Rosberg,Hamilton,1,2012
Rosberg,Button,2,2012
Rosberg,Pic,2,2012
Rosberg,De La Rosa,3,2012
Rosberg,D'Ambrosio,1,2012
Rosberg,Karthikeyan,3,2012
Webber,Maldonado,2,2012
Webber,Alonso,1,2012
Webber,Di Resta,5,2012
Webber,Petrov,7,2012
Webber,Vergne,3,2012
Webber,Perez,3,2012
Webber,Kovalainen,4,2012
Webber,Kobayashi,4,2012
Webber,Raikkonen,2,2012
Webber,Senna,2,2012
Webber,Ricciardo,7,2012
Webber,Vettel,2,2012
Webber,Massa,3,2012
Webber,Rosberg,5,2012
Webber,Schumacher,1,2012
Webber,Grosjean,1,2012
Webber,Button,1,2012
Webber,Hulkenberg,3,2012
Webber,Pic,5,2012
Webber,Glock,5,2012
Webber,De La Rosa,3,2012
Webber,D'Ambrosio,1,2012
Webber,Karthikeyan,4,2012
Hamilton,Maldonado,2,2012
Hamilton,Alonso,4,2012
Hamilton,Di Resta,3,2012
Hamilton,Petrov,2,2012
Hamilton,Vergne,2,2012
Hamilton,Perez,3,2012
Hamilton,Kovalainen,3,2012
Hamilton,Kobayashi,1,2012
Hamilton,Raikkonen,4,2012
Hamilton,Senna,4,2012
Hamilton,Ricciardo,4,2012
Hamilton,Vettel,3,2012
Hamilton,Massa,2,2012
Hamilton,Rosberg,3,2012
Hamilton,Webber,2,2012
Hamilton,Schumacher,2,2012
Hamilton,Button,4,2012
Hamilton,Hulkenberg,2,2012
Hamilton,Glock,1,2012
Hamilton,De La Rosa,1,2012
Hamilton,Karthikeyan,2,2012
Schumacher,Di Resta,4,2012
Schumacher,Petrov,6,2012
Schumacher,Vergne,3,2012
Schumacher,Perez,1,2012
Schumacher,Kovalainen,3,2012
Schumacher,Kobayashi,4,2012
Schumacher,Raikkonen,3,2012
Schumacher,Senna,1,2012
Schumacher,Ricciardo,6,2012
Schumacher,Rosberg,1,2012
Schumacher,Webber,2,2012
Schumacher,Hamilton,1,2012
Schumacher,Button,1,2012
Schumacher,Hulkenberg,5,2012
Schumacher,Pic,3,2012
Schumacher,Glock,5,2012
Schumacher,De La Rosa,2,2012
Schumacher,D'Ambrosio,1,2012
Schumacher,Karthikeyan,2,2012
Grosjean,Maldonado,3,2012
Grosjean,Alonso,1,2012
Grosjean,Di Resta,2,2012
Grosjean,Petrov,4,2012
Grosjean,Perez,2,2012
Grosjean,Kovalainen,7,2012
Grosjean,Kobayashi,1,2012
Grosjean,Raikkonen,2,2012
Grosjean,Senna,3,2012
Grosjean,Ricciardo,2,2012
Grosjean,Rosberg,5,2012
Grosjean,Webber,1,2012
Grosjean,Hamilton,3,2012
Grosjean,Schumacher,1,2012
Grosjean,Button,2,2012
Grosjean,Hulkenberg,1,2012
Grosjean,Pic,8,2012
Grosjean,Glock,5,2012
Grosjean,De La Rosa,2,2012
Grosjean,Karthikeyan,3,2012
Button,Maldonado,5,2012
Button,Alonso,2,2012
Button,Di Resta,2,2012
Button,Petrov,1,2012
Button,Vergne,2,2012
Button,Perez,3,2012
Button,Kovalainen,1,2012
Button,Kobayashi,1,2012
Button,Raikkonen,2,2012
Button,Senna,5,2012
Button,Ricciardo,1,2012
Button,Vettel,2,2012
Button,Massa,3,2012
Button,Rosberg,4,2012
Button,Hamilton,2,2012
Button,Schumacher,4,2012
Button,Grosjean,3,2012
Button,Hulkenberg,2,2012
Button,Glock,2,2012
Hulkenberg,Maldonado,3,2012
Hulkenberg,Di Resta,2,2012
Hulkenberg,Petrov,4,2012
Hulkenberg,Vergne,2,2012
Hulkenberg,Perez,2,2012
Hulkenberg,Kovalainen,6,2012
Hulkenberg,Kobayashi,2,2012
Hulkenberg,Raikkonen,2,2012
Hulkenberg,Senna,3,2012
Hulkenberg,Ricciardo,3,2012
Hulkenberg,Massa,1,2012
Hulkenberg,Rosberg,2,2012
Hulkenberg,Webber,2,2012
Hulkenberg,Hamilton,1,2012
Hulkenberg,Schumacher,4,2012
Hulkenberg,Grosjean,1,2012
Hulkenberg,Button,2,2012
Hulkenberg,Pic,4,2012
Hulkenberg,Glock,2,2012
Hulkenberg,De La Rosa,2,2012
Hulkenberg,D'Ambrosio,1,2012
Hulkenberg,Karthikeyan,2,2012
MaldoLanado,Karthikeyan,1,2012
Pic,Kovalainen,2,2012
Pic,Glock,2,2012
Pic,De La Rosa,5,2012
Pic,Karthikeyan,5,2012
Glock,Petrov,3,2012
Glock,Kovalainen,1,2012
Glock,Pic,2,2012
Glock,De La Rosa,4,2012
Glock,Karthikeyan,2,2012
De La Rosa,Kovalainen,1,2012
De La Rosa,Pic,1,2012
De La Rosa,Glock,1,2012
De La Rosa,Karthikeyan,3,2012
D'Ambrosio,Petrov,1,2012
D'Ambrosio,Kovalainen,1,2012
Karthikeyan,Pic,1,2012
Gutierrez,Bianchi,4,2013
Gutierrez,Van Der Garde,5,2013
Gutierrez,Pic,2,2013
Gutierrez,Vergne,7,2013
Gutierrez,Maldonado,5,2013
Gutierrez,Ricciardo,2,2013
Gutierrez,Alonso,1,2013
Gutierrez,Bottas,6,2013
Gutierrez,Chilton,4,2013
Gutierrez,Hamilton,2,2013
Gutierrez,Sutil,1,2013
Gutierrez,Kovalainen,2,2013
Bianchi,Van Der Garde,2,2013
Bianchi,Pic,2,2013
Bianchi,Maldonado,1,2013
Bianchi,Chilton,2,2013
Van Der Garde,Bianchi,5,2013
Van Der Garde,Pic,1,2013
Van Der Garde,Bottas,3,2013
Van Der Garde,Chilton,5,2013
Pic,Gutierrez,1,2013
Pic,Bianchi,4,2013
Pic,Van Der Garde,6,2013
Pic,Ricciardo,1,2013
Pic,Bottas,1,2013
Pic,Chilton,11,2013
Vergne,Gutierrez,3,2013
Vergne,Bianchi,5,2013
Vergne,Van Der Garde,9,2013
Vergne,Pic,4,2013
Vergne,Maldonado,3,2013
Vergne,Ricciardo,2,2013
Vergne,Button,1,2013
Vergne,Grosjean,1,2013
Vergne,Raikkonen,1,2013
Vergne,Bottas,9,2013
Vergne,Chilton,9,2013
Vergne,Hulkenberg,1,2013
Vergne,Sutil,1,2013
Vergne,Di Resta,1,2013
Maldonado,Gutierrez,1,2013
Maldonado,Bianchi,4,2013
Maldonado,Van Der Garde,4,2013
Maldonado,Pic,3,2013
Maldonado,Vergne,3,2013
Maldonado,Ricciardo,2,2013
Maldonado,Button,1,2013
Maldonado,Grosjean,1,2013
Maldonado,Massa,1,2013
Maldonado,Bottas,5,2013
Maldonado,Chilton,5,2013
Maldonado,Hamilton,1,2013
Maldonado,Sutil,1,2013
Maldonado,Di Resta,1,2013
Maldonado,Kovalainen,1,2013
Perez,Gutierrez,5,2013
Perez,Bianchi,1,2013
Perez,Vergne,4,2013
Perez,Maldonado,6,2013
Perez,Ricciardo,1,2013
Perez,Button,4,2013
Perez,Webber,1,2013
Perez,Grosjean,2,2013
Perez,Vettel,1,2013
Perez,Massa,2,2013
Perez,Raikkonen,3,2013
Perez,Alonso,1,2013
Perez,Bottas,5,2013
Perez,Hamilton,2,2013
Perez,Rosberg,2,2013
Perez,Hulkenberg,2,2013
Perez,Sutil,3,2013
Perez,Di Resta,2,2013
Perez,Kovalainen,1,2013
Ricciardo,Gutierrez,2,2013
Ricciardo,Bianchi,2,2013
Ricciardo,Van Der Garde,3,2013
Ricciardo,Pic,1,2013
Ricciardo,Vergne,5,2013
Ricciardo,Maldonado,6,2013
Ricciardo,Perez,5,2013
Ricciardo,Grosjean,2,2013
Ricciardo,Massa,1,2013
Ricciardo,Bottas,6,2013
Ricciardo,Chilton,2,2013
Ricciardo,Hamilton,1,2013
Ricciardo,Hulkenberg,3,2013
Ricciardo,Sutil,2,2013
Ricciardo,Di Resta,3,2013
Button,Gutierrez,5,2013
Button,Bianchi,1,2013
Button,Van Der Garde,1,2013
Button,Pic,3,2013
Button,Vergne,4,2013
Button,Maldonado,7,2013
Button,Perez,2,2013
Button,Ricciardo,4,2013
Button,Grosjean,2,2013
Button,Massa,5,2013
Button,Raikkonen,1,2013
Button,Alonso,1,2013
Button,Bottas,4,2013
Button,Chilton,4,2013
Button,Hamilton,3,2013
Button,Rosberg,4,2013
Button,Hulkenberg,2,2013
Button,Sutil,2,2013
Button,Di Resta,1,2013
Webber,Gutierrez,5,2013
Webber,Van Der Garde,1,2013
Webber,Pic,3,2013
Webber,Vergne,2,2013
Webber,Maldonado,4,2013
Webber,Perez,6,2013
Webber,Ricciardo,5,2013
Webber,Button,6,2013
Webber,Grosjean,3,2013
Webber,Raikkonen,2,2013
Webber,Alonso,5,2013
Webber,Bottas,5,2013
Webber,Chilton,3,2013
Webber,Hamilton,5,2013
Webber,Rosberg,4,2013
Webber,Hulkenberg,4,2013
Webber,Sutil,3,2013
Webber,Di Resta,3,2013
Grosjean,Gutierrez,4,2013
Grosjean,Van Der Garde,1,2013
Grosjean,Pic,2,2013
Grosjean,Vergne,1,2013
Grosjean,Maldonado,3,2013
Grosjean,Perez,5,2013
Grosjean,Ricciardo,4,2013
Grosjean,Button,6,2013
Grosjean,Webber,1,2013
Grosjean,Vettel,1,2013
Grosjean,Massa,2,2013
Grosjean,Raikkonen,2,2013
Grosjean,Bottas,1,2013
Grosjean,Chilton,1,2013
Grosjean,Hamilton,3,2013
Grosjean,Rosberg,3,2013
Grosjean,Hulkenberg,2,2013
Grosjean,Sutil,4,2013
Grosjean,Di Resta,1,2013
Vettel,Gutierrez,1,2013
Vettel,Bianchi,1,2013
Vettel,Maldonado,1,2013
Vettel,Perez,4,2013
Vettel,Ricciardo,1,2013
Vettel,Button,6,2013
Vettel,Webber,1,2013
Vettel,Grosjean,4,2013
Vettel,Massa,2,2013
Vettel,Raikkonen,1,2013
Vettel,Bottas,2,2013
Vettel,Chilton,1,2013
Vettel,Hamilton,3,2013
Vettel,Rosberg,4,2013
Vettel,Hulkenberg,2,2013
Vettel,Sutil,2,2013
Vettel,Di Resta,1,2013
Massa,Gutierrez,5,2013
Massa,Bianchi,2,2013
Massa,Van Der Garde,3,2013
Massa,Pic,2,2013
Massa,Vergne,3,2013
Massa,Maldonado,8,2013
Massa,Perez,8,2013
Massa,Ricciardo,5,2013
Massa,Button,4,2013
Massa,Webber,1,2013
Massa,Grosjean,5,2013
Massa,Raikkonen,3,2013
Massa,Bottas,8,2013
Massa,Chilton,2,2013
Massa,Hamilton,4,2013
Massa,Rosberg,4,2013
Massa,Hulkenberg,5,2013
Massa,Sutil,2,2013
Massa,Di Resta,2,2013
Raikkonen,Gutierrez,5,2013
Raikkonen,Bianchi,1,2013
Raikkonen,Van Der Garde,2,2013
Raikkonen,Pic,1,2013
Raikkonen,Vergne,1,2013
Raikkonen,Maldonado,2,2013
Raikkonen,Perez,8,2013
Raikkonen,Ricciardo,5,2013
Raikkonen,Button,5,2013
Raikkonen,Grosjean,4,2013
Raikkonen,Vettel,1,2013
Raikkonen,Massa,1,2013
Raikkonen,Alonso,1,2013
Raikkonen,Bottas,5,2013
Raikkonen,Chilton,3,2013
Raikkonen,Hamilton,5,2013
Raikkonen,Rosberg,2,2013
Raikkonen,Hulkenberg,5,2013
Raikkonen,Sutil,3,2013
Raikkonen,Di Resta,5,2013
Alonso,Gutierrez,4,2013
Alonso,Bianchi,1,2013
Alonso,Vergne,4,2013
Alonso,Maldonado,2,2013
Alonso,Perez,4,2013
Alonso,Ricciardo,4,2013
Alonso,Button,8,2013
Alonso,Webber,2,2013
Alonso,Grosjean,3,2013
Alonso,Vettel,2,2013
Alonso,Massa,1,2013
Alonso,Raikkonen,3,2013
Alonso,Bottas,3,2013
Alonso,Chilton,1,2013
Alonso,Hamilton,6,2013
Alonso,Rosberg,8,2013
Alonso,Hulkenberg,5,2013
Alonso,Sutil,4,2013
Alonso,Di Resta,3,2013
Bottas,Gutierrez,4,2013
Bottas,Bianchi,4,2013
Bottas,Van Der Garde,9,2013
Bottas,Pic,3,2013
Bottas,Vergne,3,2013
Bottas,Maldonado,2,2013
Bottas,Ricciardo,4,2013
Bottas,Button,2,2013
Bottas,Massa,1,2013
Bottas,Chilton,4,2013
Chilton,Bianchi,1,2013
Chilton,Van Der Garde,4,2013
Chilton,Pic,2,2013
Hamilton,Gutierrez,3,2013
Hamilton,Van Der Garde,2,2013
Hamilton,Vergne,2,2013
Hamilton,Maldonado,2,2013
Hamilton,Perez,5,2013
Hamilton,Ricciardo,6,2013
Hamilton,Button,8,2013
Hamilton,Webber,6,2013
Hamilton,Grosjean,3,2013
Hamilton,Raikkonen,3,2013
Hamilton,Bottas,3,2013
Hamilton,Chilton,2,2013
Hamilton,Rosberg,6,2013
Hamilton,Hulkenberg,4,2013
Hamilton,Sutil,5,2013
Hamilton,Di Resta,3,2013
Rosberg,Gutierrez,3,2013
Rosberg,Pic,1,2013
Rosberg,Vergne,2,2013
Rosberg,Maldonado,3,2013
Rosberg,Perez,3,2013
Rosberg,Ricciardo,4,2013
Rosberg,Button,6,2013
Rosberg,Webber,1,2013
Rosberg,Grosjean,1,2013
Rosberg,Massa,2,2013
Rosberg,Raikkonen,1,2013
Rosberg,Alonso,1,2013
Rosberg,Bottas,4,2013
Rosberg,Chilton,1,2013
Rosberg,Hamilton,3,2013
Rosberg,Hulkenberg,3,2013
Rosberg,Sutil,3,2013
Rosberg,Di Resta,2,2013
Hulkenberg,Gutierrez,2,2013
Hulkenberg,Bianchi,2,2013
Hulkenberg,Van Der Garde,1,2013
Hulkenberg,Pic,1,2013
Hulkenberg,Vergne,3,2013
Hulkenberg,Maldonado,4,2013
Hulkenberg,Perez,3,2013
Hulkenberg,Ricciardo,5,2013
Hulkenberg,Button,2,2013
Hulkenberg,Grosjean,2,2013
Hulkenberg,Vettel,1,2013
Hulkenberg,Massa,2,2013
Hulkenberg,Alonso,1,2013
Hulkenberg,Bottas,9,2013
Hulkenberg,Chilton,2,2013
Hulkenberg,Hamilton,2,2013
Hulkenberg,Rosberg,3,2013
Hulkenberg,Sutil,5,2013
Hulkenberg,Di Resta,3,2013
Sutil,Gutierrez,8,2013
Sutil,Bianchi,3,2013
Sutil,Van Der Garde,4,2013
Sutil,Pic,4,2013
Sutil,Vergne,3,2013
Sutil,Maldonado,1,2013
Sutil,Perez,2,2013
Sutil,Ricciardo,1,2013
Sutil,Button,2,2013
Sutil,Grosjean,1,2013
Sutil,Vettel,1,2013
Sutil,Massa,2,2013
Sutil,Alonso,1,2013
Sutil,Bottas,8,2013
Sutil,Chilton,4,2013
Sutil,Hamilton,1,2013
Sutil,Hulkenberg,2,2013
Sutil,Di Resta,1,2013
Sutil,Kovalainen,1,2013
Di Resta,Gutierrez,3,2013
Di Resta,Bianchi,4,2013
Di Resta,Van Der Garde,2,2013
Di Resta,Vergne,2,2013
Di Resta,Maldonado,7,2013
Di Resta,Perez,1,2013
Di Resta,Ricciardo,1,2013
Di Resta,Button,4,2013
Di Resta,Grosjean,2,2013
Di Resta,Massa,1,2013
Di Resta,Bottas,4,2013
Di Resta,Chilton,4,2013
Di Resta,Hamilton,3,2013
Di Resta,Rosberg,1,2013
Di Resta,Hulkenberg,2,2013
Di Resta,Sutil,3,2013
Di Resta,Kovalainen,3,2013
Kovalainen,Bianchi,1,2013
Kovalainen,Van Der Garde,1,2013
Kovalainen,Pic,1,2013
Kovalainen,Vergne,1,2013
Kovalainen,Maldonado,1,2013
Kovalainen,Bottas,1,2013
Kovalainen,Di Resta,1,2013
Vettel,Riccianlo,1,2014
Vettel,Rosberg,1,2014
Vettel,Alonso,4,2014
Vettel,Raikkonen,5,2014
Vettel,Grosjean,3,2014
Vettel,Maldonaldo,3,2014
Vettel,Button,5,2014
Vettel,Magnussen,7,2014
Vettel,Hulkenberg,2,2014
Vettel,Perez,2,2014
Vettel,Sutil,2,2014
Vettel,Gutierrez,3,2014
Vettel,Vergne,4,2014
Vettel,Kvyat,4,2014
Vettel,Massa,2,2014
Vettel,Bottas,4,2014
Vettel,Bianchi,1,2014
Vettel,Chilton,1,2014
Vettel,Kobayashi,2,2014
Riccianlo,Vettel,3,2014
Riccianlo,Rosberg,1,2014
Riccianlo,Hamilton,1,2014
Riccianlo,Alonso,5,2014
Riccianlo,Raikkonen,4,2014
Riccianlo,Grosjean,3,2014
Riccianlo,Maldonaldo,3,2014
Riccianlo,Button,6,2014
Riccianlo,Magnussen,5,2014
Riccianlo,Hulkenberg,7,2014
Riccianlo,Perez,4,2014
Riccianlo,Sutil,3,2014
Riccianlo,Gutierrez,2,2014
Riccianlo,Vergne,3,2014
Riccianlo,Kvyat,3,2014
Riccianlo,Massa,1,2014
Riccianlo,Bottas,2,2014
Riccianlo,Bianchi,2,2014
Riccianlo,Chilton,1,2014
Riccianlo,Kobayashi,1,2014
Riccianlo,Ericsson,2,2014
Rosberg,Vettel,1,2014
Rosberg,Hamilton,1,2014
Rosberg,Alonso,2,2014
Rosberg,Raikkonen,4,2014
Rosberg,Grosjean,2,2014
Rosberg,Maldonaldo,2,2014
Rosberg,Button,3,2014
Rosberg,Hulkenberg,2,2014
Rosberg,Perez,3,2014
Rosberg,Sutil,2,2014
Rosberg,Gutierrez,2,2014
Rosberg,Vergne,2,2014
Rosberg,Kvyat,2,2014
Rosberg,Massa,2,2014
Rosberg,Bottas,3,2014
Rosberg,Kobayashi,1,2014
Rosberg,Ericsson,1,2014
Hamilton,Vettel,2,2014
Hamilton,Riccianlo,2,2014
Hamilton,Rosberg,4,2014
Hamilton,Alonso,2,2014
Hamilton,Raikkonen,2,2014
Hamilton,Grosjean,4,2014
Hamilton,Maldonaldo,2,2014
Hamilton,Button,2,2014
Hamilton,Magnussen,2,2014
Hamilton,Hulkenberg,3,2014
Hamilton,Perez,3,2014
Hamilton,Sutil,1,2014
Hamilton,Gutierrez,2,2014
Hamilton,Vergne,2,2014
Hamilton,Kvyat,1,2014
Hamilton,Massa,2,2014
Hamilton,Bottas,1,2014
Hamilton,Bianchi,1,2014
Hamilton,Chilton,3,2014
Hamilton,Kobayashi,1,2014
Hamilton,Ericsson,2,2014
Alonso,Vettel,5,2014
Alonso,Riccianlo,3,2014
Alonso,Rosberg,1,2014
Alonso,Raikkonen,4,2014
Alonso,Grosjean,3,2014
Alonso,Maldonaldo,2,2014
Alonso,Button,5,2014
Alonso,Magnussen,5,2014
Alonso,Hulkenberg,5,2014
Alonso,Perez,1,2014
Alonso,Sutil,3,2014
Alonso,Gutierrez,1,2014
Alonso,Vergne,2,2014
Alonso,Kvyat,3,2014
Alonso,Bottas,2,2014
Alonso,Bianchi,1,2014
Alonso,Kobayashi,2,2014
Alonso,Stevens,1,2014
Raikkonen,Alonso,1,2014
Raikkonen,Grosjean,4,2014
Raikkonen,Maldonaldo,4,2014
Raikkonen,Button,2,2014
Raikkonen,Magnussen,2,2014
Raikkonen,Hulkenberg,1,2014
Raikkonen,Perez,2,2014
Raikkonen,Sutil,2,2014
Raikkonen,Gutierrez,5,2014
Raikkonen,Vergne,6,2014
