overtaker,overtaken,overtaketimes,date
panis,salo,2,1995
panis,schiatarella,1,1995
panis,wendlinger,1,1995
panis,mansell,1,1995
inoue,moreno,2,1995
inoue,martini,1,1995
inoue,badoer,1,1995
inoue,diniz,2,1995
inoue,boullion,1,1995
inoue,lavaggi,1,1995
herbert,katayama,1,1995
herbert,barrichello,1,1995
herbert,badoer,2,1995
herbert,suzuki,1,1995
herbert,frentzen,3,1995
herbert,irvine,2,1995
herbert,hakkinen,1,1995
herbert,lamy,2,1995
herbert,berger,2,1995
herbert,hill,1,1995
herbert,irvinel,1,1995
herbert,schiattarell,1,1995
verstappen,katayama,2,1995
verstappen,herbert,1,1995
verstappen,frentzen,1,1995
verstappen,salo,1,1995
coulthard,herbert,2,1995
coulthard,irvine,2,1995
coulthard,hakkinen,1,1995
coulthard,berger,1,1995
coulthard,schumacher,1,1995
moreno,montermini,2,1995
moreno,inoue,1,1995
moreno,diniz,6,1995
moreno,deletraz,1,1995
diniz,montermini,1,1995
diniz,moreno,3,1995
diniz,inoue,1,1995
diniz,blundell,1,1995
diniz,deletraz,1,1995
diniz,hakkinen,1,1995
mansell,katayama,1,1995
mansell,herbert,1,1995
mansell,panis,1,1995
wendlinger,montermini,1,1995
wendlinger,gachot,1,1995
wendlinger,moreno,2,1995
wendlinger,inoue,2,1995
wendlinger,martini,1,1995
wendlinger,badoer,1,1995
wendlinger,diniz,2,1995
wendlinger,suzuki,1,1995
wendlinger,lamy,2,1995
montermini,gachot,1,1995
montermini,moreno,2,1995
montermini,inoue,1,1995
montermini,badoer,1,1995
montermini,blundell,1,1995
montermini,diniz,4,1995
montermini,papis,1,1995
montermini,deletraz,1,1995
montermini,hakkinen,1,1995
martini,katayama,1,1995
martini,herbert,1,1995
martini,gachot,1,1995
martini,moreno,1,1995
martini,suzuki,1,1995
brundle,alesi,1,1995
brundle,badoer,1,1995
brundle,blundell,1,1995
brundle,salo,1,1995
brundle,verstappen,1,1995
brundle,berger,1,1995
boullion,katayama,1,1995
boullion,inoue,2,1995
boullion,martini,1,1995
boullion,badoer,4,1995
boullion,diniz,1,1995
boullion,lavaggi,1,1995
boullion,papis,2,1995
boullion,salo,1,1995
boullion,irvine,1,1995
frentzen,herbert,3,1995
frentzen,barrichello,2,1995
frentzen,badoer,2,1995
frentzen,blundell,3,1995
frentzen,boullion,1,1995
frentzen,irvine,1,1995
frentzen,brundle,1,1995
frentzen,hakkinen,1,1995
frentzen,lamy,1,1995
frentzen,irvinel,1,1995
papis,montermini,1,1995
papis,inoue,1,1995
papis,blundell,1,1995
papis,hakkinen,1,1995
lamy,katayama,2,1995
lamy,inoue,1,1995
lamy,boullion,1,1995
lamy,papis,1,1995
lamy,berger,1,1995
deletraz,blundell,1,1995
deletraz,diniz,1,1995
tarquini,hakkinen,1,1995
magnussen,lamy,1,1995
hamilton,bourdais,1,2009
hamilton,fisichella,2,2009
hamilton,buemi,1,2009
hamilton,piquet,2,2009
hamilton,glock,1,2009
hamilton,rosberg,2,2009
hamilton,alguersuari,1,2009
hamilton,grosjean,1,2009
hamilton,barrichello,1,2009
hamilton,kubica,1,2009
hamilton,alonso,1,2009
hamilton,webber,2,2009
hamilton,trulli,3,2009
hamilton,raikkonen,4,2009
hamilton,heidfeld,1,2009
hamilton,kovalainen,1,2009
trulli,bourdais,1,2009
trulli,buemi,1,2009
trulli,rosberg,2,2009
trulli,barrichello,1,2009
trulli,alonso,1,2009
alonso,bourdais,1,2009
alonso,fisichella,1,2009
alonso,buemi,1,2009
alonso,piquet,2,2009
alonso,glock,2,2009
alonso,rosberg,2,2009
alonso,webber,2,2009
alonso,trulli,2,2009
alonso,raikkonen,1,2009
alonso,heidfeld,1,2009
alonso,kovalainen,1,2009
alonso,vettel,1,2009
alonso,liuzzi,1,2009
alonso,kobayashi,1,2009
alonso,hamilton,1,2009
alonso,massa,1,2009
alonso,nakajima,2,2009
alonso,sutil,1,2009
glock,bourdais,2,2009
glock,fisichella,1,2009
glock,piquet,2,2009
glock,rosberg,1,2009
glock,kubica,1,2009
glock,webber,2,2009
glock,trulli,2,2009
glock,raikkonen,2,2009
glock,heidfeld,5,2009
glock,hamilton,1,2009
glock,massa,1,2009
glock,nakajima,1,2009
rosberg,alguersuari,1,2009
rosberg,trulli,1,2009
rosberg,raikkonen,1,2009
rosberg,vettel,1,2009
rosberg,massa,1,2009
rosberg,sutil,1,2009
barrichello,bourdais,1,2009
barrichello,buemi,1,2009
barrichello,piquet,2,2009
barrichello,glock,1,2009
barrichello,rosberg,3,2009
barrichello,alonso,1,2009
barrichello,webber,1,2009
barrichello,trulli,2,2009
barrichello,raikkonen,1,2009
barrichello,kovalainen,1,2009
barrichello,hamilton,1,2009
barrichello,nakajima,1,2009
barrichello,badoer,1,2009
buemi,bourdais,1,2009
buemi,fisichella,2,2009
buemi,rosberg,1,2009
buemi,grosjean,1,2009
buemi,trulli,2,2009
buemi,raikkonen,2,2009
buemi,heidfeld,1,2009
buemi,hamilton,1,2009
sutil,bourdais,1,2009
sutil,fisichella,3,2009
sutil,piquet,2,2009
sutil,rosberg,2,2009
sutil,grosjean,2,2009
sutil,kubica,3,2009
sutil,trulli,1,2009
sutil,heidfeld,2,2009
sutil,liuzzi,1,2009
sutil,hamilton,2,2009
sutil,nakajima,1,2009
sutil,badoer,1,2009
heidfeld,bourdais,1,2009
heidfeld,fisichella,2,2009
heidfeld,buemi,1,2009
heidfeld,rosberg,1,2009
heidfeld,alguersuari,1,2009
heidfeld,grosjean,1,2009
heidfeld,kubica,1,2009
heidfeld,webber,1,2009
kubica,fisichella,3,2009
kubica,piquet,1,2009
kubica,rosberg,3,2009
kubica,heidfeld,2,2009
kubica,kovalainen,1,2009
kubica,vettel,1,2009
kubica,hamilton,1,2009
kubica,sutil,2,2009
nakajima,bourdais,1,2009
nakajima,glock,2,2009
nakajima,trulli,2,2009
raikkonen,bourdais,1,2009
raikkonen,fisichella,2,2009
raikkonen,glock,1,2009
raikkonen,alguersuari,1,2009
raikkonen,alonso,1,2009
raikkonen,trulli,1,2009
raikkonen,heidfeld,1,2009
raikkonen,hamilton,1,2009
raikkonen,sutil,1,2009
kovalainen,fisichella,1,2009
kovalainen,alguersuari,1,2009
kovalainen,grosjean,1,2009
kovalainen,barrichello,2,2009
kovalainen,webber,1,2009
kovalainen,trulli,1,2009
kovalainen,heidfeld,1,2009
kovalainen,vettel,1,2009
kovalainen,hamilton,1,2009
kovalainen,sutil,2,2009
kovalainen,button,1,2009
alguersuari,liuzzi,1,2009
alguersuari,nakajima,1,2009
button,buemi,2,2009
button,glock,1,2009
button,grosjean,1,2009
button,barrichello,1,2009
button,kubica,1,2009
button,webber,1,2009
button,raikkonen,1,2009
button,heidfeld,1,2009
button,kobayashi,1,2009
button,hamilton,1,2009
button,massa,2,2009
button,nakajima,2,2009
fisichella,buemi,1,2009
fisichella,piquet,1,2009
fisichella,glock,1,2009
fisichella,grosjean,2,2009
fisichella,kubica,1,2009
fisichella,alonso,2,2009
fisichella,heidfeld,3,2009
fisichella,liuzzi,1,2009
fisichella,nakajima,1,2009
fisichella,button,1,2009
liuzzi,nakajima,2,2009
kobayashi,fisichella,1,2009
kobayashi,nakajima,1,2009
kobayashi,button,1,2009
vettel,rosberg,1,2009
vettel,alguersuari,1,2009
vettel,grosjean,1,2009
vettel,barrichello,1,2009
vettel,raikkonen,1,2009
vettel,heidfeld,1,2009
vettel,hamilton,1,2009
vettel,massa,1,2009
vettel,nakajima,1,2009
vettel,button,1,2009
webber,fisichella,1,2009
webber,rosberg,1,2009
webber,alonso,2,2009
webber,heidfeld,2,2009
webber,kovalainen,1,2009
webber,hamilton,2,2009
webber,massa,1,2009
webber,button,2,2009
piquet,fisichella,1,2009
piquet,kubica,1,2009
piquet,hamilton,1,2009
piquet,massa,1,2009
piquet,sutil,1,2009
massa,fisichella,1,2009
massa,trulli,1,2009
massa,raikkonen,1,2009
massa,heidfeld,1,2009
massa,kovalainen,1,2009
massa,vettel,1,2009
sato,davidson,1,2009
coulard,sato,1,2009
bourdais,trulli,1,2009
bourdais,raikkonen,1,2009
bourdais,heidfeld,2,2009
bourdais,nakajima,1,2009
Kubica,Sutil,2,2010
Kubica,De La Rosa,1,2010
Kubica,Hulkenberg,1,2010
Kubica,Glock,1,2010
Kubica,Di Grassi,1,2010
Kubica,Petrov,1,2010
Kubica,Alguersuari,1,2010
Kubica,Kovalainen,2,2010
Kubica,Trulli,1,2010
Kubica,Buemi,2,2010
Kubica,Massa,1,2010
Kubica,Kobayashi,1,2010
Sutil,De La Rosa,1,2010
Sutil,Hulkenberg,1,2010
Sutil,Glock,5,2010
Sutil,Liuzzi,1,2010
Sutil,Barrichello,1,2010
Sutil,Schumacher,4,2010
Sutil,Di Grassi,4,2010
Sutil,Button,1,2010
Sutil,Petrov,1,2010
Sutil,Alguersuari,2,2010
Sutil,Kovalainen,6,2010
Sutil,Trulli,3,2010
Sutil,Buemi,2,2010
Sutil,Vettel,1,2010
Sutil,Kobayashi,5,2010
Sutil,Rosberg,1,2010
Sutil,Senna,2,2010
Sutil,Heidfeld,4,2010
Sutil,Yamamoto,2,2010
De La Rosa,Sutil,1,2010
De La Rosa,Hulkenberg,4,2010
De La Rosa,Glock,2,2010
De La Rosa,Liuzzi,1,2010
De La Rosa,Alonso,1,2010
De La Rosa,Di Grassi,2,2010
De La Rosa,Petrov,1,2010
De La Rosa,Alguersuari,2,2010
De La Rosa,Kovalainen,1,2010
De La Rosa,Chandhok,1,2010
De La Rosa,Trulli,1,2010
De La Rosa,Kobayashi,1,2010
De La Rosa,Senna,1,2010
De La Rosa,Yamamoto,1,2010
Hulkenberg,Kubica,1,2010
Hulkenberg,Glock,3,2010
Hulkenberg,Barrichello,1,2010
Hulkenberg,Di Grassi,2,2010
Hulkenberg,Petrov,2,2010
Hulkenberg,Alguersuari,1,2010
Hulkenberg,Kovalainen,4,2010
Hulkenberg,Chandhok,2,2010
Hulkenberg,Trulli,4,2010
Hulkenberg,Senna,5,2010
Glock,Schumacher,1,2010
Glock,Di Grassi,1,2010
Glock,Kovalainen,1,2010
Glock,Chandhok,4,2010
Glock,Trulli,1,2010
Glock,Senna,4,2010
Glock,Yamamoto,2,2010
Webber,Kubica,1,2010
Webber,Sutil,1,2010
Webber,Hulkenberg,1,2010
Webber,Glock,1,2010
Webber,Hamilton,1,2010
Webber,Barrichello,1,2010
Webber,Alonso,1,2010
Webber,Schumacher,2,2010
Webber,Button,1,2010
Webber,Alguersuari,1,2010
Webber,Kovalainen,2,2010
Webber,Trulli,1,2010
Webber,Buemi,1,2010
Webber,Massa,4,2010
Webber,Kobayashi,1,2010
Webber,Rosberg,2,2010
Hamilton,Kubica,1,2010
Hamilton,Sutil,1,2010
Hamilton,Webber,4,2010
Hamilton,Barrichello,3,2010
Hamilton,Alonso,1,2010
Hamilton,Schumacher,2,2010
Hamilton,Button,2,2010
Hamilton,Petrov,4,2010
Hamilton,Alguersuari,1,2010
Hamilton,Kovalainen,3,2010
Hamilton,Trulli,1,2010
Hamilton,Buemi,1,2010
Hamilton,Massa,2,2010
Hamilton,Vettel,1,2010
Hamilton,Kobayashi,4,2010
Hamilton,Rosberg,1,2010
Hamilton,Senna,1,2010
Liuzzi,Sutil,1,2010
Liuzzi,De La Rosa,2,2010
Liuzzi,Hulkenberg,1,2010
Liuzzi,Glock,3,2010
Liuzzi,Barrichello,1,2010
Liuzzi,Schumacher,1,2010
Liuzzi,Di Grassi,1,2010
Liuzzi,Alguersuari,3,2010
Liuzzi,Kovalainen,1,2010
Liuzzi,Chandhok,1,2010
Liuzzi,Trulli,3,2010
Liuzzi,Buemi,3,2010
Liuzzi,Vettel,1,2010
Liuzzi,Kobayashi,1,2010
Liuzzi,Rosberg,1,2010
Barrichello,De La Rosa,1,2010
Barrichello,Hulkenberg,2,2010
Barrichello,Glock,2,2010
Barrichello,Schumacher,1,2010
Barrichello,Di Grassi,3,2010
Barrichello,Petrov,2,2010
Barrichello,Alguersuari,2,2010
Barrichello,Kovalainen,7,2010
Barrichello,Chandhok,1,2010
Barrichello,Trulli,5,2010
Barrichello,Buemi,1,2010
Barrichello,Massa,1,2010
Barrichello,Rosberg,1,2010
Barrichello,Senna,3,2010
Alonso,Sutil,1,2010
Alonso,De La Rosa,3,2010
Alonso,Hulkenberg,2,2010
Alonso,Glock,3,2010
Alonso,Hamilton,1,2010
Alonso,Liuzzi,3,2010
Alonso,Barrichello,1,2010
Alonso,Schumacher,1,2010
Alonso,Di Grassi,3,2010
Alonso,Button,1,2010
Alonso,Petrov,4,2010
Alonso,Alguersuari,1,2010
Alonso,Kovalainen,5,2010
Alonso,Chandhok,2,2010
Alonso,Trulli,2,2010
Alonso,Buemi,2,2010
Alonso,Massa,1,2010
Alonso,Vettel,1,2010
Alonso,Senna,1,2010
Alonso,Yamamoto,2,2010
Schumacher,Kubica,1,2010
Schumacher,De La Rosa,1,2010
Schumacher,Glock,3,2010
Schumacher,Webber,1,2010
Schumacher,Barrichello,1,2010
Schumacher,Di Grassi,3,2010
Schumacher,Button,3,2010
Schumacher,Alguersuari,2,2010
Schumacher,Kovalainen,4,2010
Schumacher,Chandhok,2,2010
Schumacher,Trulli,1,2010
Schumacher,Rosberg,1,2010
Schumacher,Senna,2,2010
Schumacher,Yamamoto,1,2010
Di Grassi,Glock,1,2010
Di Grassi,Chandhok,4,2010
Di Grassi,Senna,1,2010
Di Grassi,Yamamoto,2,2010
Button,Kubica,2,2010
Button,Sutil,1,2010
Button,Hamilton,1,2010
Button,Liuzzi,1,2010
Button,Alonso,2,2010
Button,Petrov,1,2010
Button,Kovalainen,2,2010
Button,Massa,1,2010
Button,Vettel,1,2010
Button,Kobayashi,1,2010
Button,Rosberg,1,2010
Petrov,Sutil,1,2010
Petrov,Hulkenberg,1,2010
Petrov,Glock,4,2010
Petrov,Webber,1,2010
Petrov,Hamilton,1,2010
Petrov,Schumacher,2,2010
Petrov,Di Grassi,3,2010
Petrov,Alguersuari,1,2010
Petrov,Kovalainen,3,2010
Petrov,Chandhok,1,2010
Petrov,Trulli,3,2010
Petrov,Kobayashi,1,2010
Petrov,Rosberg,1,2010
Petrov,Senna,1,2010
Petrov,Heidfeld,1,2010
Petrov,Yamamoto,2,2010
Alguersuari,Sutil,2,2010
Alguersuari,De La Rosa,2,2010
Alguersuari,Hulkenberg,2,2010
Alguersuari,Glock,6,2010
Alguersuari,Liuzzi,1,2010
Alguersuari,Schumacher,1,2010
Alguersuari,Di Grassi,6,2010
Alguersuari,Petrov,3,2010
Alguersuari,Kovalainen,6,2010
Alguersuari,Trulli,3,2010
Alguersuari,Buemi,1,2010
Alguersuari,Kobayashi,1,2010
Alguersuari,Rosberg,1,2010
Alguersuari,Senna,1,2010
Alguersuari,Yamamoto,3,2010
Alguersuari,Klien,1,2010
Kovalainen,Glock,2,2010
Kovalainen,Hamilton,1,2010
Kovalainen,Di Grassi,3,2010
Kovalainen,Trulli,1,2010
Kovalainen,Massa,1,2010
Kovalainen,Senna,3,2010
Chandhok,Di Grassi,1,2010
Chandhok,Senna,1,2010
Trulli,Chandhok,2,2010
Trulli,Massa,1,2010
Trulli,Senna,2,2010
Trulli,Yamamoto,2,2010
Buemi,Hulkenberg,2,2010
Buemi,Glock,3,2010
Buemi,Barrichello,1,2010
Buemi,Schumacher,1,2010
Buemi,Di Grassi,4,2010
Buemi,Petrov,1,2010
Buemi,Alguersuari,2,2010
Buemi,Kovalainen,1,2010
Buemi,Chandhok,2,2010
Buemi,Trulli,4,2010
Buemi,Kobayashi,2,2010
Buemi,Heidfeld,1,2010
Buemi,Yamamoto,2,2010
Massa,Sutil,2,2010
Massa,De La Rosa,1,2010
Massa,Glock,3,2010
Massa,Webber,1,2010
Massa,Liuzzi,2,2010
Massa,Barrichello,2,2010
Massa,Schumacher,1,2010
Massa,Di Grassi,2,2010
Massa,Button,1,2010
Massa,Petrov,3,2010
Massa,Alguersuari,2,2010
Massa,Kovalainen,6,2010
Massa,Chandhok,2,2010
Massa,Trulli,5,2010
Massa,Buemi,1,2010
Massa,Senna,1,2010
Massa,Heidfeld,1,2010
Massa,Yamamoto,1,2010
Vettel,Kubica,1,2010
Vettel,Sutil,3,2010
Vettel,De La Rosa,1,2010
Vettel,Hulkenberg,1,2010
Vettel,Glock,1,2010
Vettel,Webber,1,2010
Vettel,Liuzzi,2,2010
Vettel,Barrichello,1,2010
Vettel,Schumacher,3,2010
Vettel,Alguersuari,2,2010
Vettel,Kovalainen,2,2010
Vettel,Chandhok,1,2010
Vettel,Trulli,4,2010
Vettel,Buemi,1,2010
Vettel,Massa,1,2010
Vettel,Senna,1,2010
Kobayashi,Sutil,1,2010
Kobayashi,Liuzzi,1,2010
Kobayashi,Barrichello,1,2010
Kobayashi,Alonso,1,2010
Kobayashi,Schumacher,2,2010
Kobayashi,Di Grassi,1,2010
Kobayashi,Alguersuari,4,2010
Kobayashi,Trulli,2,2010
Kobayashi,Buemi,2,2010
Kobayashi,Heidfeld,1,2010
Kobayashi,Yamamoto,3,2010
Rosberg,Hulkenberg,3,2010
Rosberg,Glock,2,2010
Rosberg,Hamilton,1,2010
Rosberg,Barrichello,1,2010
Rosberg,Schumacher,1,2010
Rosberg,Di Grassi,1,2010
Rosberg,Alguersuari,3,2010
Rosberg,Kovalainen,2,2010
Rosberg,Chandhok,1,2010
Rosberg,Trulli,1,2010
Rosberg,Kobayashi,2,2010
Rosberg,Senna,1,2010
Senna,Di Grassi,1,2010
Heidfeld,Sutil,1,2010
Heidfeld,Glock,2,2010
Heidfeld,Di Grassi,1,2010
Heidfeld,Kovalainen,1,2010
Heidfeld,Buemi,1,2010
Heidfeld,Kobayashi,1,2010
Heidfeld,Senna,1,2010
Heidfeld,Yamamoto,1,2010
Heidfeld,Klien,1,2010
alonso,kobayashi,3,2011
alonso,rosberg,5,2011
alonso,massa,4,2011
alonso,heidfeld,3,2011
alonso,button,2,2011
alonso,schumacher,2,2011
alonso,perez,2,2011
alonso,petrov,2,2011
alonso,webber,4,2011
alonso,hamilton,3,2011
alonso,vettel,1,2011
alonso,sutil,1,2011
alonso,barrichello,1,2011
alonso,diresta,1,2011
barrichello,kobayashi,2,2011
barrichello,rosberg,2,2011
barrichello,heidfeld,2,2011
barrichello,schumacher,2,2011
barrichello,perez,3,2011
barrichello,petrov,2,2011
barrichello,webber,1,2011
barrichello,glock,6,2011
barrichello,d'ambrosio,2,2011
barrichello,trulli,7,2011
barrichello,maldonado,4,2011
barrichello,kovalainen,10,2011
barrichello,liuzzi,3,2011
barrichello,karikeyan,4,2011
barrichello,buemi,1,2011
barrichello,alguersuari,2,2011
barrichello,senna,2,2011
barrichello,ricciardo,1,2011
maldonado,kobayashi,1,2011
maldonado,rosberg,2,2011
maldonado,heidfeld,1,2011
maldonado,perez,4,2011
maldonado,petrov,3,2011
maldonado,sutil,3,2011
maldonado,barrichello,6,2011
maldonado,diresta,1,2011
maldonado,glock,6,2011
maldonado,d'ambrosio,5,2011
maldonado,trulli,5,2011
maldonado,kovalainen,8,2011
maldonado,liuzzi,3,2011
maldonado,karikeyan,3,2011
maldonado,alguersuari,4,2011
maldonado,senna,5,2011
maldonado,ricciardo,2,2011
buemi,kobayashi,5,2011
buemi,heidfeld,1,2011
buemi,schumacher,4,2011
buemi,perez,3,2011
buemi,petrov,3,2011
buemi,hamilton,1,2011
buemi,sutil,3,2011
buemi,barrichello,4,2011
buemi,diresta,9,2011
buemi,glock,6,2011
buemi,d'ambrosio,3,2011
buemi,trulli,4,2011
buemi,maldonado,6,2011
buemi,kovalainen,7,2011
buemi,liuzzi,2,2011
buemi,alguersuari,6,2011
buemi,senna,1,2011
buemi,ricciardo,1,2011
buemi,delarosa,1,2011
alguersuari,kobayashi,3,2011
alguersuari,rosberg,3,2011
alguersuari,heidfeld,2,2011
alguersuari,schumacher,1,2011
alguersuari,perez,5,2011
alguersuari,petrov,3,2011
alguersuari,webber,1,2011
alguersuari,sutil,3,2011
alguersuari,barrichello,4,2011
alguersuari,diresta,2,2011
alguersuari,glock,3,2011
alguersuari,d'ambrosio,5,2011
alguersuari,trulli,6,2011
alguersuari,maldonado,6,2011
alguersuari,kovalainen,8,2011
alguersuari,liuzzi,3,2011
alguersuari,karikeyan,1,2011
alguersuari,buemi,5,2011
alguersuari,senna,3,2011
alguersuari,ricciardo,1,2011
glock,heidfeld,1,2011
glock,d'ambrosio,3,2011
glock,liuzzi,5,2011
glock,karikeyan,1,2011
webber,kobayashi,6,2011
webber,rosberg,5,2011
webber,massa,6,2011
webber,heidfeld,1,2011
webber,button,6,2011
webber,schumacher,5,2011
webber,perez,3,2011
webber,petrov,5,2011
webber,hamilton,4,2011
webber,sutil,5,2011
webber,barrichello,3,2011
webber,diresta,2,2011
webber,glock,1,2011
webber,d'ambrosio,1,2011
webber,trulli,2,2011
webber,maldonado,2,2011
webber,kovalainen,2,2011
webber,buemi,2,2011
webber,alguersuari,2,2011
webber,ricciardo,1,2011
webber,alonso,8,2011
vettel,kobayashi,2,2011
vettel,rosberg,4,2011
vettel,massa,4,2011
vettel,heidfeld,1,2011
vettel,button,4,2011
vettel,petrov,3,2011
vettel,webber,1,2011
vettel,hamilton,1,2011
vettel,sutil,2,2011
vettel,alonso,3,2011
diresta,kobayashi,3,2011
diresta,rosberg,2,2011
diresta,heidfeld,2,2011
diresta,perez,3,2011
diresta,petrov,3,2011
diresta,sutil,1,2011
diresta,barrichello,1,2011
diresta,glock,4,2011
diresta,d'ambrosio,5,2011
diresta,trulli,2,2011
diresta,maldonado,4,2011
diresta,kovalainen,9,2011
diresta,liuzzi,2,2011
diresta,karikeyan,2,2011
diresta,buemi,6,2011
diresta,alguersuari,6,2011
diresta,senna,1,2011
diresta,ricciardo,2,2011
diresta,delarosa,1,2011
diresta,chandhok,1,2011
button,kobayashi,2,2011
button,rosberg,6,2011
button,massa,8,2011
button,heidfeld,2,2011
button,schumacher,4,2011
button,perez,1,2011
button,petrov,4,2011
button,webber,4,2011
button,hamilton,4,2011
button,vettel,1,2011
button,sutil,5,2011
button,barrichello,2,2011
button,diresta,3,2011
button,glock,1,2011
button,d'ambrosio,3,2011
button,trulli,3,2011
button,maldonado,3,2011
button,liuzzi,2,2011
button,karikeyan,2,2011
button,buemi,5,2011
button,alguersuari,1,2011
button,ricciardo,1,2011
button,delarosa,2,2011
button,alonso,5,2011
massa,kobayashi,6,2011
massa,rosberg,10,2011
massa,heidfeld,3,2011
massa,button,1,2011
massa,schumacher,6,2011
massa,perez,4,2011
massa,petrov,3,2011
massa,webber,2,2011
massa,hamilton,3,2011
massa,vettel,1,2011
massa,sutil,2,2011
massa,barrichello,2,2011
massa,diresta,3,2011
massa,d'ambrosio,1,2011
massa,trulli,1,2011
massa,maldonado,7,2011
massa,kovalainen,4,2011
massa,buemi,2,2011
massa,alguersuari,6,2011
trulli,perez,1,2011
trulli,glock,8,2011
trulli,d'ambrosio,4,2011
trulli,maldonado,1,2011
trulli,kovalainen,1,2011
trulli,liuzzi,5,2011
trulli,senna,2,2011
trulli,ricciardo,2,2011
trulli,delarosa,1,2011
kobayashi,rosberg,1,2011
kobayashi,massa,2,2011
kobayashi,heidfeld,1,2011
kobayashi,schumacher,4,2011
kobayashi,perez,3,2011
kobayashi,petrov,3,2011
kobayashi,webber,3,2011
kobayashi,sutil,4,2011
kobayashi,barrichello,3,2011
kobayashi,diresta,5,2011
kobayashi,glock,4,2011
kobayashi,d'ambrosio,3,2011
kobayashi,trulli,5,2011
kobayashi,maldonado,6,2011
kobayashi,kovalainen,3,2011
kobayashi,liuzzi,2,2011
kobayashi,karikeyan,1,2011
kobayashi,buemi,4,2011
kobayashi,alguersuari,4,2011
kobayashi,senna,2,2011
kobayashi,ricciardo,2,2011
sutil,kobayashi,4,2011
sutil,rosberg,3,2011
sutil,heidfeld,2,2011
sutil,schumacher,2,2011
sutil,perez,5,2011
sutil,petrov,1,2011
sutil,barrichello,2,2011
sutil,diresta,2,2011
sutil,glock,5,2011
sutil,d'ambrosio,4,2011
sutil,trulli,3,2011
sutil,maldonado,4,2011
sutil,kovalainen,4,2011
sutil,liuzzi,3,2011
sutil,karikeyan,3,2011
sutil,buemi,1,2011
sutil,alguersuari,3,2011
sutil,senna,1,2011
hamilton,kobayashi,5,2011
hamilton,rosberg,8,2011
hamilton,massa,8,2011
hamilton,heidfeld,1,2011
hamilton,button,7,2011
hamilton,schumacher,6,2011
hamilton,perez,3,2011
hamilton,petrov,4,2011
hamilton,webber,3,2011
hamilton,vettel,1,2011
hamilton,sutil,3,2011
hamilton,barrichello,2,2011
hamilton,diresta,3,2011
hamilton,trulli,1,2011
hamilton,maldonado,1,2011
hamilton,kovalainen,1,2011
hamilton,buemi,5,2011
hamilton,alguersuari,2,2011
hamilton,alonso,3,2011
heidfeld,kobayashi,4,2011
heidfeld,perez,2,2011
heidfeld,petrov,4,2011
heidfeld,hamilton,1,2011
heidfeld,sutil,2,2011
heidfeld,barrichello,2,2011
heidfeld,diresta,1,2011
heidfeld,glock,2,2011
heidfeld,d'ambrosio,1,2011
heidfeld,trulli,3,2011
heidfeld,maldonado,3,2011
heidfeld,kovalainen,4,2011
heidfeld,liuzzi,1,2011
heidfeld,buemi,2,2011
heidfeld,alguersuari,3,2011
heidfeld,ricciardo,1,2011
heidfeld,chandhok,1,2011
perez,kobayashi,1,2011
perez,rosberg,2,2011
perez,heidfeld,2,2011
perez,petrov,5,2011
perez,webber,1,2011
perez,sutil,1,2011
perez,barrichello,4,2011
perez,diresta,4,2011
perez,glock,4,2011
perez,d'ambrosio,6,2011
perez,trulli,5,2011
perez,maldonado,8,2011
perez,kovalainen,7,2011
perez,liuzzi,6,2011
perez,karikeyan,2,2011
perez,buemi,3,2011
perez,alguersuari,3,2011
perez,senna,2,2011
perez,ricciardo,4,2011
rosberg,kobayashi,5,2011
rosberg,massa,4,2011
rosberg,heidfeld,1,2011
rosberg,button,2,2011
rosberg,perez,1,2011
rosberg,petrov,4,2011
rosberg,sutil,2,2011
rosberg,barrichello,4,2011
rosberg,diresta,3,2011
rosberg,d'ambrosio,3,2011
rosberg,trulli,2,2011
rosberg,maldonado,2,2011
rosberg,kovalainen,1,2011
rosberg,buemi,2,2011
rosberg,alguersuari,9,2011
rosberg,alonso,1,2011
schumacher,kobayashi,4,2011
schumacher,rosberg,2,2011
schumacher,massa,3,2011
schumacher,heidfeld,3,2011
schumacher,button,1,2011
schumacher,perez,6,2011
schumacher,petrov,9,2011
schumacher,webber,1,2011
schumacher,hamilton,2,2011
schumacher,sutil,2,2011
schumacher,barrichello,1,2011
schumacher,diresta,5,2011
schumacher,d'ambrosio,4,2011
schumacher,trulli,6,2011
schumacher,maldonado,4,2011
schumacher,kovalainen,5,2011
schumacher,liuzzi,2,2011
schumacher,karikeyan,2,2011
schumacher,alguersuari,7,2011
schumacher,senna,3,2011
schumacher,ricciardo,1,2011
petrov,kobayashi,9,2011
petrov,rosberg,1,2011
petrov,heidfeld,1,2011
petrov,button,1,2011
petrov,perez,4,2011
petrov,sutil,2,2011
petrov,barrichello,2,2011
petrov,diresta,5,2011
petrov,d'ambrosio,2,2011
petrov,trulli,2,2011
petrov,maldonado,1,2011
petrov,kovalainen,5,2011
petrov,karikeyan,1,2011
petrov,buemi,2,2011
petrov,alguersuari,2,2011
petrov,ricciardo,1,2011
petrov,alonso,1,2011
d'ambrosio,glock,1,2011
d'ambrosio,liuzzi,5,2011
d'ambrosio,karikeyan,2,2011
d'ambrosio,ricciardo,2,2011
kovalainen,kobayashi,1,2011
kovalainen,heidfeld,1,2011
kovalainen,glock,3,2011
kovalainen,d'ambrosio,6,2011
kovalainen,trulli,2,2011
kovalainen,maldonado,1,2011
kovalainen,liuzzi,1,2011
